CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;CATEG_DOC;ID_DOC;DT_RECEB;LINK_DOC
07.857.850/0001-50;2023-12-31;7;GP INVESTMENTS, LTD.;080020;FRE WEB;133993;2024-02-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=133993
07.857.850/0001-50;2023-12-31;8;GP INVESTMENTS, LTD.;080020;FRE WEB;134141;2024-02-20;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=134141
07.857.850/0001-50;2023-12-31;9;GP INVESTMENTS, LTD.;080020;FRE WEB;134240;2024-02-23;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=134240
07.859.510/0001-68;2023-12-31;1;JHSF MALLS S.A.;024473;FRE WEB;127763;2023-05-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=127763
07.859.510/0001-68;2023-12-31;2;JHSF MALLS S.A.;024473;FRE WEB;128848;2023-07-07;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=128848
07.859.510/0001-68;2023-12-31;3;JHSF MALLS S.A.;024473;FRE WEB;131289;2023-10-05;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=131289
07.859.971/0001-30;2023-12-31;1;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;020257;FRE WEB;126549;2023-05-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=126549
07.859.971/0001-30;2023-12-31;2;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;020257;FRE WEB;128552;2023-06-21;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=128552
07.859.971/0001-30;2023-12-31;3;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;020257;FRE WEB;128908;2023-07-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=128908
07.859.971/0001-30;2023-12-31;4;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;020257;FRE WEB;129120;2023-07-21;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=129120
07.859.971/0001-30;2023-12-31;5;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;020257;FRE WEB;130498;2023-08-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=130498
07.859.971/0001-30;2023-12-31;6;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;020257;FRE WEB;130722;2023-08-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=130722
07.859.971/0001-30;2023-12-31;7;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;020257;FRE WEB;130817;2023-09-01;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=130817
07.859.971/0001-30;2023-12-31;8;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;020257;FRE WEB;130924;2023-09-08;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=130924
07.859.971/0001-30;2023-12-31;9;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;020257;FRE WEB;131302;2023-10-05;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=131302
07.859.971/0001-30;2023-12-31;10;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;020257;FRE WEB;132801;2023-11-24;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=132801
07.859.971/0001-30;2023-12-31;11;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;020257;FRE WEB;132802;2023-11-24;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=132802
07.859.971/0001-30;2023-12-31;12;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;020257;FRE WEB;133327;2023-12-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=133327
07.859.971/0001-30;2023-12-31;13;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;020257;FRE WEB;134408;2024-03-01;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=134408
07.859.971/0001-30;2023-12-31;14;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;020257;FRE WEB;135496;2024-04-04;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=135496
07.859.971/0001-30;2023-12-31;15;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;020257;FRE WEB;135538;2024-04-05;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=135538
07.859.971/0001-30;2023-12-31;16;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;020257;FRE WEB;136091;2024-04-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=136091
07.859.971/0001-30;2023-12-31;17;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;020257;FRE WEB;137020;2024-05-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=137020
07.859.971/0001-30;2023-12-31;18;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;020257;FRE WEB;137638;2024-05-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=137638
07.882.930/0001-65;2023-12-31;1;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;024902;FRE WEB;127804;2023-05-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=127804
07.882.930/0001-65;2023-12-31;2;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;024902;FRE WEB;128842;2023-07-07;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=128842
07.882.930/0001-65;2023-12-31;3;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;024902;FRE WEB;131124;2023-09-25;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=131124
07.882.930/0001-65;2023-12-31;4;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;024902;FRE WEB;131287;2023-10-05;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=131287
07.882.930/0001-65;2023-12-31;5;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;024902;FRE WEB;133823;2024-02-02;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=133823
07.882.930/0001-65;2023-12-31;6;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;024902;FRE WEB;134288;2024-02-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=134288
07.882.930/0001-65;2023-12-31;7;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;024902;FRE WEB;136521;2024-05-06;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=136521
07.882.930/0001-65;2023-12-31;8;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;024902;FRE WEB;136554;2024-05-07;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=136554
07.882.930/0001-65;2023-12-31;9;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;024902;FRE WEB;137635;2024-05-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=137635
07.976.147/0001-60;2023-12-31;1;MOVIDA LOCAÇÃO DE VEÍCULOS S.A.;025828;FRE WEB;128036;2023-05-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=128036
07.976.147/0001-60;2023-12-31;2;MOVIDA LOCAÇÃO DE VEÍCULOS S.A.;025828;FRE WEB;128223;2023-06-02;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=128223
07.976.147/0001-60;2023-12-31;3;MOVIDA LOCAÇÃO DE VEÍCULOS S.A.;025828;FRE WEB;131570;2023-10-24;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=131570
08.065.557/0001-12;2023-12-31;1;TECNISA S.A.;020435;FRE WEB;128157;2023-05-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=128157
08.065.557/0001-12;2023-12-31;2;TECNISA S.A.;020435;FRE WEB;130696;2023-08-25;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=130696
08.065.557/0001-12;2023-12-31;3;TECNISA S.A.;020435;FRE WEB;130697;2023-08-25;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=130697
08.065.557/0001-12;2023-12-31;4;TECNISA S.A.;020435;FRE WEB;131077;2023-09-21;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=131077
08.065.557/0001-12;2023-12-31;5;TECNISA S.A.;020435;FRE WEB;131111;2023-09-22;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=131111
08.065.557/0001-12;2023-12-31;6;TECNISA S.A.;020435;FRE WEB;131444;2023-10-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=131444
08.065.557/0001-12;2023-12-31;7;TECNISA S.A.;020435;FRE WEB;133878;2024-02-06;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=133878
08.065.557/0001-12;2023-12-31;8;TECNISA S.A.;020435;FRE WEB;134081;2024-02-19;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=134081
08.065.557/0001-12;2023-12-31;9;TECNISA S.A.;020435;FRE WEB;135393;2024-04-01;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=135393
08.065.557/0001-12;2023-12-31;10;TECNISA S.A.;020435;FRE WEB;136651;2024-05-08;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=136651
08.065.557/0001-12;2023-12-31;11;TECNISA S.A.;020435;FRE WEB;136660;2024-05-08;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=136660
08.065.557/0001-12;2023-12-31;12;TECNISA S.A.;020435;FRE WEB;137643;2024-05-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=137643
08.065.557/0001-12;2023-12-31;13;TECNISA S.A.;020435;FRE WEB;137939;2024-05-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=137939
08.070.508/0001-78;2023-03-31;1;RAIZEN ENERGIA S.A.;023230;FRE NOVO;120365;2022-08-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=120365
08.070.508/0001-78;2023-03-31;2;RAIZEN ENERGIA S.A.;023230;FRE NOVO;120961;2022-10-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=120961
08.070.508/0001-78;2023-03-31;3;RAIZEN ENERGIA S.A.;023230;FRE NOVO;122869;2023-01-02;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=122869
08.070.508/0001-78;2023-03-31;4;RAIZEN ENERGIA S.A.;023230;FRE NOVO;123369;2023-02-06;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=123369
08.070.508/0001-78;2023-03-31;5;RAIZEN ENERGIA S.A.;023230;FRE NOVO;123970;2023-03-08;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=123970
08.070.508/0001-78;2023-03-31;6;RAIZEN ENERGIA S.A.;023230;FRE NOVO;125052;2023-04-05;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=125052
08.070.508/0001-78;2023-03-31;7;RAIZEN ENERGIA S.A.;023230;FRE NOVO;127216;2023-05-24;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=127216
08.070.508/0001-78;2023-03-31;8;RAIZEN ENERGIA S.A.;023230;FRE NOVO;128940;2023-07-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=128940
08.078.847/0001-09;2023-12-31;1;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;020370;FRE WEB;127782;2023-05-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=127782
08.078.847/0001-09;2023-12-31;2;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;020370;FRE WEB;129520;2023-07-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=129520
08.078.847/0001-09;2023-12-31;3;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;020370;FRE WEB;130149;2023-08-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=130149
08.078.847/0001-09;2023-12-31;4;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;020370;FRE WEB;130686;2023-08-25;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=130686
08.078.847/0001-09;2023-12-31;5;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;020370;FRE WEB;133340;2023-12-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=133340
08.078.847/0001-09;2023-12-31;6;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;020370;FRE WEB;135990;2024-04-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=135990
08.078.847/0001-09;2023-12-31;7;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;020370;FRE WEB;137131;2024-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=137131
08.078.847/0001-09;2023-12-31;8;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;020370;FRE WEB;137144;2024-05-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=137144
08.159.965/0001-33;2023-12-31;1;IGUA SANEAMENTO S.A.;023175;FRE WEB;126610;2023-05-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=126610
08.159.965/0001-33;2023-12-31;2;IGUA SANEAMENTO S.A.;023175;FRE WEB;127173;2023-05-23;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=127173
08.159.965/0001-33;2023-12-31;3;IGUA SANEAMENTO S.A.;023175;FRE WEB;128618;2023-06-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=128618
08.159.965/0001-33;2023-12-31;4;IGUA SANEAMENTO S.A.;023175;FRE WEB;130465;2023-08-15;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=130465
08.159.965/0001-33;2023-12-31;5;IGUA SANEAMENTO S.A.;023175;FRE WEB;130510;2023-08-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=130510
08.159.965/0001-33;2023-12-31;6;IGUA SANEAMENTO S.A.;023175;FRE WEB;131050;2023-09-20;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=131050
08.159.965/0001-33;2023-12-31;7;IGUA SANEAMENTO S.A.;023175;FRE WEB;131684;2023-10-30;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=131684
08.159.965/0001-33;2023-12-31;8;IGUA SANEAMENTO S.A.;023175;FRE WEB;133061;2023-12-14;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=133061
08.159.965/0001-33;2023-12-31;9;IGUA SANEAMENTO S.A.;023175;FRE WEB;134562;2024-03-08;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=134562
08.170.849/0001-15;2023-12-31;1;DESKTOP S.A.;026026;FRE WEB;127916;2023-05-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=127916
08.170.849/0001-15;2023-12-31;2;DESKTOP S.A.;026026;FRE WEB;128257;2023-06-06;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=128257
08.170.849/0001-15;2023-12-31;3;DESKTOP S.A.;026026;FRE WEB;129270;2023-07-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=129270
08.170.849/0001-15;2023-12-31;4;DESKTOP S.A.;026026;FRE WEB;130530;2023-08-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=130530
08.170.849/0001-15;2023-12-31;5;DESKTOP S.A.;026026;FRE WEB;130946;2023-09-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=130946
08.170.849/0001-15;2023-12-31;6;DESKTOP S.A.;026026;FRE WEB;131086;2023-09-21;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=131086
08.170.849/0001-15;2023-12-31;7;DESKTOP S.A.;026026;FRE WEB;131323;2023-10-06;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=131323
08.170.849/0001-15;2023-12-31;8;DESKTOP S.A.;026026;FRE WEB;131391;2023-10-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=131391
08.170.849/0001-15;2023-12-31;9;DESKTOP S.A.;026026;FRE WEB;131905;2023-11-08;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=131905
08.170.849/0001-15;2023-12-31;10;DESKTOP S.A.;026026;FRE WEB;132897;2023-12-01;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=132897
08.170.849/0001-15;2023-12-31;11;DESKTOP S.A.;026026;FRE WEB;133308;2023-12-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=133308
08.170.849/0001-15;2023-12-31;12;DESKTOP S.A.;026026;FRE WEB;133389;2024-01-03;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=133389
08.170.849/0001-15;2023-12-31;13;DESKTOP S.A.;026026;FRE WEB;133977;2024-02-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=133977
08.170.849/0001-15;2023-12-31;14;DESKTOP S.A.;026026;FRE WEB;134639;2024-03-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=134639
08.170.849/0001-15;2023-12-31;15;DESKTOP S.A.;026026;FRE WEB;135089;2024-03-25;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=135089
08.170.849/0001-15;2023-12-31;16;DESKTOP S.A.;026026;FRE WEB;135727;2024-04-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=135727
08.170.849/0001-15;2023-12-31;17;DESKTOP S.A.;026026;FRE WEB;135989;2024-04-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=135989
08.213.823/0001-07;2023-12-31;1;AURA ALMAS MINERAÇÃO S.A.;026590;FRE WEB;127752;2023-05-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=127752
08.213.823/0001-07;2023-12-31;2;AURA ALMAS MINERAÇÃO S.A.;026590;FRE WEB;128542;2023-06-20;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=128542
08.213.823/0001-07;2023-12-31;3;AURA ALMAS MINERAÇÃO S.A.;026590;FRE WEB;129871;2023-08-09;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=129871
08.213.823/0001-07;2023-12-31;4;AURA ALMAS MINERAÇÃO S.A.;026590;FRE WEB;132725;2023-11-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=132725
08.213.823/0001-07;2023-12-31;5;AURA ALMAS MINERAÇÃO S.A.;026590;FRE WEB;133825;2024-02-02;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=133825
08.213.823/0001-07;2023-12-31;6;AURA ALMAS MINERAÇÃO S.A.;026590;FRE WEB;135236;2024-03-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=135236
08.262.121/0001-13;2023-12-31;1;ALUBAR METAIS E CABOS S.A.;027430;FRE WEB;131610;2023-10-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=131610
08.262.121/0001-13;2023-12-31;2;ALUBAR METAIS E CABOS S.A.;027430;FRE WEB;134172;2024-02-22;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=134172
08.262.121/0001-13;2023-12-31;3;ALUBAR METAIS E CABOS S.A.;027430;FRE WEB;138147;2024-05-29;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=138147
08.294.224/0001-65;2023-12-31;1;JHSF PARTICIPACOES S.A.;020605;FRE WEB;127727;2023-05-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=127727
08.294.224/0001-65;2023-12-31;2;JHSF PARTICIPACOES S.A.;020605;FRE WEB;128321;2023-06-07;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=128321
08.294.224/0001-65;2023-12-31;3;JHSF PARTICIPACOES S.A.;020605;FRE WEB;128847;2023-07-07;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=128847
08.294.224/0001-65;2023-12-31;4;JHSF PARTICIPACOES S.A.;020605;FRE WEB;129260;2023-07-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=129260
08.294.224/0001-65;2023-12-31;5;JHSF PARTICIPACOES S.A.;020605;FRE WEB;130525;2023-08-16;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=130525
08.294.224/0001-65;2023-12-31;6;JHSF PARTICIPACOES S.A.;020605;FRE WEB;130717;2023-08-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=130717
