CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;ID_Sociedade;Razao_Social;CNPJ;Tipo_Sociedade;Descricao_Atividades;Pais_Sede;UF_Sede;Municipio_Sede;Participacao_Emissor;Possui_Registro_CVM;Codigo_CVM;Razao_Aquisicao_Manutencao;Data_Valor_Mercado;Data_Valor_Contabil;Valor_Mercado;Valor_Contabil
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787625;Cbr 068 Empreendimentos Imobiliarios Ltda;32475778000143;;;;;;100.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787626;Cbr 069 Empreendimentos Imobiliários Ltda;32475654000168;;;;;;100.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787627;Cbr 071 Empreendimentos Imobiliarios Ltda;32476248000110;;;;;;100.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787628;Cbr 079 Empreendimentos Imobiliários Ltda;33789404000165;;;;;;100.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787629;Cbr 081 Empreendimentos Imobiliários Ltda;33789444000107;;;;;;100.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787630;Cbr 083 Empreendimentos Imobiliários Ltda;34175502000175;;;;;;100.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787631;Cbr 085 Empreendimentos Imobiliários Ltda;34175665000158;;;;;;100.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787632;Cbr 092 Empreendimentos Imobiliários;35744573000104;;;;;;100.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787633;Cbr 097 Empreendimentos Imobiliários;35744486000157;;;;;;100.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787634;Cbr 098 Empreendimentos Imobiliários;35743924000162;;;;;;100.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787635;Cbr 102 Empreendimentos Imobiliários Ltda;36082241000174;;;;;;99.99000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787636;Cbr Magik 03 Lz Empreendimentos Imobiliários;31019956000169;;;;;;75.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787637;Cbr Magik Lz 01 Empreendimentos Imobiliários;31020023000191;;;;;;75.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787638;Cbr Magik Lz 04 Empreendimentos Imobiliários Ltda;32422476000107;;;;;;75.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787639;Cbr Magik Lz 05 Empreendimentos Imobiliários Ltda;32475910000117;;;;;;75.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787640;Cbr Magik Lz 07 Empreendimentos Imobiliários Ltda;32475749000181;;;;;;75.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787641;Cbr Magik Lz 08 Empreendimentos Imobiliários;35605269000186;;;;;;75.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787642;Cbr Magik Lz 10 Empreendimentos Imobiliários;35604243000113;;;;;;75.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787643;Cury Construtora E Incorp S/A;08797760000183;;;;;;23.77000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787644;Cyma Desenvolvimento Imobiliário S/A;26713568000143;;;;;;75.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787645;Cyrela Aconcagua Empreendimentos Imobiliários Ltda;06243143000100;;;;;;35.80000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787646;Cyrela Asteca Empreendimentos Imobiliários Ltda;10347753000121;;;;;;100.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787647;Cyrela Belgrado Empreendimentos Imobiliários Ltda;17976349000166;;;;;;100.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787648;Cyrela Bentevi Empreendimentos Imobiliária Ltda;17610350000172;;;;;;100.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787649;Cyrela Boraceia Empreendimentos Imobiliários Ltda;09434041000160;;;;;;100.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787650;Cyrela Brazil Realty Rjz Empr Imobiliária Ltda;07289815000181;;;;;;100.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787651;Cyrela Cristal Empreendimentos Imobiliários Ltda;13003483000120;;;;;;100.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787652;Cyrela Cuzco Empreendimentos Imobiliários Ltda;10347718000102;;;;;;100.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787653;Cyrela Esmeralda Empreendimentos Imobiliários Ltda;13003580000112;;;;;;100.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787654;Cyrela Extrema Empreendimentos Imobiliários Ltda;10982461000160;;;;;;99.99000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787655;Cyrela Genova Empreendimentos Imobiliários Ltda;10223074000140;;;;;;80.29000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787656;Cyrela Grenwood De Investimento Imobiliária Ltda;04512523000178;;;;;;75.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787657;Cyrela Holanda Empreendimentos Imobiliários Ltda;08421622000103;;;;;;100.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787658;Cyrela Índico Empreendimentos Imobiliários Ltda;09621586000186;;;;;;100.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787659;Cyrela Magik Monaco Empreendimentos Imobiliários Ltda;07749578000194;;;;;;80.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787660;Cyrela Magiklz Campinas 01 Empreendimentos Imobiliários Ltda;13177004000191;;;;;;80.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787661;Cyrela Maguari Empreendimentos Imobiliários Ltda;17587575000155;;;;;;84.92000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787662;Cyrela Monza Empreendimentos Imobiliários Ltda;07289900000140;;;;;;100.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787663;Cyrela Normandia Empreendimentos Imobiliários Ltda;13177740000140;;;;;;100.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787664;Cyrela Pacifico Empreendimentos Imobiliários S/A;09639225000167;;;;;;80.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787665;Cyrela Paris Empreendimentos Imobiliários Ltda;07749562000181;;;;;;100.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787666;Cyrela Piracema Empreendimentos Imobiliários Ltda;10982484000175;;;;;;100.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787667;Cyrela Portugal Empreendimentos Imobiliários Ltda;07545084000198;;;;;;100.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787668;Cyrela Puglia Empreendimentos Imobiliários Ltda;13177692000190;;;;;;90.48000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787669;Cyrela Recife Empreendimentos Imobiliários Ltda;09451853000114;;;;;;100.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787670;Cyrela Rjz Construtora E Empreendimentos Imobiliários Ltda;04790731000139;;;;;;100.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787671;Cyrela Rjz Jcgontijo Empreendimentos Imobiliária Ltda;09465200000194;;;;;;75.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787672;Cyrela Roraima Empreendimentos Imobiliários Ltda;07910251000152;;;;;;100.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787673;Cyrela Safira Empreendimentos Imobiliários Ltda;13003444000122;;;;;;100.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787674;Cyrela Suecia Empreendimentos Imobiliários Ltda;08398092000111;;;;;;50.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787675;Cyrela Trentino Empreendimentos Imobiliários Ltda;13177652000148;;;;;;100.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787676;Cyrela Vermont De Investimento Imobiliária Ltda;05434646000109;;;;;;85.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787677;Emporio Jardim Shoppings Centers S.A.;17103997000108;;;;;;80.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787678;Goldsztein Cyrela Empreendimentos Imobiliários S/A;08074750000110;;;;;;100.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787679;GRC 03 Incorporações e Participações Ltda;26298658000115;;;;;;100.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787680;Iracema Incorporadora Ltda;12802316000186;;;;;;50.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787681;Laplace Investimentos Imobiliários SPE Ltda;33915079000130;;;;;;70.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787682;Lavvi Empreendimentos Imobiliários Ltda;26462693000128;;;;;;24.53000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787683;Lavvi Madri Empreendimentos Imobiliários Ltda;30867064000155;;;;;;20.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787684;Lb 2017 Empreendimentos E Participações Imobiliárias S.A;26236120000186;;;;;;100.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787685;Living 007 Empreendimentos Imobiliários Ltda;18689742000131;;;;;;100.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787686;Living 008 Empreendimentos Imobiliários Ltda;18689777000170;;;;;;100.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787687;Living 011 Empreendimentos Imobiliários Ltda;19207295000108;;;;;;100.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787688;Living Araraquara Empreendimentos Imobiliários Ltda;11365704000184;;;;;;100.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787689;Living Botucatu Empreendimentos Imobiliários Ltda;11365709000107;;;;;;50.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787690;Living Cabreuva Empreendimentos Imobiliária Ltda;16620372000150;;;;;;100.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787691;Living Cacoal Empreendimentos Imobiliários Ltda;17965109000166;;;;;;100.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787692;Living Cerejeira Empreendimentos Imobiliários Ltda;16620200000187;;;;;;70.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787693;Living Empreendimentos Imobiliários Sa;08281952000132;;;;;;100.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787694;Living Loreto Empreendimentos Imobiliários Ltda;17579191000190;;;;;;100.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787695;Luanda Empreendimentos Imobiliários Ltda;17976379000172;;;;;;100.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787696;Lyon Empreendimentos Imobiliários Ltda;08576565000123;;;;;;92.48000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787697;Mac Empreendimentos Imobiliários Ltda;07758457000109;;;;;;50.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787698;Pionner-4 Empreendimentos Imobiliários Ltda;17784962000181;;;;;;100.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787699;PLANO AMP PLANO CONSTRUÇÕES E PARTICIPAÇÕES LTDA;07990908000139;;;;;;82.48000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787700;PLANO  PLANO DESENVOLVIMENTO IMOBILIÁRIOS LTDA;24230275000180;;;;;;34.52000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787701;Plano Amoreira Empreendimentos Imobiliários Spe Ltda;08543078000164;;;;;;60.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787702;Potim Empreendimentos Imobiliários Ltda;11457797000177;;;;;;100.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787703;Queiroz Galvao Mac Cyrela Veneza E I S/A;07289808000180;;;;;;15.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787704;Ravenna Empreendimentos Imobiliários Ltda;13198978000151;;;;;;100.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787705;Reserva Casa Grande Empreendimentos Imobiliários Ltda;17976394000110;;;;;;50.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787706;Seller Consultoria Imobiliária E Representações Ltda;60745163000125;;;;;;100.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787707;Sig 10 Empreendimentos;17651558000130;;;;;;50.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787708;Sk Realty Empreendimentos Imobiliários S/A;08610386000165;;;;;;50.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787709;Snowbird Master Fundo De Investimento Imobiliários;32274197000143;;;;;;20.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787710;Spe 110 Brasil Incorporacao Ltda;17793037000117;;;;;;50.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787711;Spe 131 Brasil Incorporação Ltda;19989427000192;;;;;;50.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787712;Spe Barbacena Empreendimentos Imobiliários S/A;20429367000132;;;;;;50.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787713;Spe Brasil Incorporação 83 Ltda;12963126000140;;;;;;50.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787714;Spe Chl Cv Incorporacoes Ltda;11686522000105;;;;;;50.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787715;Spe Faiçalville Incorporação 3 Ltda;20919640000107;;;;;;50.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787716;Tamoios Empreendimentos Imobiliários Spe Ltda;09086865000197;;;;;;6.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787717;Toulon Empreendimentos Imobiliários Spe Ltda;08576067000180;;;;;;100.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787718;Vinson Empreendimentos Imobiliários Ltda;56216233000180;;;;;;49.02000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787719;Vivaz Vendas - Consultoria Imobiliária Ltda;31394438000125;;;;;;100.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787720;Pre 67 Empreendimentos Imobiliários Spe;28429134000141;;;;;;70.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787721;AUREA EXTREMA EMPREENDIMENTOS IMOBILIARIOS;39892966000116;;;;;;50.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787722;AV BRASIL INVEST IMOB SA;12251086000104;;;;;;100.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787723;BRASIL INCORPORACAO 199 SPE LTDA;35809792000124;;;;;;50.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787724;CBR 008 EMPREENDIMENTOS IMOBILIÁRIOS LTDA;09086797000166;;;;;;100.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787725;CBR 123 EMPREENDIMENTOS IMOBILIARIOS LTDA;26929563000152;;;;;;100.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787726;CBR 127 EMPREENDIMENTOS IMOBILIARIOS LTDA;42787140000100;;;;;;100.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787727;Cbr Magik Lz 15 Empreendimentos Imobiliários;39849894000124;;;;;;75.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787728;CBR MAGIK LZ 17 EMPREENDIMENTOS IMOBILIÁRIOS;39849873000109;;;;;;75.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787729;CBR103 EMPREENDIMENTOS IMOBILIÁRIOS LTDA;40525274000119;;;;;;55.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787730;CBR120 EMPREENDIMENTOS IMOBILIÁRIOS LTDA;41537723000101;;;;;;70.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787731;CBR122 EMPREENDIMENTOS IMOBILIÁRIOS S.A;41537680000164;;;;;;50.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787732;CCISA90 Incorporadora Ltda;37806719000124;;;;;;40.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787733;CY 2 PQNM EMPREEND IMOB L;44431762000118;;;;;;20.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787734;CYRELA CRAVINA EMPREENDIMENTOS IMOB;45936274000125;;;;;;100.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787735;CYRELA DF 01 EMPREENDIMENTOS IMOBILIÁRIOS LTDA;10970513000189;;;;;;100.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787736;CYRELA MAGIKLZ NAZCA EMPREENDIMENTOS IMOBILIÁRIOS LTDA;10372028000103;;;;;;75.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787737;CYRELA MEXICO EMPREENDIMENTOS IMOBILIÁRIOS LTDA;08421978000139;;;;;;100.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787738;CYRELA POLINESIA EMPREENDIMENTOS IMOBILIÁRIOS LTDA;09474398000172;;;;;;100.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787739;CYRELA SOMERSET DE INVESTIMENTOS IMOBILIÁRIOS LTDA;05437475000163;;;;;;83.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787740;DIOGO DE FARIA EMPREENDIMENTOS IMOBILIÁRIOS LTDA;26202591000173;;;;;;50.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787741;EBM INCORPORACOES S.A.;03025881000193;;;;;;50.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787742;EMBU INVESTIMENTOS IMOBILIARIOS E PARTICIPACOES S.A.;13721406000105;;;;;;40.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787743;FARROUPILHA EMPREENDIMENTOS IMOBILIÁRIOS LTDA;08530845000109;;;;;;100.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787744;Fazenda Sao Joao Empreendimentos Imobiliários Spe Ltda;09420299000108;;;;;;85.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787745;GARIBALDI EMPREENDIMENTOS IMOBILIÁRIOS LTDA;08576146000191;;;;;;100.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787746;GATRUN EMPREENDIMENTOS IMOBILIARIOS LTDA;18009609000197;;;;;;100.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787747;IBIRAJA EMPRE IMOB SPE LTDA;18132164000138;;;;;;49.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787748;LIVING 006 EMPREENDIMENTOS IMOBILIÁRIOS LTDA;18689736000184;;;;;;100.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787749;LIVING ABAETE EMPREENDIMENTOS IMOBILIÁRIOS LTDA;10970498000179;;;;;;100.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787750;LIVING AMOREIRA EMPREENDIMENTOS IMOBILIÁRIOS LTDA;16736489000102;;;;;;100.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787751;LIVING BATATAIS EMPREENDIMENTOS IMOBILIÁRIOS LTDA;11360592000179;;;;;;100.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787752;LIVING INDIANA EMPREENDIMENTOS IMOBILIÁRIOS LTDA;11360475000105;;;;;;100.00000000;;;;;;;
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;787753;LIVING IPE EMPREENDIMENTOS IMOBILIÁRIOS LTDA;16620215000145;;;;;;100.00000000;;;;;;;
