CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;ID_Capital_Social;Tipo_Capital;Data_Autorizacao_Aprovacao;Valor_Capital;Prazo_Integralizacao;Quantidade_Acoes_Ordinarias;Quantidade_Acoes_Preferenciais;Quantidade_Total_Acoes
05.917.486/0001-40;2023-12-31;6;135924;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;312366;Capital Subscrito;2022-02-10;317890422.77;N/A;64663063;0;64663063
05.917.486/0001-40;2023-12-31;6;135924;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;312367;Capital Integralizado;2022-02-10;317890422.77;N/A;64663063;0;64663063
05.917.486/0001-40;2023-12-31;6;135924;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;312368;Capital Autorizado;2021-08-24;0.00;N/A;80462800;0;80462800
06.016.348/0001-53;2023-01-01;1;127379;VENTOS DO SUL ENERGIA S.A.;293739;Capital Emitido;2019-09-04;964000.00;Totalmente integralizado;140964000;0;140964000
06.016.348/0001-53;2023-01-01;1;127379;VENTOS DO SUL ENERGIA S.A.;293740;Capital Subscrito;2019-09-04;964000.00;Totalmente integralizado;140964000;0;140964000
06.016.348/0001-53;2023-01-01;1;127379;VENTOS DO SUL ENERGIA S.A.;293741;Capital Integralizado;2019-09-04;964000.00;Totalmente integralizado;140964000;0;140964000
06.047.087/0001-39;2023-12-31;8;137033;REDE D'OR SÃO LUIZ S.A.;313939;Capital Emitido;2022-12-29;15711359775.89;;2289292590;0;2289292590
06.047.087/0001-39;2023-12-31;8;137033;REDE D'OR SÃO LUIZ S.A.;313940;Capital Subscrito;2022-12-29;15711359775.89;;2289292590;0;2289292590
06.047.087/0001-39;2023-12-31;8;137033;REDE D'OR SÃO LUIZ S.A.;313941;Capital Integralizado;2022-12-29;15711359775.89;;2289292590;0;2289292590
06.047.087/0001-39;2023-12-31;8;137033;REDE D'OR SÃO LUIZ S.A.;313942;Capital Autorizado;2020-09-24;0.00;;8000000000;0;8000000000
06.057.223/0001-71;2023-12-31;23;137036;SENDAS DISTRIBUIDORA S.A.;313943;Capital Emitido;2023-12-08;1271691249.02;;1351833200;0;1351833200
06.057.223/0001-71;2023-12-31;23;137036;SENDAS DISTRIBUIDORA S.A.;313944;Capital Subscrito;2023-12-08;1271691249.02;;1351833200;0;1351833200
06.057.223/0001-71;2023-12-31;23;137036;SENDAS DISTRIBUIDORA S.A.;313945;Capital Integralizado;2023-12-08;1271691249.02;;1351833200;0;1351833200
06.057.223/0001-71;2023-12-31;23;137036;SENDAS DISTRIBUIDORA S.A.;313946;Capital Autorizado;2022-01-21;0.00;;2000000000;0;2000000000
06.164.253/0001-87;2023-12-31;17;137756;GOL LINHAS AEREAS INTELIGENTES S.A.;314836;Capital Emitido;2024-03-26;4202543932.30;;2863682500;338594335;3202276835
06.164.253/0001-87;2023-12-31;17;137756;GOL LINHAS AEREAS INTELIGENTES S.A.;314837;Capital Subscrito;2024-03-26;4202543932.30;;2863682500;338594335;3202276835
06.164.253/0001-87;2023-12-31;17;137756;GOL LINHAS AEREAS INTELIGENTES S.A.;314838;Capital Integralizado;2024-03-26;4202543932.30;;2863682500;338594335;3202276835
06.164.253/0001-87;2023-12-31;17;137756;GOL LINHAS AEREAS INTELIGENTES S.A.;314839;Capital Autorizado;2023-03-17;17000000000.00;;0;0;0
06.272.793/0001-84;2023-12-31;8;136841;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;313752;Capital Autorizado;2022-04-28;2200000000.00;;161318939;2864960;164183899
06.347.409/0001-65;2023-12-31;2;133237;SBF COMÉRCIO DE PRODUTOS ESPORTIVOS S.A.;307153;Capital Emitido;2022-12-01;2229970549.00;;4809277645;0;4809277645
06.347.409/0001-65;2023-12-31;2;133237;SBF COMÉRCIO DE PRODUTOS ESPORTIVOS S.A.;307154;Capital Subscrito;2022-12-01;2229970549.00;;4809277645;0;4809277645
06.347.409/0001-65;2023-12-31;2;133237;SBF COMÉRCIO DE PRODUTOS ESPORTIVOS S.A.;307155;Capital Integralizado;2022-12-01;2229970549.00;;4809277645;0;4809277645
06.626.253/0001-51;2023-12-31;16;137001;EMPREENDIMENTOS PAGUE MENOS S.A.;313882;Capital Autorizado;2023-11-21;0.00;;300000000;0;300000000
06.626.253/0001-51;2023-12-31;16;137001;EMPREENDIMENTOS PAGUE MENOS S.A.;313883;Capital Emitido;2024-03-27;1764548753.61;Não aplicável.;581715639;0;581715639
06.626.253/0001-51;2023-12-31;16;137001;EMPREENDIMENTOS PAGUE MENOS S.A.;313884;Capital Subscrito;2024-03-27;1764548753.61;Não aplicável.;581715639;0;581715639
06.626.253/0001-51;2023-12-31;16;137001;EMPREENDIMENTOS PAGUE MENOS S.A.;313885;Capital Integralizado;2024-03-27;1764548753.61;Não aplicável.;581715639;0;581715639
06.977.745/0001-91;2023-12-31;2;134104;BR MALLS PARTICIPACOES S.A.;309401;Capital Emitido;2022-02-04;10406862080.33;;828273884;0;828273884
06.977.745/0001-91;2023-12-31;2;134104;BR MALLS PARTICIPACOES S.A.;309402;Capital Subscrito;2022-02-04;10406862080.33;;828273884;0;828273884
06.977.745/0001-91;2023-12-31;2;134104;BR MALLS PARTICIPACOES S.A.;309403;Capital Integralizado;2022-02-04;10406862080.33;;828273884;0;828273884
06.977.745/0001-91;2023-12-31;2;134104;BR MALLS PARTICIPACOES S.A.;309404;Capital Autorizado;2022-02-04;1123200000.00;;1123200000;0;1123200000
06.977.751/0001-49;2023-12-31;11;133016;BR PROPERTIES S.A.;306444;Capital Emitido;2023-10-19;1234268.59;Totalmente integralizado;447231;0;447231
06.977.751/0001-49;2023-12-31;11;133016;BR PROPERTIES S.A.;306445;Capital Subscrito;2023-10-19;1234268.59;Totalmente integralizado;447231;0;447231
06.977.751/0001-49;2023-12-31;11;133016;BR PROPERTIES S.A.;306446;Capital Integralizado;2023-10-19;1234268.59;Totalmente integralizado;447231;0;447231
06.981.176/0001-58;2023-12-31;11;137250;CEMIG GERACAO E TRANSMISSAO S.A.;314249;Capital Emitido;2023-12-11;5473723629.09;Não se aplica;2896785358;0;2896785358
06.981.176/0001-58;2023-12-31;11;137250;CEMIG GERACAO E TRANSMISSAO S.A.;314250;Capital Subscrito;2023-12-11;5473723629.09;Não se aplica;2896785358;0;2896785358
06.981.176/0001-58;2023-12-31;11;137250;CEMIG GERACAO E TRANSMISSAO S.A.;314251;Capital Integralizado;2023-12-11;5473723629.09;Não se aplica;2896785358;0;2896785358
06.981.180/0001-16;2023-12-31;13;137249;CEMIG DISTRIBUICAO S.A.;314246;Capital Emitido;2023-07-14;6284312379.25;Não se aplica;2359113452;0;2359113452
06.981.180/0001-16;2023-12-31;13;137249;CEMIG DISTRIBUICAO S.A.;314247;Capital Subscrito;2023-07-14;6284312379.25;Não se aplica;2359113452;0;2359113452
06.981.180/0001-16;2023-12-31;13;137249;CEMIG DISTRIBUICAO S.A.;314248;Capital Integralizado;2023-07-14;6284312379.25;Não se aplica;2359113452;0;2359113452
06.981.381/0001-13;2023-03-31;9;129306;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;300236;Capital Subscrito;2021-07-21;562203309.12;N/A;320748000;0;320748000
06.981.381/0001-13;2023-03-31;9;129306;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;300237;Capital Autorizado;2021-07-21;0.00;N/A;1352000;0;1352000
06.981.381/0001-13;2023-03-31;9;129306;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;300238;Capital Integralizado;2019-02-06;562203309.12;N/A;320748000;0;320748000
06.981.381/0001-13;2023-03-31;9;129306;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;300239;Capital Emitido;2016-12-07;562203309.12;N/A;320748000;0;320748000
07.040.108/0001-57;2023-12-31;7;136578;CAGECE - CIA DE AGUA E ESGOTO DO CEARA;313349;Capital Emitido;2024-04-22;2553226851.60;;185904416;57451;185961867
07.040.108/0001-57;2023-12-31;7;136578;CAGECE - CIA DE AGUA E ESGOTO DO CEARA;313350;Capital Subscrito;2024-04-22;2553226851.60;;185904416;57451;185961867
07.040.108/0001-57;2023-12-31;7;136578;CAGECE - CIA DE AGUA E ESGOTO DO CEARA;313351;Capital Integralizado;2024-04-22;2553226851.60;;185904416;57451;185961867
07.040.108/0001-57;2023-12-31;7;136578;CAGECE - CIA DE AGUA E ESGOTO DO CEARA;313352;Capital Autorizado;1998-03-25;0.00;;33333333333;16666666667;50000000000
07.043.628/0001-13;2023-12-31;2;128407;CLARO TELECOM PARTICIPAÇÕES S.A.;296979;Capital Emitido;2016-02-26;9509568654.08;26/02/2016;203583506268;0;203583506268
07.043.628/0001-13;2023-12-31;2;128407;CLARO TELECOM PARTICIPAÇÕES S.A.;296980;Capital Subscrito;2016-02-26;9509568654.08;26/02/2016;203583506268;0;203583506268
07.043.628/0001-13;2023-12-31;2;128407;CLARO TELECOM PARTICIPAÇÕES S.A.;296981;Capital Integralizado;2016-02-26;9509568654.08;26/02/2016;203583506268;0;203583506268
07.047.251/0001-70;2023-12-31;8;136509;CIA ENERGETICA DO CEARA - COELCE;313144;Capital Emitido;2023-04-25;1282346885.77;;48067937;29787362;77855299
07.047.251/0001-70;2023-12-31;8;136509;CIA ENERGETICA DO CEARA - COELCE;313145;Capital Subscrito;2023-04-25;1282346885.77;;48067937;29787362;77855299
07.047.251/0001-70;2023-12-31;8;136509;CIA ENERGETICA DO CEARA - COELCE;313146;Capital Integralizado;2023-04-25;1282346885.77;;48067937;29787362;77855299
07.047.251/0001-70;2023-12-31;8;136509;CIA ENERGETICA DO CEARA - COELCE;313147;Capital Autorizado;1995-03-31;0.00;;99951932963;199970122638;299922055601
07.119.838/0001-48;2023-12-31;1;127589;SECME - COMPANHIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS;294577;Capital Emitido;2021-05-27;384524.00;0;384524;0;384524
07.119.838/0001-48;2023-12-31;1;127589;SECME - COMPANHIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS;294578;Capital Emitido;2021-05-27;384524.00;0;384524;0;384524
07.119.838/0001-48;2023-12-31;1;127589;SECME - COMPANHIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS;294579;Capital Subscrito;2021-05-27;384524.00;0;384524;0;384524
07.206.816/0001-15;2023-12-31;3;135587;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;311576;Capital Integralizado;2021-03-26;2597656478.44;;339000000;0;339000000
07.237.373/0001-20;2023-12-31;20;136818;BCO NORDESTE DO BRASIL S.A.;313698;Capital Integralizado;2024-03-26;10197111000.00;;86371464;0;0
07.237.373/0001-20;2023-12-31;20;136818;BCO NORDESTE DO BRASIL S.A.;313699;Capital Emitido;2024-05-07;1451826607.81;13/05/2024  a  12/06/2024;12328285;0;12328285
07.253.321/0001-47;2023-12-31;2;135697;CARBOMIL SA MINER. E INDUSTRIA;311861;Capital Autorizado;1993-04-30;90000000.00;;30000000;60000000;90000000
07.275.159/0001-68;2023-12-31;7;137227;PETROLEO LUB DO NORDESTE SA;314209;Capital Autorizado;2011-04-29;6892500.00;;496437;1753563;2250000
07.282.377/0001-20;2023-12-31;5;137079;ENERGISA SUL-SUDESTE - DISTRIBUIDORA DE ENERGIA S/A;314034;Capital Autorizado;2019-09-16;0.00;;50000;0;50000
07.282.377/0001-20;2023-12-31;5;137079;ENERGISA SUL-SUDESTE - DISTRIBUIDORA DE ENERGIA S/A;314035;Capital Emitido;2017-09-20;534716540.16;;97112;0;97112
07.282.377/0001-20;2023-12-31;5;137079;ENERGISA SUL-SUDESTE - DISTRIBUIDORA DE ENERGIA S/A;314036;Capital Subscrito;2017-09-20;534716540.16;;97112;0;97112
07.282.377/0001-20;2023-12-31;5;137079;ENERGISA SUL-SUDESTE - DISTRIBUIDORA DE ENERGIA S/A;314037;Capital Integralizado;2017-09-20;534716540.16;;97112;0;97112
07.334.600/0001-35;2023-12-31;1;127088;MARINA DE IRACEMA PARK SA;293114;Capital Emitido;2000-04-30;63637372.76;;95244338;1316954;96561292
07.401.436/0001-31;2023-12-31;1;127743;ELDORADO BRASIL CELULOSE S.A.;294932;Capital Emitido;2012-08-20;1788791903.18;;1525558419;0;1525558419
07.401.436/0001-31;2023-12-31;1;127743;ELDORADO BRASIL CELULOSE S.A.;294933;Capital Subscrito;2012-08-20;1788791903.18;;1525558419;0;1525558419
07.401.436/0001-31;2023-12-31;1;127743;ELDORADO BRASIL CELULOSE S.A.;294934;Capital Integralizado;2012-08-20;1788791903.18;;1525558419;0;1525558419
07.415.333/0001-20;2023-12-31;9;136208;SIMPAR S.A.;313094;Capital Emitido;2024-02-09;1174361607.43;;873040533;0;873040533
07.415.333/0001-20;2023-12-31;9;136208;SIMPAR S.A.;313095;Capital Integralizado;2024-02-09;1174361607.43;;873040533;0;873040533
07.415.333/0001-20;2023-12-31;9;136208;SIMPAR S.A.;313096;Capital Autorizado;2023-04-27;0.00;;300000000;0;300000000
07.437.016/0001-05;2023-12-31;1;127753;CINESYSTEM S.A.;294960;Capital Emitido;2018-09-10;57648894.12;;30969063;0;30969063
07.437.016/0001-05;2023-12-31;1;127753;CINESYSTEM S.A.;294961;Capital Subscrito;2018-09-10;57648894.12;;30969063;0;30969063
07.437.016/0001-05;2023-12-31;1;127753;CINESYSTEM S.A.;294962;Capital Integralizado;2018-09-10;57648894.12;;30969063;0;30969063
07.437.016/0001-05;2023-12-31;1;127753;CINESYSTEM S.A.;294963;Capital Emitido;2018-08-08;53148894.12;;26850248;0;26850248
07.437.016/0001-05;2023-12-31;1;127753;CINESYSTEM S.A.;294964;Capital Subscrito;2018-08-08;53148894.12;;26850248;0;26850248
07.437.016/0001-05;2023-12-31;1;127753;CINESYSTEM S.A.;294965;Capital Integralizado;2018-08-08;53148894.12;;26850248;0;26850248
07.437.016/0001-05;2023-12-31;1;127753;CINESYSTEM S.A.;294966;Capital Emitido;2014-02-19;43152042.12;;19417644;0;19417644
07.437.016/0001-05;2023-12-31;1;127753;CINESYSTEM S.A.;294967;Capital Subscrito;2014-02-19;43152042.12;;19417644;0;19417644
07.437.016/0001-05;2023-12-31;1;127753;CINESYSTEM S.A.;294968;Capital Integralizado;2014-02-19;43152042.12;;19417644;0;19417644
07.526.557/0001-00;2023-12-31;14;136881;AMBEV S.A.;313766;Capital Emitido;2024-04-25;58226035176.01;Totalmente Integralizado;15757657336;0;15757657336
07.526.557/0001-00;2023-12-31;14;136881;AMBEV S.A.;313767;Capital Subscrito;2024-04-25;58226035176.01;Totalmente Integralizado;15757657336;0;15757657336
07.526.557/0001-00;2023-12-31;14;136881;AMBEV S.A.;313768;Capital Integralizado;2024-04-25;58226035176.01;Totalmente Integralizado;15757657336;0;15757657336
07.526.557/0001-00;2023-12-31;14;136881;AMBEV S.A.;313769;Capital Autorizado;2013-03-01;0.00;;19000000000;0;19000000000
07.594.978/0001-78;2023-12-31;16;138419;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;316353;Capital Emitido;2021-07-28;2970442883.60;N/A;586242289;0;586242289
07.594.978/0001-78;2023-12-31;16;138419;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;316354;Capital Subscrito;2021-07-28;2970442883.60;N/A;586242289;0;586242289
07.594.978/0001-78;2023-12-31;16;138419;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;316355;Capital Integralizado;2021-07-28;2970442883.60;N/A;586242289;0;586242289
07.594.978/0001-78;2023-12-31;16;138419;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;316356;Capital Autorizado;2021-06-22;0.00;N/A;420000000;0;420000000
07.628.528/0001-59;2023-06-30;15;132717;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;305642;Capital Integralizado;2023-09-19;1587987665.07;;102683444;0;102683444
07.628.528/0001-59;2023-06-30;15;132717;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;305643;Capital Integralizado;2021-05-14;1587984600.71;;102377008;0;102377008
07.628.528/0001-59;2023-06-30;15;132717;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;305644;Capital Integralizado;2021-02-03;1139810576.89;;82104301;0;82104301
07.636.657/0001-99;2023-12-31;4;130244;AÇO VERDE DO BRASIL S.A;301089;Capital Emitido;2022-11-30;483708634.63;;1031745;206231;1237976
07.636.657/0001-99;2023-12-31;4;130244;AÇO VERDE DO BRASIL S.A;301090;Capital Subscrito;2022-11-30;483708634.63;;1031745;206231;1237976
07.636.657/0001-99;2023-12-31;4;130244;AÇO VERDE DO BRASIL S.A;301091;Capital Integralizado;2022-11-30;483708634.63;;1031745;206231;1237976
07.659.538/0001-51;2023-12-31;3;134603;DINAMICA ENERGIA S.A.;310333;Capital Integralizado;2008-09-11;11023802.00;;334424444;0;334424444
07.659.538/0001-51;2023-12-31;3;134603;DINAMICA ENERGIA S.A.;310334;Capital Autorizado;2006-01-30;610000000.00;;0;0;0
07.689.002/0001-89;2023-12-31;9;138085;EMBRAER S.A.;315609;Capital Emitido;2018-03-05;5159617052.42;;740465044;0;740465044
07.689.002/0001-89;2023-12-31;9;138085;EMBRAER S.A.;315610;Capital Subscrito;2018-03-05;5159617052.42;;740465044;0;740465044
07.689.002/0001-89;2023-12-31;9;138085;EMBRAER S.A.;315611;Capital Integralizado;2018-03-05;5159617052.42;;740465044;0;740465044
07.689.002/0001-89;2023-12-31;9;138085;EMBRAER S.A.;315612;Capital Autorizado;2006-05-23;0.00;;1000000000;0;1000000000
07.704.246/0001-93;2023-12-31;3;137029;DATORA PARTICIPAÇÕES E SERVIÇOS S.A.;313921;Capital Autorizado;2021-08-24;1500000000.00;;0;0;0
07.704.246/0001-93;2023-12-31;3;137029;DATORA PARTICIPAÇÕES E SERVIÇOS S.A.;313922;Capital Emitido;2020-11-18;38854725.33;Totalmente integralizado;86608416;0;86608416
07.704.246/0001-93;2023-12-31;3;137029;DATORA PARTICIPAÇÕES E SERVIÇOS S.A.;313923;Capital Subscrito;2020-11-18;38854725.33;Totalmente integralizado;86608416;0;86608416
07.704.246/0001-93;2023-12-31;3;137029;DATORA PARTICIPAÇÕES E SERVIÇOS S.A.;313924;Capital Integralizado;2020-11-18;38854725.33;;86608416;0;86608416
07.718.269/0001-57;2023-12-31;9;139822;SPRINGS GLOBAL PARTICIPACOES S.A.;319724;Capital Integralizado;2015-10-21;1860263807.68;;50000000;0;50000000
07.718.269/0001-57;2023-12-31;9;139822;SPRINGS GLOBAL PARTICIPACOES S.A.;319725;Capital Integralizado;2012-05-14;1860263807.68;;200000000;0;200000000
07.718.269/0001-57;2023-12-31;9;139822;SPRINGS GLOBAL PARTICIPACOES S.A.;319726;Capital Autorizado;2012-04-30;0.00;;106352576;0;106352576
07.718.269/0001-57;2023-12-31;9;139822;SPRINGS GLOBAL PARTICIPACOES S.A.;319727;Capital Emitido;2024-05-29;1860263807.68;;10000000;0;10000000
07.802.794/0001-56;2023-12-31;4;134980;ESSENTIA PCHS S.A.;310779;Capital Emitido;2024-03-11;62557341.26;Não há;203708524;0;203708524
07.802.794/0001-56;2023-12-31;4;134980;ESSENTIA PCHS S.A.;310780;Capital Subscrito;2024-03-11;62557341.26;Não há;203708524;0;203708524
07.802.794/0001-56;2023-12-31;4;134980;ESSENTIA PCHS S.A.;310781;Capital Integralizado;2024-03-11;62557341.26;;203708524;0;203708524
07.816.890/0001-53;2023-12-31;7;137757;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;314840;Capital Emitido;2023-10-20;2988062190.88;;600760875;0;600760875
07.816.890/0001-53;2023-12-31;7;137757;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;314841;Capital Subscrito;2023-10-20;2988062190.88;;600760875;0;600760875
07.816.890/0001-53;2023-12-31;7;137757;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;314842;Capital Integralizado;2023-09-22;2988062190.88;;600760875;0;600760875
07.816.890/0001-53;2023-12-31;7;137757;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;314843;Capital Autorizado;2018-07-20;0.00;;210038121;0;210038121
07.820.907/0001-46;2023-12-31;4;133675;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;308440;Capital Integralizado;2022-04-29;122649267.88;;2422153;0;2422153
07.820.907/0001-46;2023-12-31;4;133675;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;308441;Capital Integralizado;2020-04-30;122649000.00;;2422153;0;2422153
07.820.907/0001-46;2023-12-31;4;133675;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;308442;Capital Integralizado;2020-03-02;131990000.00;;2422153;0;2422153
07.820.907/0001-46;2023-12-31;4;133675;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;308443;Capital Integralizado;2020-01-21;141994023.95;;2422153;0;2422153
07.820.907/0001-46;2023-12-31;4;133675;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;308444;Capital Integralizado;2019-04-29;166990642.91;;2422153;0;2422153
07.820.907/0001-46;2023-12-31;4;133675;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;308445;Capital Integralizado;2019-04-29;166990642.91;;2422153;0;2422153
07.820.907/0001-46;2023-12-31;4;133675;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;308446;Capital Integralizado;2018-12-13;184243906.12;;2422153;0;2422153
07.820.907/0001-46;2023-12-31;4;133675;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;308447;Capital Integralizado;2018-12-13;184243906.12;;2422153;0;2422153
07.820.907/0001-46;2023-12-31;4;133675;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;308448;Capital Integralizado;2018-04-24;184243906.12;;48443062;0;48443062
07.820.907/0001-46;2023-12-31;4;133675;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;308449;Capital Integralizado;2018-04-24;184243906.12;;48443062;0;48443062
07.820.907/0001-46;2023-12-31;4;133675;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;308450;Capital Integralizado;2017-04-25;188733669.23;;48443062;0;48443062
07.820.907/0001-46;2023-12-31;4;133675;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;308451;Capital Integralizado;2017-04-25;188733669.23;;48443062;0;48443062
07.820.907/0001-46;2023-12-31;4;133675;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;308452;Capital Integralizado;2016-04-25;235724759.81;;48443062;0;48443062
07.820.907/0001-46;2023-12-31;4;133675;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;308453;Capital Integralizado;2016-04-25;235724759.81;;48443062;0;48443062
07.820.907/0001-46;2023-12-31;4;133675;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;308454;Capital Autorizado;2007-03-13;0.00;;60000000;0;60000000
07.820.907/0001-46;2023-12-31;4;133675;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;308455;Capital Autorizado;2007-03-13;0.00;;60000000;0;60000000
07.823.262/0001-03;2023-12-31;2;134215;FOZ DO RIO CLARO ENERGIA S.A.;309631;Capital Emitido;2016-03-23;168270000.00;;67717178;40991800;108708978
07.823.262/0001-03;2023-12-31;2;134215;FOZ DO RIO CLARO ENERGIA S.A.;309632;Capital Subscrito;2016-03-23;168270000.00;;67717178;40991800;108708978
07.823.262/0001-03;2023-12-31;2;134215;FOZ DO RIO CLARO ENERGIA S.A.;309633;Capital Integralizado;2016-03-23;168270000.00;;67717178;40991800;108708978
07.823.262/0001-03;2023-12-31;2;134215;FOZ DO RIO CLARO ENERGIA S.A.;309634;Capital Autorizado;2016-03-23;0.00;;0;0;0
07.857.093/0001-14;2023-12-31;7;134376;AURA MINERALS INC.;309907;Capital Emitido;2021-02-01;3193102000.00;-;72154008;0;72154008
07.857.093/0001-14;2023-12-31;7;134376;AURA MINERALS INC.;309908;Capital Subscrito;2021-02-01;3193102000.00;-;72154008;0;72154008
07.857.093/0001-14;2023-12-31;7;134376;AURA MINERALS INC.;309909;Capital Integralizado;2021-02-01;3193102000.00;;72154008;0;72154008
07.857.093/0001-14;2023-12-31;7;134376;AURA MINERALS INC.;309910;Capital Autorizado;2021-02-01;0.00;;0;0;0
07.857.850/0001-50;2023-12-31;9;134240;GP INVESTMENTS, LTD.;309682;Capital Emitido;2024-02-22;1976252.27;;159958904;0;159958904
07.857.850/0001-50;2023-12-31;9;134240;GP INVESTMENTS, LTD.;309683;Capital Subscrito;2024-02-22;1976252.27;;159958904;0;159958904
07.857.850/0001-50;2023-12-31;9;134240;GP INVESTMENTS, LTD.;309684;Capital Integralizado;2024-02-22;1976252.27;;159958904;0;159958904
07.857.850/0001-50;2023-12-31;9;134240;GP INVESTMENTS, LTD.;309685;Capital Autorizado;2023-12-08;0.00;;294201729;0;294201729
07.859.510/0001-68;2023-12-31;3;131289;JHSF MALLS S.A.;303863;Capital Autorizado;2018-02-07;0.00;;250000000;0;250000000
07.859.971/0001-30;2023-12-31;18;137638;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;314528;Capital Emitido;2016-09-29;3067535193.28;;590714069;442782652;1033496721
07.859.971/0001-30;2023-12-31;18;137638;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;314529;Capital Subscrito;2016-09-29;3067535193.28;;590714069;442782652;1033496721
07.859.971/0001-30;2023-12-31;18;137638;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;314530;Capital Integralizado;2016-09-29;3067535193.28;;590714069;442782652;1033496721
07.859.971/0001-30;2023-12-31;18;137638;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;314531;Capital Autorizado;2012-05-11;5000000000.00;;0;0;0
07.882.930/0001-65;2023-12-31;9;137635;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;314517;Capital Emitido;2020-02-03;1014824026.00;Não aplicável;105774820;0;105774820
07.882.930/0001-65;2023-12-31;9;137635;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;314518;Capital Subscrito;2020-02-03;1014824026.00;Não aplicável;105774820;0;105774820
07.882.930/0001-65;2023-12-31;9;137635;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;314519;Capital Integralizado;2020-02-03;1014824026.00;Não aplicável;105774820;0;105774820
07.882.930/0001-65;2023-12-31;9;137635;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;314520;Capital Autorizado;2019-11-28;0.00;;200000000;0;200000000
07.976.147/0001-60;2023-12-31;3;131570;MOVIDA LOCAÇÃO DE VEÍCULOS S.A.;304715;Capital Emitido;2021-12-31;4187908.00;;4187908781;0;4187908781
07.976.147/0001-60;2023-12-31;3;131570;MOVIDA LOCAÇÃO DE VEÍCULOS S.A.;304716;Capital Subscrito;2021-12-31;4187908.00;;4187908781;0;4187908781
07.976.147/0001-60;2023-12-31;3;131570;MOVIDA LOCAÇÃO DE VEÍCULOS S.A.;304717;Capital Integralizado;2021-12-31;4187908.00;;4187908781;0;4187908781
08.065.557/0001-12;2023-12-31;13;137939;TECNISA S.A.;315230;Capital Emitido;2020-05-05;1868315630.00;;73619230;0;73619230
08.065.557/0001-12;2023-12-31;13;137939;TECNISA S.A.;315231;Capital Subscrito;2020-05-05;1868315630.00;;73619230;0;73619230
08.065.557/0001-12;2023-12-31;13;137939;TECNISA S.A.;315232;Capital Integralizado;2020-05-05;1868315630.00;;73619230;0;73619230
08.065.557/0001-12;2023-12-31;13;137939;TECNISA S.A.;315233;Capital Autorizado;2020-05-05;0.00;;80000000;0;80000000
08.070.508/0001-78;2023-03-31;8;128940;RAIZEN ENERGIA S.A.;299266;Capital Autorizado;2021-12-31;0.00;;0;0;0
