CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Orgao_Administracao;Quantidade_Total_Membros;Quantidade_Membros_Remunerados;Bonus_Valor_Minimo;Bonus_Valor_Maximo;Bonus_Valor_Metas_Atingidas;Bonus_Valor_Efetivo;Participacao_Valor_Minimo;Participacao_Valor_Maximo;Participacao_Valor_Metas_Atingidas;Participacao_Valor_Efetivo
08.467.115/0001-00;2023-12-31;10;137686;CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D;2021-01-01;2021-12-31;Conselho Fiscal;2.00;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.467.115/0001-00;2023-12-31;10;137686;CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D;2020-01-01;2020-12-31;Conselho de Administração;7.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.467.115/0001-00;2023-12-31;10;137686;CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D;2020-01-01;2020-12-31;Diretoria Estatutária;5.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.467.115/0001-00;2023-12-31;10;137686;CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D;2020-01-01;2020-12-31;Conselho Fiscal;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.534.605/0001-74;2023-12-31;10;136613;RENOVA ENERGIA S.A. - EM RECUPERAÇÃO JUDICIAL;2020-01-01;2020-12-31;Conselho de Administração;8.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.534.605/0001-74;2023-12-31;10;136613;RENOVA ENERGIA S.A. - EM RECUPERAÇÃO JUDICIAL;2020-01-01;2020-12-31;Diretoria Estatutária;2.00;2.00;0.00;356422.00;274444.94;0.00;0.00;3238532.00;1619266.00;521422.00
08.534.605/0001-74;2023-12-31;10;136613;RENOVA ENERGIA S.A. - EM RECUPERAÇÃO JUDICIAL;2020-01-01;2020-12-31;Conselho Fiscal;4.42;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.534.605/0001-74;2023-12-31;10;136613;RENOVA ENERGIA S.A. - EM RECUPERAÇÃO JUDICIAL;2021-01-01;2021-12-31;Conselho de Administração;7.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.534.605/0001-74;2023-12-31;10;136613;RENOVA ENERGIA S.A. - EM RECUPERAÇÃO JUDICIAL;2021-01-01;2021-12-31;Diretoria Estatutária;2.00;2.00;0.00;377807.32;290911.64;0.00;0.00;1437468.03;1105744.64;0.00
08.534.605/0001-74;2023-12-31;10;136613;RENOVA ENERGIA S.A. - EM RECUPERAÇÃO JUDICIAL;2021-01-01;2021-12-31;Conselho Fiscal;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.534.605/0001-74;2023-12-31;10;136613;RENOVA ENERGIA S.A. - EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;Conselho de Administração;5.83;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.534.605/0001-74;2023-12-31;10;136613;RENOVA ENERGIA S.A. - EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;Diretoria Estatutária;2.42;2.42;0.00;423144.20;325821.03;0.00;0.00;2581780.90;2151484.08;2338448.05
08.534.605/0001-74;2023-12-31;10;136613;RENOVA ENERGIA S.A. - EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;Conselho Fiscal;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.534.605/0001-74;2023-12-31;10;136613;RENOVA ENERGIA S.A. - EM RECUPERAÇÃO JUDICIAL;2023-01-01;2023-12-31;Conselho de Administração;6.75;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.534.605/0001-74;2023-12-31;10;136613;RENOVA ENERGIA S.A. - EM RECUPERAÇÃO JUDICIAL;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;0.00;0.00;0.00;0.00;0.00;2808576.00;2340480.00;0.00
08.534.605/0001-74;2023-12-31;10;136613;RENOVA ENERGIA S.A. - EM RECUPERAÇÃO JUDICIAL;2023-01-01;2023-12-31;Conselho Fiscal;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.560.444/0001-93;2023-12-31;6;135934;CIA CELG DE PARTICIPACOES - CELGPAR;2022-01-01;2022-12-31;Conselho de Administração;9.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.560.444/0001-93;2023-12-31;6;135934;CIA CELG DE PARTICIPACOES - CELGPAR;2022-01-01;2022-12-31;Conselho Fiscal;7.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.560.444/0001-93;2023-12-31;6;135934;CIA CELG DE PARTICIPACOES - CELGPAR;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.574.411/0001-00;2023-12-31;5;137653;PRÁTICA PRODUTOS S.A.;2020-01-01;2020-12-31;Conselho de Administração;6.00;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.574.411/0001-00;2023-12-31;5;137653;PRÁTICA PRODUTOS S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;9.00;9.00;0.00;2215200.00;1107600.00;1302523.50;0.00;0.00;0.00;0.00
08.574.411/0001-00;2023-12-31;5;137653;PRÁTICA PRODUTOS S.A.;2021-01-01;2021-12-31;Conselho de Administração;6.00;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.574.411/0001-00;2023-12-31;5;137653;PRÁTICA PRODUTOS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;9.00;9.00;0.00;2055433.24;1027716.62;2055433.24;0.00;0.00;0.00;0.00
08.574.411/0001-00;2023-12-31;5;137653;PRÁTICA PRODUTOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.00;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.574.411/0001-00;2023-12-31;5;137653;PRÁTICA PRODUTOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;9.00;9.00;0.00;2610703.41;1811011.41;2477878.33;0.00;0.00;0.00;0.00
08.574.411/0001-00;2023-12-31;5;137653;PRÁTICA PRODUTOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;6.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.574.411/0001-00;2023-12-31;5;137653;PRÁTICA PRODUTOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;9.00;9.00;0.00;3775975.99;2239802.71;0.00;0.00;0.00;0.00;0.00
08.613.550/0001-98;2023-12-31;9;135995;NEXPE PARTICIPAÇÕES S.A;2023-01-01;2023-12-31;Diretoria Estatutária;2.00;2.00;622179.00;6000000.00;0.00;0.00;0.00;0.00;0.00;0.00
08.613.550/0001-98;2023-12-31;9;135995;NEXPE PARTICIPAÇÕES S.A;2023-01-01;2023-12-31;Conselho de Administração;5.00;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.613.550/0001-98;2023-12-31;9;135995;NEXPE PARTICIPAÇÕES S.A;2023-01-01;2023-12-31;Conselho Fiscal;3.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.613.550/0001-98;2023-12-31;9;135995;NEXPE PARTICIPAÇÕES S.A;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;2.00;979935.00;2177633.34;0.00;1260000.00;0.00;0.00;0.00;0.00
08.613.550/0001-98;2023-12-31;9;135995;NEXPE PARTICIPAÇÕES S.A;2022-01-01;2022-12-31;Conselho de Administração;5.00;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.613.550/0001-98;2023-12-31;9;135995;NEXPE PARTICIPAÇÕES S.A;2022-01-01;2022-12-31;Conselho Fiscal;3.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.613.550/0001-98;2023-12-31;9;135995;NEXPE PARTICIPAÇÕES S.A;2021-01-01;2021-12-31;Conselho de Administração;5.00;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.613.550/0001-98;2023-12-31;9;135995;NEXPE PARTICIPAÇÕES S.A;2021-01-01;2021-12-31;Diretoria Estatutária;2.00;2.00;180000.00;2100000.00;0.00;1680000.00;0.00;0.00;0.00;0.00
08.613.550/0001-98;2023-12-31;9;135995;NEXPE PARTICIPAÇÕES S.A;2020-01-01;2020-12-31;Conselho de Administração;5.00;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.613.550/0001-98;2023-12-31;9;135995;NEXPE PARTICIPAÇÕES S.A;2020-01-01;2020-12-31;Diretoria Estatutária;2.00;2.00;0.00;2636000.00;0.00;540000.00;0.00;0.00;0.00;0.00
08.764.621/0001-53;2023-12-31;3;130729;GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.;2023-01-01;2023-12-31;Conselho de Administração;8.00;8.00;0.00;360000.00;0.00;0.00;0.00;0.00;0.00;0.00
08.764.621/0001-53;2023-12-31;3;130729;GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.764.621/0001-53;2023-12-31;3;130729;GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;4.00;0.00;4582000.00;0.00;0.00;0.00;0.00;0.00;0.00
08.764.621/0001-53;2023-12-31;3;130729;GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.;2020-01-01;2020-12-31;Conselho de Administração;8.00;8.00;0.00;360000.00;0.00;0.00;0.00;0.00;0.00;0.00
08.764.621/0001-53;2023-12-31;3;130729;GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.;2020-01-01;2020-12-31;Conselho Fiscal;3.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.764.621/0001-53;2023-12-31;3;130729;GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;4.00;4.00;0.00;4632000.00;0.00;0.00;0.00;0.00;0.00;0.00
08.764.621/0001-53;2023-12-31;3;130729;GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.;2021-01-01;2021-12-31;Conselho de Administração;8.00;8.00;0.00;360000.00;0.00;0.00;0.00;0.00;0.00;0.00
08.764.621/0001-53;2023-12-31;3;130729;GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.00;4.00;0.00;4632000.00;0.00;0.00;0.00;0.00;0.00;0.00
08.764.621/0001-53;2023-12-31;3;130729;GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.;2021-01-01;2021-12-31;Conselho Fiscal;3.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.764.621/0001-53;2023-12-31;3;130729;GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.;2022-01-01;2022-12-31;Conselho de Administração;8.00;8.00;0.00;360000.00;0.00;0.00;0.00;0.00;0.00;0.00
08.764.621/0001-53;2023-12-31;3;130729;GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.;2022-01-01;2022-12-31;Conselho Fiscal;1.25;1.25;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.764.621/0001-53;2023-12-31;3;130729;GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;4.00;0.00;4582000.00;0.00;0.00;0.00;0.00;0.00;0.00
08.773.135/0001-00;2023-12-31;12;136052;2W ECOBANK S.A.;2022-01-01;2022-12-31;Conselho de Administração;8.00;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.773.135/0001-00;2023-12-31;12;136052;2W ECOBANK S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;9.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.773.135/0001-00;2023-12-31;12;136052;2W ECOBANK S.A.;2022-01-01;2022-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.773.135/0001-00;2023-12-31;12;136052;2W ECOBANK S.A.;2023-01-01;2023-12-31;Conselho de Administração;9.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.773.135/0001-00;2023-12-31;12;136052;2W ECOBANK S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;13.00;11.00;0.00;10000000.00;7000000.00;0.00;0.00;0.00;0.00;0.00
08.773.135/0001-00;2023-12-31;12;136052;2W ECOBANK S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.773.135/0001-00;2023-12-31;12;136052;2W ECOBANK S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;9.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.773.135/0001-00;2023-12-31;12;136052;2W ECOBANK S.A.;2021-01-01;2021-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.773.135/0001-00;2023-12-31;12;136052;2W ECOBANK S.A.;2020-01-01;2020-12-31;Conselho de Administração;7.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.773.135/0001-00;2023-12-31;12;136052;2W ECOBANK S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.773.135/0001-00;2023-12-31;12;136052;2W ECOBANK S.A.;2020-01-01;2020-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.795.211/0001-70;2023-12-31;6;136568;MAESTRO LOCADORA DE VEICULOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.795.211/0001-70;2023-12-31;6;136568;MAESTRO LOCADORA DE VEICULOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;0.00;1543000.00;1543000.00;0.00;0.00;0.00;0.00;0.00
08.795.211/0001-70;2023-12-31;6;136568;MAESTRO LOCADORA DE VEICULOS S.A.;2023-01-01;2023-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.795.211/0001-70;2023-12-31;6;136568;MAESTRO LOCADORA DE VEICULOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.795.211/0001-70;2023-12-31;6;136568;MAESTRO LOCADORA DE VEICULOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;0.00;1345600.00;0.00;890958.00;0.00;0.00;0.00;0.00
08.795.211/0001-70;2023-12-31;6;136568;MAESTRO LOCADORA DE VEICULOS S.A.;2022-01-01;2022-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.795.211/0001-70;2023-12-31;6;136568;MAESTRO LOCADORA DE VEICULOS S.A.;2021-01-01;2021-12-31;Conselho de Administração;5.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.795.211/0001-70;2023-12-31;6;136568;MAESTRO LOCADORA DE VEICULOS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.00;3.00;0.00;1090134.00;0.00;1090134.00;0.00;0.00;0.00;0.00
08.795.211/0001-70;2023-12-31;6;136568;MAESTRO LOCADORA DE VEICULOS S.A.;2021-01-01;2021-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.795.211/0001-70;2023-12-31;6;136568;MAESTRO LOCADORA DE VEICULOS S.A.;2020-01-01;2020-12-31;Conselho de Administração;5.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.795.211/0001-70;2023-12-31;6;136568;MAESTRO LOCADORA DE VEICULOS S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;3.00;3.00;0.00;891200.00;0.00;349350.00;0.00;0.00;0.00;0.00
08.795.211/0001-70;2023-12-31;6;136568;MAESTRO LOCADORA DE VEICULOS S.A.;2020-01-01;2020-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.797.760/0001-83;2023-12-31;10;137337;CURY CONSTRUTORA E INCORPORADORA S.A.;2023-01-01;2023-12-31;Conselho de Administração;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.797.760/0001-83;2023-12-31;10;137337;CURY CONSTRUTORA E INCORPORADORA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;6.00;6.00;0.00;30000000.00;30000000.00;0.00;0.00;0.00;0.00;0.00
08.797.760/0001-83;2023-12-31;10;137337;CURY CONSTRUTORA E INCORPORADORA S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.797.760/0001-83;2023-12-31;10;137337;CURY CONSTRUTORA E INCORPORADORA S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.797.760/0001-83;2023-12-31;10;137337;CURY CONSTRUTORA E INCORPORADORA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.00;6.00;0.00;24105000.00;24105000.00;23524546.00;0.00;0.00;0.00;0.00
08.797.760/0001-83;2023-12-31;10;137337;CURY CONSTRUTORA E INCORPORADORA S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.797.760/0001-83;2023-12-31;10;137337;CURY CONSTRUTORA E INCORPORADORA S.A.;2021-01-01;2021-12-31;Conselho de Administração;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.797.760/0001-83;2023-12-31;10;137337;CURY CONSTRUTORA E INCORPORADORA S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;5.00;5.00;0.00;0.00;12738000.00;12738000.00;0.00;0.00;0.00;0.00
08.797.760/0001-83;2023-12-31;10;137337;CURY CONSTRUTORA E INCORPORADORA S.A.;2021-01-01;2021-12-31;Conselho Fiscal;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.797.760/0001-83;2023-12-31;10;137337;CURY CONSTRUTORA E INCORPORADORA S.A.;2020-01-01;2020-12-31;Conselho de Administração;4.83;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.797.760/0001-83;2023-12-31;10;137337;CURY CONSTRUTORA E INCORPORADORA S.A.;2020-01-01;2020-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.797.760/0001-83;2023-12-31;10;137337;CURY CONSTRUTORA E INCORPORADORA S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;5.08;5.08;0.00;14100000.00;14100000.00;14100000.00;0.00;0.00;0.00;0.00
08.801.621/0001-86;2023-12-31;9;135971;SYN PROP & TECH S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.801.621/0001-86;2023-12-31;9;135971;SYN PROP & TECH S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;4.00;0.00;4238400.00;4238400.00;4238400.00;0.00;0.00;0.00;0.00
08.801.621/0001-86;2023-12-31;9;135971;SYN PROP & TECH S.A.;2022-01-01;2022-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.801.621/0001-86;2023-12-31;9;135971;SYN PROP & TECH S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.801.621/0001-86;2023-12-31;9;135971;SYN PROP & TECH S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;4.00;0.00;10357591.24;5238000.00;0.00;0.00;0.00;0.00;0.00
08.801.621/0001-86;2023-12-31;9;135971;SYN PROP & TECH S.A.;2023-01-01;2023-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.801.621/0001-86;2023-12-31;9;135971;SYN PROP & TECH S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.801.621/0001-86;2023-12-31;9;135971;SYN PROP & TECH S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.00;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.801.621/0001-86;2023-12-31;9;135971;SYN PROP & TECH S.A.;2021-01-01;2021-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.801.621/0001-86;2023-12-31;9;135971;SYN PROP & TECH S.A.;2020-01-01;2020-12-31;Conselho de Administração;7.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.801.621/0001-86;2023-12-31;9;135971;SYN PROP & TECH S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;4.00;4.00;0.00;0.00;3202864.92;3202864.92;0.00;0.00;0.00;0.00
08.801.621/0001-86;2023-12-31;9;135971;SYN PROP & TECH S.A.;2020-01-01;2020-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.807.432/0001-10;2023-12-31;18;137953;YDUQS PARTICIPACOES S.A.;2023-01-01;2023-12-31;Conselho de Administração;8.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.807.432/0001-10;2023-12-31;18;137953;YDUQS PARTICIPACOES S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;4.00;0.00;0.00;0.00;0.00;2502500.00;12705000.00;7700000.00;0.00
08.807.432/0001-10;2023-12-31;18;137953;YDUQS PARTICIPACOES S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.807.432/0001-10;2023-12-31;18;137953;YDUQS PARTICIPACOES S.A.;2022-01-01;2022-12-31;Conselho de Administração;8.67;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.807.432/0001-10;2023-12-31;18;137953;YDUQS PARTICIPACOES S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;4.00;0.00;0.00;0.00;0.00;2256800.00;11164184.00;6944000.00;4654830.40
08.807.432/0001-10;2023-12-31;18;137953;YDUQS PARTICIPACOES S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.807.432/0001-10;2023-12-31;18;137953;YDUQS PARTICIPACOES S.A.;2021-01-01;2021-12-31;Conselho de Administração;8.33;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.807.432/0001-10;2023-12-31;18;137953;YDUQS PARTICIPACOES S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.00;4.00;0.00;0.00;0.00;0.00;2024750.00;11681250.00;6230000.00;8672140.00
08.807.432/0001-10;2023-12-31;18;137953;YDUQS PARTICIPACOES S.A.;2021-01-01;2021-12-31;Conselho Fiscal;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.807.432/0001-10;2023-12-31;18;137953;YDUQS PARTICIPACOES S.A.;2020-01-01;2020-12-31;Conselho de Administração;9.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.807.432/0001-10;2023-12-31;18;137953;YDUQS PARTICIPACOES S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;4.00;4.00;0.00;0.00;0.00;0.00;1810250.00;10443750.00;5570000.00;3089117.86
08.807.432/0001-10;2023-12-31;18;137953;YDUQS PARTICIPACOES S.A.;2020-01-01;2020-12-31;Conselho Fiscal;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.810.422/0001-34;2023-12-31;1;128027;GUARARAPES PAINÉIS S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.810.422/0001-34;2023-12-31;1;128027;GUARARAPES PAINÉIS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.00;5.00;1579526.01;3159052.02;3159052.02;0.00;0.00;0.00;3159052.02;0.00
08.810.422/0001-34;2023-12-31;1;128027;GUARARAPES PAINÉIS S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.810.422/0001-34;2023-12-31;1;128027;GUARARAPES PAINÉIS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.50;4.50;1111716.64;2223433.29;0.00;1708478.87;0.00;0.00;0.00;0.00
08.810.422/0001-34;2023-12-31;1;128027;GUARARAPES PAINÉIS S.A.;2021-01-01;2021-12-31;Conselho de Administração;5.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.810.422/0001-34;2023-12-31;1;128027;GUARARAPES PAINÉIS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;5.00;5.00;1056530.87;2113061.74;2113061.74;0.00;0.00;0.00;2113061.74;0.00
08.810.422/0001-34;2023-12-31;1;128027;GUARARAPES PAINÉIS S.A.;2021-01-01;2021-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.810.422/0001-34;2023-12-31;1;128027;GUARARAPES PAINÉIS S.A.;2020-01-01;2020-12-31;Conselho de Administração;5.00;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.810.422/0001-34;2023-12-31;1;128027;GUARARAPES PAINÉIS S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;3.00;3.00;591824.79;1183649.57;1183649.57;1183649.57;0.00;0.00;0.00;0.00
08.810.422/0001-34;2023-12-31;1;128027;GUARARAPES PAINÉIS S.A.;2020-01-01;2020-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.811.643/0001-27;2023-12-31;6;137607;TRISUL S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.00;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.811.643/0001-27;2023-12-31;6;137607;TRISUL S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.902.291/0001-15;2023-12-31;4;135595;CSN MINERAÇÃO S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;7.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
08.902.291/0001-15;2023-12-31;4;135595;CSN MINERAÇÃO S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.00;5.00;0.00;8706207.00;11797650.00;0.00;0.00;0.00;0.00;0.00
08.902.291/0001-15;2023-12-31;4;135595;CSN MINERAÇÃO S.A.;2022-01-01;2022-12-31;Conselho de Administração;3.83;3.83;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
