CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Valor_Mobiliario;Identificacao_Valor_Mobiliario;Data_Emissao;Data_Vencimento;Quantidade;Valor_Nominal;Saldo_Devedor;Restricao_Circulacao;Descricao_Restricao_Circulacao;Conversibilidade;Condicao_Conversibilidade;Possibilidade_Resgate;Hipotese_Calculo_Resgate;Caracteristicas_Divida;Condicao_Alteracao_Direitos;Outras_Caracteristicas
42.150.391/0001-70;2023-12-31;11;137858;BRASKEM S.A.;Debêntures;Bond 2050 USN15516AE23 Títulos regidos pelas leis do estado de Nova lorque - EUA;2019-11-01;2050-01-31;0;3913275000.00;4009068710.94;;;;;S;: Resgate Antecipado Facultativo: Resgate antecipado facultativo parcial ou integral, pela Braskem Netherlands Finance B.V. ou Companhia por meio do pagamento do maior entre (i) 100% do principal e (ii) a soma do valor presente dos pagamentos remanescentes. O cálculo de valor presente utilizará uma taxa d desconto equivalente a Treasury rate mais 0.5%.Resgate Antecipado facultativo decorrente de obrigações tributárias: Mediante resgate da totalidade dos Bonds por meio de pagamento de 100% do principal acrescidos dos juros acumulados líquidos de quaisquer retenções ou deduções aplicáveis caso (1) a Braskem Netherlands Finance B.V., Companhia ou qualquer sucessor seja obrigado a pagar a título de retenções e deduções mais de (i) 15% em geral no caso de impostos aplicados pelo Brasil, ou (ii) 25% no caso de impostos cobrados pelo Brasil em montantes pagos a residentes de países que não aplicam qualquer tipo de imposto de renda ou que aplicam em alíquota abaixo de 20% ou onde as leis de tal pais ou loc aplicam restrições a divulgação de (A) composição societária (B titularidade do investimento ou (C) a titularidade do beneficiário da renda paga a não residentes, em razão da Lei No. 9.779 de 19 de janeiro de 1999 ou (2) em relação a deduções e retenções para impostos das llhas Cayman, em qualquer caso, em razão de alterações legislativas e (ii) se tais obrigações não possam ser evitadas por ações razoavelmente disponíveis à Braskem Netherlands Finance ou à Companhia.Resgate Antecipado facultativo decorrente de alteração de controle: Obrigação de oferta de recompra da totalidade das notes em caso de uma alteração de controle, mediante pagamento de 101% do principal, acrescidos dos juros acumulados líquidos de quaisquer retenções ou deduções, desde que tal alteração de controle resulte na redução do rating das notes, observadas as exceções e procedimentos previstos na escritura de emissão.;As condições de vencimento antecipado ocorrem com a constatação de algum evento de default, situação em que o Trustee ou detentores de não menos que 25% do montante do principal dos títulos poderão declarar que o principal, prêmio e juros ainda não pagos estão vencidos e devem ser pagos imediatamente. Os eventos de defaul são: (i) inadimplemento pecuniário do título em questão, relacionado pagamento de juros, não sanado em 30 dias e, também, relacionado a pagamento de principal, a partir da data de vencimento (ii inadimplemento de covenants ou demais obrigações não pecuniárias previstas nos títulos ou escritura de emissão, não sanados dentro do período de cura de 90 dias contados da data de notificação do inadimplemento (iii) inadimplemento, por parte da Braskem ou qualquer subsidiária relevante, de qualquer dívida em valor igual ou superior a US$ 100.000.000,00 (iv) descumprimento de decisão judicial final ou de ordem judicial de pagamento de valor igual ou superior a US$ 100.000.000,00, não suspensa ou cancelada (v) a Braskem ou qualquer subsidiária relevante inicie processo de falência observadas as exceções previstas na escritura de emissão.Juros: 5,875% a.a.Garantia e, se real, descrição do bem objeto: Garantia corporativa da Companhia.Na ausência de garantia, se o crédito équirografário ou subordinado: Quirografário.Eventuais restrições impostas ao emissorDistribuição de dividendos: Não há restriçõesAlienação de determinados ativos: A Braskem S.A. não deverá se consolidar ou se fundir com, ou transmitir, transferir ou locar todos ou parte substancial de seus ativo a qualquer Pessoa, a menos que, resumidamente: (i) a entidade resultante e/ou que receber os ativos relevantes seja uma Pessoa organizada e existente sob as leis do Brasil, Estados Unidos da América, qualquer de seus estados ou o distrito de Columbia qualquer país membro da União Europeia ou OCDE, ou qualquer país cuja dívida de longo prazo em moeda estrangeira seja considerada como "lnvestment Grade" pela S&P ou Moody's e a entidade resultante e/ou que receber os ativos relevantes assuma expressamente (na forma de lndenture suplementar à lndenture do título em questão a ser entregue ao Trustee) todas as Obrigações previstas na respectiva lndenture e as garantias aplicáveis (ii) a entidade resultante eƒou que receber os ativos relevantes, se não fo organizada e existente de acordo com as leis do Brasil, assuma po meio de supplemental indenture a obrigação de pagar os montantes adicionais necessários para garantir que os montantes líquidos de principal, juros e prêmio não sejam menores em relação àqueles em vigor (iii) imediatamente após a transação, nenhum Default ou Evento de Default ocorra e (iv) a Braskem entregue ao custodiante um officer´s certificate e uma opinião legal, confirmando que tal operação está de acordo com a escritura de emissão dos bonds.Contratação de novas dívidas: A Braskem Netherlands Finance B.V. não poderá incorrer em qualquer Dívida, a menos que: (i) tenham as mesmas condições qu o título em questão (ii) sejam subordinadas a este títuloEmissão de novos valores mobiliários: Não há restriçõesRealização de operações societárias envolvendo o emissor, seus controladores ou controladoras: descrito no campo "Outras características aplicáveis".;Não aplicável;Para os valores em reais, é utilizado o valor da taxa de câmbio do encerramento de 2022 de 5,2177 Reais por Dólar. O valor total de emissão foi de US$ 750.000.000,00. Saldo devedor em 31/12/2022 (dólar): US$ 768.359.375,00.Realização de operações societárias: A Braskem S.A. não deverá se consolidar ou se fundir com, ou transmitir, transferir ou locar todos ou parte substancial de seus ativo a qualquer Pessoa, a menos que, resumidamente: (i) a entidade resultante eƒou que receber os ativos relevantes seja uma Pessoa organizada e existente sob as leis do Brasil, Estados Unidos da América, qualquer de seus estados ou o distrito de Columbia qualquer país membro da União Europeia ou OCDE, ou qualquer país cuja dívida de longo prazo em moeda estrangeira seja considerada como "lnvestment Grade" pela S&P ou Moody's e a entidade resultante e/ou que receber os ativos relevantes assuma expressamente (na forma de lndenture suplementar à lndenture do título em questão a ser entregue ao Trustee) todas as Obrigações previstas na respectiva lndenture e as garantias aplicáveis (ii) a entidade resultante e/ou que receber os ativos relevantes, se não fo organizada e existente de acordo com as leis do Brasil, assuma po meio de supplemental indenture a obrigação de pagar os montantes adicionais necessários para garantir que os montantes líquidos de principal, juros e prêmio não sejam menores em relação àqueles em vigor (iii) imediatamente após a transação, nenhum Default ou Evento de Default ocorra e (iv) a Braskem entregue ao custodiante um officer´s certificate e uma opinião legal, confirmando que tal operação está de acordo com a escritura de emissão dos bonds.
42.150.391/0001-70;2023-12-31;11;137858;BRASKEM S.A.;Debêntures;Bond 2081 USN15516AF97  Títulos regidos pelas leis do estado de Nova lorque - EUA;2020-07-23;2081-01-23;0;3130620000.00;3296026916.45;;;;;S;Resgate Antecipado Facultativo: Resgate antecipado facultativo parcial ou integral, pela Braskem Netherlands Finance B.V. ou Companhia por meio do pagamento do maior entre (i) 100% do principal e (ii) a soma do valor presente dos pagamentos remanescentes. O cálculo de valor presente utilizará uma taxa d desconto equivalente a Treasury rate mais 0.5%.Resgate Antecipado facultativo decorrente de obrigações tributárias: Resgate Antecipado Facultativo: Resgate antecipado facultativo parcial ou integral, pela Braskem Netherlands Finance B.V. ou Companhia por meio do pagamento de 100% do principal dos títulos remanescentes em (i) qualquer dia a partir de e incluindo 24.10.2025 até 23.01.2026 e (ii) 90 dias corridos antes de cada Reset Date que ocorre a cada cinco anos a partir de 23.01.2026 até a vigência do título e conforme previsto na escritura de emissão.Resgate Antecipado facultativo decorrente de alteração d metodologia de rating: Resgate antecipado facultativo, integral e qualquer tempo, pela Braskem Netherlands Finance B.V. o Companhia por meio do pagamento de 101% do principal, se resgate antecipado ocorrer até 24.10.2025 ou 100% do principal se resgate antecipado ocorrer depois de 24.10.2025, em ambos os casos acrescidos dos juros acumulados líquidos de quaisquer retenções as deduções.ResgateAntecipadoFacultativodecorrentedeEvento Substancial de Recompra (acima de 75% do valor do principal) Resgate antecipado facultativo, integral e a qualquer tempo, pela Braskem Netherlands Finance B.V. ou Companhia por meio do pagamento de 100% do principal dos títulos remanescentes acrescidos dos juros acumulados líquidos de quaisquer retenções ou deduções.Resgate Antecipado Facultativo decorrente de Alteração de Controle: Resgate antecipado facultativo, integral e a qualquer tempo, pela Braskem Netherlands Finance B.V. ou Companhia po meio do pagamento de 100% do principal dos títulos remanescentes acrescidos dos juros acumulados líquidos de quaisquer retenções ou deduções. Caso a Braskem Netherlands Finance BV ou a Companhia não optem pelo resgate antecipado, a taxa de juros da dívida deverá sofrer acréscimo de 5,000% a.a.Resgate Antecipado facultativo decorrente de alteração das obrigaçõestributárias: As notas poderão ser resgatadas parcialmente, integral ou parcialmente, a qualquer tempo, pela Braskem Netherlands Finance B.V. ou Companhia, mediante determinados eventos de alteração tributária, por meio do pagamento de 100% do principal dos títulos remanescentes, no caso de um Withholding Tax Event, ou por meio do pagamento de 101% do principal dos títulos remanescentes, no caso de Tax Deductibility Event, em ambos os casos acrescidos dos juros acumulados líquidos de quaisquer retenções ou deduções.;As condições de vencimento antecipado ocorrem com a constatação de algum evento de default, situação em que o Trustee ou detentores de não menos que 25% do montante do principal dos títulos poderá declarar que o principal, prêmio e juros ainda não pagos estão vencidos e devem ser pagos imediatamente. Os eventos de defaul são: (i) inadimplemento pecuniário do título em questão, relacionado a pagamento de juros, não sanado em 30 dias e, também, relacionado a pagamento de principal, não sanado em 3 dias úteis(ii) a Braskem ou qualquer subsidiária relevante inicie processo de falência, observadas as exceções previstas na escritura de emissãoJuros: 8,500% a.a. até 23.01.2026 (exclusive).A partir de 23.01.2026 (inclusive), a taxa de juros fica sujeita a acréscimos conforme condições previstas na escritura de emissão. Além disso, a taxa de juros também poderá sofrer acréscimo mediante condições específicas previstas na escritura de emissão (conforme detalhado acima).Garantia e, se real, descrição do bem objeto: Garantia corporativa da Companhia.Na ausência de garantia, se o crédito équirografário ou subordinado: Quirografário.Eventuais restrições impostas ao emissorDistribuição de dividendos: Caso a Companhia realize distribuição de dividendos acima do mínimo legal, os juros eventualmente diferidos no âmbito dos Bonds ser tornarão devidos e exigíveis, conforme termos e condições estabelecidos na escritura de emissão.Alienação de determinados ativos: Não há restriçõesContratação de novas dívidas: Não há restriçõesEmissão de novos valores mobiliários: Não há restriçõesRealização de operações societárias envolvendo o emissor, seus controladores ou controladoras: descrito no campo "Outras características aplicáveis".;Não aplicável;Para os valores em reais, é utilizado o valor da taxa de câmbio do encerramento de 2022 de 5,2177 Reais por Dólar. O valor total de emissão foi de US$ 600.000.000,00. Saldo devedor em 31/12/2022 (dólar): US$ 631.701.116,67.Realização de operações societárias: A Braskem S.A. não deverá se consolidar ou se fundir com, ou transmitir, transferir ou locar todos ou parte substancial de seus ativo a qualquer Pessoa, a menos que, resumidamente: (i) a entidade resultante e/ou que receber os ativos relevantes seja uma Pessoa organizada e existente sob as leis do Brasil, Estados Unidos da América, qualquer de seus estados ou o distrito de Columbia qualquer país membro da União Europeia ou OCDE, ou qualquer país cuja dívida de longo prazo em moeda estrangeira seja considerada como "lnvestment Grade" pela S&P ou Moody's e a entidade resultante e/ou que receber os ativos relevantes assuma expressamente (na forma de lndenture suplementar à lndenture do título em questão a ser entregue ao Trustee) todas as Obrigações previstas na respectiva lndenture e as garantias aplicáveis (ii) a entidade resultante e/ou que receber os ativos relevantes, se não for organizada e existente de acordo com as leis do Brasil, assuma por meio de supplemental indenture a obrigação de pagar os montantes adicionais necessários para garantir que os montantes líquidos de principal, juros e prêmio não sejam menores em relação àqueles em vigor (iii) imediatamente após a transação, nenhum Default ou Evento de Default ocorra e (iv) a Braskem entregue ao custodiante um officer´s certificate e uma opinião legal, confirmando que ta operação está de acordo com a escritura de emissão dos bonds.
50.746.577/0001-15;2023-12-31;13;136131;COSAN S.A.;Debêntures;BOND CSANBZ 5.5 09/20/29 REGS - ISIN: USG25343AB36;2019-07-31;2029-09-20;750000;4913275000.00;3973061145.82;;;;;S;Pode ser solicitado o resgate antecipado desde que com 30 dias de antecedência ao trustee, considerando os custos abaixo de acordo com cada um dos prazos:De 20/09/2024 até 19/09/2025 - 102,750De 20/09/2025 até 19/09/2026 - 101,833De 20/09/2026 até 19/09/2027 - 100,917A partir de 20/09/2027 - 100,000.;- O bond foi emitido pela Cosan Limited, e após a reorganização societária o bond foi assumido pela Cosan S.A. em março/21, esta que incorporou a Cosan Limited e a Cosan Logística- Em maio/22 foi efetuado um consent request, que incluiu uma cláusula de "substitution of the issuer" na indenture- Em julho/22 o emissor do Bond passou a ser a Cosan Luxembourg em substituição à Cosan S.A.- Juros semestrais de 5,50% a.a.- O valor total da emissão foi de USD 750MM.;Para qualquer alteração de direitos é necessário o aceite de 50% + 1 dos bondholders.;Agente fiduciário: U.S. Bank National Association atua como trustee, paying agent e transfer agent dos títulos no âmbito da indenture desta emissãoPara o valor nominal global em reais, utilizamos a taxa de encerramento do câmbio no exercício de 2022.
50.746.577/0001-15;2023-12-31;13;136131;COSAN S.A.;Debêntures;BOND CSANBZ 8.25 PERP - ISIN: XS0556373347;2010-11-05;2100-12-31;500000;2608850000.00;2641732380.19;;;;;S;Pode ser solicitado o resgate antecipado desde que com 30 dias de antecedência ao trustee, considerando os custos abaixo de acordo com cada um dos prazos:A partir de 11/05/2015 - 100,000.;- O Bond foi emitido pela Cosan Overseas Limited, subsidiária integral da Companhia- Juros trimestrais de 8,25% a.a.- O valor total da emissão foi de USD 300MM, em julho/2011 foi realizado um retap no valor de USD 200MM- Para o vencimento, essa informação deve ser considerada como "não aplicável", pois esse é um Bond Perpétuo.;Para qualquer alteração de direitos é necessário o aceite de 50% + 1 dos bondholders.;Agente Fiduciário: The Bank of New York Mellon atua como trustee, paying agent e transfer agent dos títulos no âmbito da indenture desta emissãoPara o valor nominal global em reais, utilizamos a taxa de encerramento do câmbio no exercício de 2022.
50.746.577/0001-15;2023-12-31;13;136131;COSAN S.A.;Debêntures;BOND CSANBZ 7 01/20/27 REGS - ISIN: USL20041AD89;2016-06-20;2027-01-20;650000;3391505000.00;3497018488.93;;;;;S;Pode ser solicitado o resgate antecipado desde que com 30 dias de antecedência ao trustee, podendo ser o resgate antecipado total ou parcial, considerando os custos abaixo de acordo com cada um dos prazos:De 20/01/2022 até 19/01/2023 - 103,500De 20/01/2023 até 19/01/2024 - 102,333De 20/01/2024 até 19/01/2025 - 101,167A partir de 20/01/2025 - 100,000.;- O bond foi emitido pela Cosan Luxembourg, subsidiária integral da Companhia- Juros semestrais de 7,00% a.a.- O valor total da emissão foi de USD 650MM- O valor inicial da emissão foi de USD 500MM, sendo que em janeiro/17 foi realizado um retap no valor de USD 150MM.;Para qualquer alteração de direitos é necessário o aceite de 50% + 1 dos bondholders;Agente Fiduciário: Deutsche Bank Trust Company Americas atua como trustee, paying agent e transfer agent dos títulos no âmbito da indenture desta emissãoPara o valor nominal global em reais, utilizamos a taxa de encerramento do câmbio no exercício de 2022.
60.444.437/0001-46;2023-12-31;7;136668;LIGHT SERVICOS DE ELETRICIDADE S.A.;Título de Investimento Coletivo;Notes Units;2021-06-18;2026-06-18;600000000;3021180.00;3353455.00;;;;;S;As Notas podem ser resgatadas no todo a qualquer momento ou em parte de tempos em tempos, após 18 de junho de 2024, pelo preço de resgate, expresso como percentual do valor principal, mais juros acumulados e não pagos se resgatados durante o período de doze meses a partir de 18 de junho de 2024 por 102,188% e a partir de 18/junho/2025 por 101,094%. A qualquer momento antes de 18 de junho de 2024, as Notas podem ser resgatadas por um preço de resgate igual ao maior entre (1) 100% do valor principal das Notas resgatadas, e (2) a soma dos valores presentes na Data do Resgate de: (a) o preço de resgate das Notas em 18 de junho de 2024 mais (b) todos os pagamentos de juros programados sobre as Notas até 18 de junho de 2024 (excluindo juros acumulados, mas não pagos) descontado para a Data de Resgate semestralmente à Taxa do Tesouro mais 0,50 pontos percentuais, mais, em cada caso, quaisquer juros acumulados e não pagos.;;Consentimento dos investidores detendo pelo menos a maioria do valor principal agregado dos bonds vigentes.;Valor em dólares: US$ 600 milhões, sendo: (i) senior notes no valor de USD 400 milhões de emissão da Companhia e (ii) senior notes no valor de USD 200 milhões de emissão da Light Energia S.A. Destinação dos recursos: os recursos obtidos com a emissão da Notes Units foram utilizados pela Companhia para resgate das Notes emitidas pelas Emissoras com vencimento em 2023.
60.894.730/0001-05;2023-12-31;19;137617;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;Debêntures;Bonds (Senior Unsecured Notes): Usiminas International S.A.R.L.-Luxemburgo, jurisdição em Nova York;2019-07-18;2026-07-18;750000;3748.90;3913275000.00;S;Os Valores Mobiliários serão oferecidos a compradores institucionais qualificados, de acordo com a Regra 144A, de acordo com a Lei de Valores Mobiliários de 1933, conforme alterada e a pessoas não americanas em transações offshore fora dos Estados Unidos em conformidade com o Regulamento S. Os títulos não foram registrados segundo a Lei de Valores Mobiliários ou quaisquer leis estaduais de valores mobiliários, e não podem ser oferecidos ou vendidos nos Estados Unidos ou a pessoas dos EUA ausentes do registro ou de uma isenção aplicável dos requisitos de registro. Os Valores Mobiliários não se destinam a ser oferecidos, vendidos ou disponibilizados de outra forma e não devem sê-lo a qualquer investidor de varejo no Espaço Econômico Europeu ("EEE").;;;S;Item 12.9.;Item 12.9.;Item 12.9.;Não existem outras características consideradas relevantes.
61.156.113/0001-75;2023-12-31;10;137505;IOCHPE MAXION S.A.;Nota Comercial;Sustainability-Linked Notes Units;2021-05-07;2028-05-07;400000;2008680.00;2102220.00;S;As notes units foram oferecidas apenas a investidores institucionais qualificados (qualified institucional buyers) conforme definido pela Regra 144A da Securities Act, e a investidores não-americanos (non-US person) fora do território dos Estados Unidos da América, de acordo com a Regulamentação S da Securities Act.;;;S;O resgate antes do vencimento poderá ocorrer a qualquer momento, a partir de 07/05/2024. O valor do resgate deverá ser igual ou maior que 100% das notes units sendo resgatadas, acrescido de taxa de tesouraria de 0,500%, juros acumulados e não pagos, bem como valores adicionais, caso aplicável.;As notes units são remuneradas por juros de 5,000% ao ano.;Consentimento da maioria dos detentores das notes units, ou, sem o consentimento destes, desde que de forma satisfatória ao Trustee das notes units.;Sustainability-Linked Notes Units no valor de USD400 milhões a taxa fixa de 5,00% emitidos pelas controladas da Companhia Iochpe-Maxion Austria GmbH e Maxion Wheels de Mexico, S. de R.L. de C.V., e garantidos incondicional e irrevogavelmente pela Companhia.O valor global nominal foi calculado com base na taxa final de câmbio de 7 de maio de 2021 de R$ 5,2217, e o saldo devedor em aberto foi calculado com base na taxa final de câmbio de 31 de dezembro de 2022 de R$ 5,2177, ambas divulgadas pelo Banco Central do Brasil.A Indenture das Notes Units possui cláusulas de vencimento antecipado na hipótese de ocorrência de determinados eventos, tais como: (i) inadimplemento pelas emissoras ou pela Companhia das obrigações pecuniárias da Indenture (ii) vencimento antecipado de obrigações financeiras das emissoras ou da Companhia em valor superior a USD 50.000.000,00 (iii) liquidação, pedido de recuperação judicial ou extrajudicial, ou falência da Companhia, das emissoras e/ou de suas controladas (iv) descumprimento das obrigações previstas na Indenture pela Companhia, emissoras e/ou controladas (v) distribuição de dividendos superiores ao dividendo obrigatório nos termos da legislação societária aplicável, em caso de inadimplemento da Companhia ou caso na data da deliberação, após considerar o efeito pro forma de tal distribuição e/ou pagamento no que exceder ao dividendo obrigatório, o índice financeiro resultante da divisão da dívida líquida pelo EBITDA ajustado da Companhia for superior a 3,50x e (vi) incorrer em novas dívidas (com exceção de certas dívidas permitidas, conforme definido na Indenture) caso, na data do evento em questão, após considerar o seu efeito pro forma, o índice financeiro resultante da divisão da dívida líquida pelo EBITDA ajustado da Companhia for superior a 3,50x.
62.232.889/0001-90;2023-12-31;3;133524;BCO DAYCOVAL S.A.;Debêntures;Bond ISIN # XS2092941330;2019-12-13;2024-12-13;450000000;2614275000.00;2253188205.63;;;;;;;;Bond senior emitido ao preço de 99,444, com cupom de 4,25% a.a. semi-annual, pagos semestralmente e principal amortizado de uma única vez no vencimento.A emissão foi feita no âmbito do programa de Euro Medium Term Note do Banco Daycoval S.A. de USD 2,0 bilhões.;
67.620.377/0001-14;2023-12-31;9;136838;MINERVA S.A.;Nota Comercial;Nota Comercial 2028;2017-12-05;2028-01-19;500000;1615000000.00;784430000.00;S;As notas 2028 podem ser transferidas de acordo com a regra 144A do U.S. Security Act of 1933, ou seja, transferidas exclusivamente a investidores institucionais qualificados (definidos em seu texto) como, basicamente: (i) seguradoras, companhias de investimento, planos governamentais, planos de benefícios trabalhistas e conselheiro de investimento que invistam, para si ou em nome de outros investidores qualificados, uma base de, no mínimo $100 milhões em valores mobiliários de emissores não ligados a ele (ii) qualquer investidor, por si ou em nome de um investidor qualificado, que invista uma base de, no mínimo, $10 milhões em valores mobiliários em emissores não relacionados com o mesmo.;;;S;A Minerva Luxembourg poderá resgatar as Notas 2028 a qualquer tempo, de forma integral ou parcial, após notificação. Para o resgate das Notas 2028 deverá ser pago um prêmio sobre o saldo devedor da dívida.;Vide item 12.9 deste Formulário de Referência.;Os direitos dos detentores das Notas 2028 podem ser alterados sem o prévio consentimento quando tais alterações servirem para solucionar ambiguidade ou inconsistência nas regras estabelecidas pelas Notas 2028.;O valor em reais da dívida representada pelas Notas 2028 foi calculado com base na cotação de fechamento Ptax de 05 de dezembro de 2017, data de emissão das Notas 2028 (US$ 1,00/ R$ 3,23).
67.620.377/0001-14;2023-12-31;9;136838;MINERVA S.A.;Nota Comercial;Nota Comercial 2031;2021-03-18;2031-03-18;1000000;5547400000.00;5626646000.00;S;As notas 2031 podem ser transferidas de acordo com a regra 144A do U.S. Security Act of 1933, ou seja, transferidas exclusivamente a investidores institucionais qualificados.;;;S;Antes de 18 de março de 2026, o emissor pode resgatar as notas, no todo ou em parte, a qualquer momento, a um preço de resgate igual a 100% do valor principal das notas a serem resgatadas mais o prêmio "make-Whole". Nessa data ou após essa data, o emissor pode resgatar as notas, no todo ou em parte, a qualquer momento, pelo preço de resgate estabelecido no prospecto, acrescido de juros vencidos e não pagos. Em ou antes de 18 de março de 2024, o emissor também pode resgatar até 35% do valor principal agregado das notas com os recursos de certas ofertas de ações a um preço de resgate estabelecido no memorando de oferta, mais juros vencidos e não pagos. Além disso, o emissor pode resgatar as notas, no todo, mas não em parte, a qualquer momento mediante a ocorrência de eventos específicos relacionados às leis tributárias.;Vide item 12.9 deste Formulário de Referência.;Os direitos dos detentores das Notas 2031 podem ser alterados sem o prévio consentimento quando tais alterações servirem para solucionar ambiguidade ou inconsistência nas regras estabelecidas pelas Notas 2031.;O valor em reais da dívida representada pelas Notas 2031 foi calculado com base na cotação de fechamento Ptax de 18 de março de 2021, data de emissão das Notas 2031 (US$ 1,00/ R$ 5,5474).
71.673.990/0001-77;2023-12-31;3;133746;NATURA COSMETICOS S.A.;Nota Comercial;Oferta Restrita REGS e Rule 144A da U.S. Securities Act de notas comerciais ("Notas ESG");2021-05-03;2028-05-03;0;5222100000.00;5222100000.00;S;Os títulos não poderão ser ofertados nos Estados Unidos da América ou para pessoas norte-americanas sem o devido registro ou uma isenção de registro aplicável, exceto para investidores institucionais qualificados, com base nas disposições na Rule 144A do U.S. Securities Act, e poderão ser ofertados a determinadas pessoas não norte-americanas, exceto nos Estados Unidos da América e no Brasil, com base nos termos estabelecidos na Regulation S do US Securities Act.;;;S;(A) Resgate Tributário. Hipótese de resgate total e não parcial mediante envio de notificação com 60 dias de antecedência a preço de 100% do valor principal acrescido de juros não pagos em eventos de (i) alteração de tratados ou legislação tributária ou (ii) qualquer aditivo a interpretações oficiais em relação a tais tratados, leis ou decisões judiciais.(B) Resgate Opcional com prêmio antes de 3 de março de 2028. Hipótese de resgate total ou parcial antes de 3 de março de 2028 mediante envio de notificação entre 10 e 60 dias de antecedência ao preço que for maior entre (i) 100% do valor principal e (ii) a soma do valor atual de cada pagamento agendado do principal acrescido dos juros desde que o valor do principal total pendente logo após o regate seja igual a US$ 100 milhões.(C) Resgate Opcional em ou depois de 3 de março de 2028. Hipótese de resgate total ou parcial a qualquer tempo em ou depois de 3 de março de 2028 ao preço de 100% do valor principal acrescido de juros não pagos e eventuais valores adicionais desde que o valor do principal total pendente logo após o regate seja igual a US$ 100 milhões.;As principais características desta Oferta estão descritas no item 12.9 deste Formulário de Referência.;Alterações nos termos e condições das notas dependerão de aprovação ou da maioria dos titulares de notas ou da unanimidade dos titulares de notas, conforme o caso.;Não há outras características relevantes que não tenham sido informadas nos itens acima.
