CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Nome_Responsavel;Cargo_Responsavel
03.220.438/0001-73;2023-12-31;15;137644;EQUATORIAL ENERGIA S.A.;Leonardo da Silva Lucas Tavares de Lima;Diretor de Relações com Investidores
03.220.438/0001-73;2023-12-31;15;137644;EQUATORIAL ENERGIA S.A.;Augusto Miranda da Paz Junior;Diretor Presidente
03.279.285/0001-30;2023-12-31;13;137736;ORIZON MEIO AMBIENTE S.A.;Sr. Milton Pilão Júnior;Diretor Presidente
03.279.285/0001-30;2023-12-31;13;137736;ORIZON MEIO AMBIENTE S.A.;Sr. Leonardo Roberto Pereira dos Santos;Diretor de Relações com Investidores
03.303.999/0001-36;2023-12-31;2;137637;DTCOM - DIRECT TO COMPANY S.A.;Cristiane de Fátima Fialla;Diretor de Relações com Investidores
03.303.999/0001-36;2023-12-31;2;137637;DTCOM - DIRECT TO COMPANY S.A.;Aryovaldo Mazzi Neto;Diretor Presidente
03.342.704/0001-30;2023-12-31;15;136830;PETRORECÔNCAVO S.A.;Rafael Procaci da Cunha;Diretor de Relações com Investidores
03.342.704/0001-30;2023-12-31;15;136830;PETRORECÔNCAVO S.A.;José Maria de Mello Firmo;Diretor Presidente
03.378.521/0001-75;2023-12-31;14;137859;LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL;Alexandre Nogueira Ferreira;Diretor Presidente/Relações com Investidores
03.378.521/0001-75;2023-12-31;14;137859;LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL;Alexandre Nogueira Ferreira;Diretor Presidente
03.378.521/0001-75;2023-12-31;14;137859;LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL;Rodrigo Tostes de Solon Pontes;Diretor de Relações com Investidores
03.467.321/0001-99;2023-12-31;9;137724;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;Gabriel Alves Pereira Júnior;Diretor Presidente
03.467.321/0001-99;2023-12-31;9;137724;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;Maurício Perez Botelho;Diretor de Relações com Investidores
03.494.776/0001-01;2023-12-31;3;136822;AMMO VAREJO S.A.;Elio George Avelino França e Silva;Diretor Presidente
03.494.776/0001-01;2023-12-31;3;136822;AMMO VAREJO S.A.;Luiz Conrado dos Santos Carvalho Sundfeld;Diretor de Relações com Investidores
03.538.833/0001-07;2023-12-31;3;135944;XX DE NOVEMBRO INVESTIMENTOS E PARTICIPAÇÕES S.A.;NORBERTO AGUIAR TOMAZ;Diretor Presidente/Relações com Investidores
03.758.318/0001-24;2023-12-31;11;136579;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;Marcus Vinicius Figur da Rosa;Diretor de Relações com Investidores
03.758.318/0001-24;2023-12-31;11;136579;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;Osvaldo Garcia;Diretor Presidente
03.767.538/0001-14;2023-12-31;4;133905;BRAZILIAN SECURITIES CIA SECURITIZACAO;Mauro Dutra Mediano Dias;Diretor Presidente/Relações com Investidores
03.795.050/0001-09;2023-12-31;3;135958;TERMOPERNAMBUCO S.A.;Renato de Almeida Rocha;Diretor de Relações com Investidores
03.795.050/0001-09;2023-12-31;3;135958;TERMOPERNAMBUCO S.A.;David Benavent del Prado;Diretor Presidente
03.802.115/0001-98;2023-12-31;5;133891;CLEAR SALE S.A.;Renan Shigueo Ikemoto;Diretor de Relações com Investidores
03.802.115/0001-98;2023-12-31;5;133891;CLEAR SALE S.A.;Eduardo Ferraz de Campos Monaco;Diretor Presidente
03.818.379/0001-30;2023-12-31;3;131784;SABER SERVIÇOS EDUCACIONAIS S.A.;Roberto Valério Neto;Diretor Presidente
03.818.379/0001-30;2023-12-31;3;131784;SABER SERVIÇOS EDUCACIONAIS S.A.;Frederico da Cunha Villa;Diretor de Relações com Investidores
03.820.456/0001-96;2023-12-31;3;135201;BSB ENERGÉTICA S.A.;Wanderson Silva de Menezes;Diretor Presidente
03.820.456/0001-96;2023-12-31;3;135201;BSB ENERGÉTICA S.A.;Walter Nunes Seijo Neto;Diretor de Relações com Investidores
03.847.461/0001-92;2023-12-31;7;137283;BRADESPAR S.A.;Fernando Jorge Buso Gomes;Diretor Presidente
03.847.461/0001-92;2023-12-31;7;137283;BRADESPAR S.A.;Fernando Jorge Buso Gomes;Diretor de Relações com Investidores
03.853.896/0001-40;2023-12-31;13;135325;MARFRIG GLOBAL FOODS S.A.;Rui Mendonça Junior;Diretor Presidente
03.853.896/0001-40;2023-12-31;13;135325;MARFRIG GLOBAL FOODS S.A.;Tang David;Diretor de Relações com Investidores
03.953.509/0001-47;2023-12-31;5;136657;CPFL GERACAO DE ENERGIA S.A.;YueHui Pan;Diretor de Relações com Investidores
03.953.509/0001-47;2023-12-31;5;136657;CPFL GERACAO DE ENERGIA S.A.;XinJian Chen;Diretor Presidente
03.983.431/0001-03;2023-12-31;6;135695;EDP - ENERGIAS DO BRASIL S.A.;João Manuel Veríssimo Marques da Cruz;Diretor Presidente/Relações com Investidores
04.030.182/0001-02;2023-12-31;3;135675;CABINDA PARTICIPACOES S.A.;Rafael Gonçalves de Souza;Diretor Presidente/Relações com Investidores
04.031.213/0001-31;2023-12-31;3;130703;CACONDE PARTICIPACOES S.A.;Rafael Gonçalves de Souza;Diretor Presidente/Relações com Investidores
04.032.433/0001-80;2023-12-31;8;134628;ATMA PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;André Felipe Rosado França;Diretor Presidente/Relações com Investidores
04.038.763/0001-82;2023-12-31;3;130704;CAIANDA PARTICIPACOES S.A.;Rafael Gonçalves de Souza;Diretor Presidente/Relações com Investidores
04.065.053/0001-41;2023-12-31;2;133304;BRZ EMPREENDIMENTOS E CONSTRUÇÕES S.A.;Eduarda de Campos Tolentino;Diretor Presidente
04.065.053/0001-41;2023-12-31;2;133304;BRZ EMPREENDIMENTOS E CONSTRUÇÕES S.A.;Guilherme Rosa Dias;Diretor de Relações com Investidores
04.065.791/0001-99;2023-12-31;9;133013;SINQIA S.A.;Bernardo Francisco Pereira Gomes;Diretor Presidente
04.065.791/0001-99;2023-12-31;9;133013;SINQIA S.A.;Thiago Almeida Ribeiro da Rocha;Diretor de Relações com Investidores
04.069.709/0001-02;2023-12-31;6;137072;BIONEXO S.A.;Rafael Kellermann Barbosa;Diretor Presidente
04.069.709/0001-02;2023-12-31;6;137072;BIONEXO S.A.;Josimar Gomes;Diretor de Relações com Investidores
04.089.570/0001-50;2023-12-31;3;136178;ÁGUAS GUARIROBA S.A;Themis de Oliveira;Diretor Presidente
04.089.570/0001-50;2023-12-31;3;136178;ÁGUAS GUARIROBA S.A;André Pires de Oliveira Dias;Diretor de Relações com Investidores
04.149.454/0001-80;2023-12-31;5;135938;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;Marcello Guidotti;Diretor Presidente/Relações com Investidores
04.172.213/0001-51;2023-12-31;5;135828;CIA PIRATININGA DE FORCA E LUZ;Yuehui Pan;Diretor de Relações com Investidores
04.172.213/0001-51;2023-12-31;5;135828;CIA PIRATININGA DE FORCA E LUZ;Carlos Zamboni Neto;Diretor Presidente
04.200.649/0001-07;2023-12-31;14;130507;COMPANHIA PROVINCIA DE SECURITIZACAO;Roberto Saka;Diretor de Relações com Investidores
04.212.396/0001-91;2023-12-31;6;136490;AGASUS S.A.;Rene Vaz de Almeida;Diretor Presidente
04.212.396/0001-91;2023-12-31;6;136490;AGASUS S.A.;Chyou Pei Tyng;Diretor de Relações com Investidores
04.233.319/0001-18;2023-12-31;7;135913;NCF PARTICIPAÇÕES S/A;Octavio de Lazari Junior;Diretor Presidente
04.233.319/0001-18;2023-12-31;7;135913;NCF PARTICIPAÇÕES S/A;Carlos Wagner Firetti;Diretor de Relações com Investidores
04.368.865/0001-66;2023-12-31;5;136813;LIGGA TELECOMUNICAÇÕES S.A.;Wendell Alexandre Paes de Andrade de Oliveira;Diretor Presidente
04.368.865/0001-66;2023-12-31;5;136813;LIGGA TELECOMUNICAÇÕES S.A.;Eduardo Silveira Gonçalves;Diretor de Relações com Investidores
04.368.898/0001-06;2023-12-31;5;136015;COPEL DISTRIBUIÇÃO S.A.;Maximiliano Andres Orfali;Diretor Presidente
04.368.898/0001-06;2023-12-31;5;136015;COPEL DISTRIBUIÇÃO S.A.;Adriano Rudek de Moura;Diretor de Relações com Investidores
04.370.282/0001-70;2023-12-31;7;136011;COPEL GERAÇÃO E TRANSMISSÃO S.A.;Moacir Carlos Bertol;Diretor Presidente
04.370.282/0001-70;2023-12-31;7;136011;COPEL GERAÇÃO E TRANSMISSÃO S.A.;Adriano Rudek de Moura;Diretor de Relações com Investidores
04.423.567/0001-21;2023-12-31;13;136750;ENEVA S.A;Lino Lopes Cançado;Diretor Presidente
04.423.567/0001-21;2023-12-31;13;136750;ENEVA S.A;Marcelo Campos Habibe;Diretor de Relações com Investidores
04.437.534/0001-30;2023-12-31;2;133495;LOCAMÉRICA RENT-A-CAR S.A.;Bruno Sebastian Lasansky;Diretor Presidente
04.437.534/0001-30;2023-12-31;2;133495;LOCAMÉRICA RENT-A-CAR S.A.;Rodrigo Tavares Gonçalves de Sousa;Diretor de Relações com Investidores
04.739.720/0001-24;2023-12-31;7;132182;USINA TERMELÉTRICA PAMPA SUL S.A.;Fernão Felipe de Almeida Magalhães;Diretor de Relações com Investidores
04.739.720/0001-24;2023-12-31;7;132182;USINA TERMELÉTRICA PAMPA SUL S.A.;Aurelio Augusto Mattedi;Diretor Presidente
04.752.991/0001-10;2023-12-31;19;137854;BIOMM S.A.;Heraldo Carvalho Marchezini;Diretor Presidente
04.752.991/0001-10;2023-12-31;19;137854;BIOMM S.A.;Renato Arroyo Barbeiro;Diretor de Relações com Investidores
04.821.041/0001-08;2023-12-31;5;137910;METALFRIO SOLUTIONS S.A.;Luiz Eduardo Moreira Caio;Diretor Presidente/Relações com Investidores
04.895.728/0001-80;2023-12-31;10;138025;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;Márcio Caires Vasconcelos;Diretor Presidente
04.895.728/0001-80;2023-12-31;10;138025;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;Tatiana Queiroga Vasques;Diretor de Relações com Investidores
04.902.979/0001-44;2023-12-31;9;134451;BCO AMAZONIA S.A.;Fábio Yassuda Maeda;Diretor de Relações com Investidores
04.902.979/0001-44;2023-12-31;9;134451;BCO AMAZONIA S.A.;Valdecir José de Souza Tose;Diretor Presidente
04.912.242/0001-02;2023-12-31;1;127238;PORTUENSE FERRAGENS S/A;ANTONIO AUGUSTO CALCUCHIMAC DE ALENCAR FERNANDEZ;Diretor Presidente
04.912.242/0001-02;2023-12-31;1;127238;PORTUENSE FERRAGENS S/A;ANTÔNIO AUGUSTO CALCUCHIMAC DE ALENCAR FERNANDEZ;Diretor de Relações com Investidores
04.913.711/0001-08;2023-12-31;12;137750;BCO ESTADO DO PARA S.A.;Ruth Pimentel Méllo;Diretor Presidente
04.913.711/0001-08;2023-12-31;12;137750;BCO ESTADO DO PARA S.A.;Igor Barbosa Gonçalves;Diretor de Relações com Investidores
04.972.092/0001-22;2023-12-31;3;134391;GRUPO FARTURA DE HORTIFRUT S.A.;Alex Alves dos Santos Brito;Diretor Presidente
04.972.092/0001-22;2023-12-31;3;134391;GRUPO FARTURA DE HORTIFRUT S.A.;Alexandre Otomo de Almeida;Diretor de Relações com Investidores
04.986.320/0001-13;2023-12-31;7;137911;SER EDUCACIONAL S.A.;Rodrigo de Macedo Alves;Diretor de Relações com Investidores
04.986.320/0001-13;2023-12-31;7;137911;SER EDUCACIONAL S.A.;Jânyo Janguiê Bezerra Diniz;Diretor Presidente
04.992.714/0001-84;2023-12-31;10;136720;NOVA TRANSPORTADORA DO SUDESTE S.A. - NTS;Alex Sandro Monteiro Barbosa da Silva;Diretor de Relações com Investidores
04.992.714/0001-84;2023-12-31;10;136720;NOVA TRANSPORTADORA DO SUDESTE S.A. - NTS;Erick Portela Pettendorfer;Diretor Presidente
05.197.443/0001-38;2023-12-31;18;137749;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;Jorge Fontoura Pinheiro Koren de Lima;Diretor Presidente
05.197.443/0001-38;2023-12-31;18;137749;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;Luccas Augusto Nogueira Adib Antônio;Diretor de Relações com Investidores
05.303.439/0001-07;2023-12-31;8;133343;UNIGEL PARTICIPAÇÕES S.A.;Roberto Noronha Santos;Diretor Presidente
05.303.439/0001-07;2023-12-31;8;133343;UNIGEL PARTICIPAÇÕES S.A.;André Luis da Costa Gaia;Diretor de Relações com Investidores
05.336.882/0001-84;2023-12-31;1;127751;CACHOEIRA PAULISTA TRANSMISSORA ENERGIA S.A.;Luiz Carlos Leite;Diretor de Relações com Investidores
05.347.060/0001-07;2023-12-31;4;135611;INTERPLAYERS SOLUÇÕES INTEGRADAS S.A.;Carlos Alberto de Castro Dutra;Diretor Presidente
05.347.060/0001-07;2023-12-31;4;135611;INTERPLAYERS SOLUÇÕES INTEGRADAS S.A.;Gustavo Marini Rodrigues;Diretor de Relações com Investidores
05.878.397/0001-32;2023-12-31;12;137501;ALLOS S.A.;Daniella de Souza Guanabara Santos;Diretor de Relações com Investidores
05.878.397/0001-32;2023-12-31;12;137501;ALLOS S.A.;Rafael Sales Guimarães;Diretor Presidente
05.917.486/0001-40;2023-12-31;6;135924;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;Vanderlei Rigatieri Junior;Diretor Presidente
05.917.486/0001-40;2023-12-31;6;135924;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;Felipe Luís Rosa Meldonian;Diretor de Relações com Investidores
06.016.348/0001-53;2023-01-01;1;127379;VENTOS DO SUL ENERGIA S.A.;José Castellanos Ybarra;Diretor Presidente
06.016.348/0001-53;2023-01-01;1;127379;VENTOS DO SUL ENERGIA S.A.;Felipe Ostermayer;Diretor de Relações com Investidores
06.047.087/0001-39;2023-12-31;8;137033;REDE D'OR SÃO LUIZ S.A.;Paulo Junqueira Moll;Diretor Presidente
06.047.087/0001-39;2023-12-31;8;137033;REDE D'OR SÃO LUIZ S.A.;Otávio de Garcia Lazcano;Diretor de Relações com Investidores
06.057.223/0001-71;2023-12-31;23;137036;SENDAS DISTRIBUIDORA S.A.;Belmiro de Figueiredo Gomes;Diretor Presidente
06.057.223/0001-71;2023-12-31;23;137036;SENDAS DISTRIBUIDORA S.A.;Vitor Fagá de Almeida;Diretor de Relações com Investidores
06.164.253/0001-87;2023-12-31;17;137756;GOL LINHAS AEREAS INTELIGENTES S.A.;Mario Tsuwei Liao;Diretor de Relações com Investidores
06.164.253/0001-87;2023-12-31;17;137756;GOL LINHAS AEREAS INTELIGENTES S.A.;Celso Guimarães Ferrer Junior;Diretor Presidente
06.272.793/0001-84;2023-12-31;8;136841;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;Augusto Sérvio Túlio dos Santos;Diretor Presidente
06.272.793/0001-84;2023-12-31;8;136841;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;Tatiana Queiroga Vasques;Diretor de Relações com Investidores
06.347.409/0001-65;2023-12-31;2;133237;SBF COMÉRCIO DE PRODUTOS ESPORTIVOS S.A.;Pedro de Souza Zemel;Diretor Presidente
06.347.409/0001-65;2023-12-31;2;133237;SBF COMÉRCIO DE PRODUTOS ESPORTIVOS S.A.;José Luís Magalhães Salazar;Diretor de Relações com Investidores
06.626.253/0001-51;2023-12-31;16;137001;EMPREENDIMENTOS PAGUE MENOS S.A.;Mário Henrique Alves de Queirós;Diretor Presidente
06.626.253/0001-51;2023-12-31;16;137001;EMPREENDIMENTOS PAGUE MENOS S.A.;Luiz Renato Novais;Diretor de Relações com Investidores
06.977.745/0001-91;2023-12-31;2;134104;BR MALLS PARTICIPACOES S.A.;Leandro Rocha Franco Lopes;Diretor Presidente
06.977.745/0001-91;2023-12-31;2;134104;BR MALLS PARTICIPACOES S.A.;Daniella De Souza Guanabara Santos;Diretor de Relações com Investidores
06.977.751/0001-49;2023-12-31;11;133016;BR PROPERTIES S.A.;EDUARDO LIMA COUTINHO;Diretor de Relações com Investidores
06.977.751/0001-49;2023-12-31;11;133016;BR PROPERTIES S.A.;RAFAEL GONÇALVES DE SOUZA;Diretor Presidente
06.981.176/0001-58;2023-12-31;11;137250;CEMIG GERACAO E TRANSMISSAO S.A.;Reynaldo Passanezi Filho;Diretor Presidente
06.981.176/0001-58;2023-12-31;11;137250;CEMIG GERACAO E TRANSMISSAO S.A.;Leonardo George de Magalhães;Diretor de Relações com Investidores
06.981.180/0001-16;2023-12-31;13;137249;CEMIG DISTRIBUICAO S.A.;Reynaldo Passanezi Filho;Diretor Presidente
06.981.180/0001-16;2023-12-31;13;137249;CEMIG DISTRIBUICAO S.A.;Leonardo George de Magalhães;Diretor de Relações com Investidores
06.981.381/0001-13;2023-03-31;9;129306;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;Massimiliano César de Barros Júnior;Diretor Presidente
06.981.381/0001-13;2023-03-31;9;129306;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;Denise Araújo Francisco;Diretor de Relações com Investidores
07.040.108/0001-57;2023-12-31;7;136578;CAGECE - CIA DE AGUA E ESGOTO DO CEARA;NEURISANGELO CAVALCANTE DE FREITAS;Diretor Presidente
07.040.108/0001-57;2023-12-31;7;136578;CAGECE - CIA DE AGUA E ESGOTO DO CEARA;DARIO SIDRIM PERINI;Diretor de Relações com Investidores
07.043.628/0001-13;2023-12-31;2;128407;CLARO TELECOM PARTICIPAÇÕES S.A.;Roberto Catalão Cardoso;Diretor de Relações com Investidores
07.043.628/0001-13;2023-12-31;2;128407;CLARO TELECOM PARTICIPAÇÕES S.A.;José Antônio Guaraldi Félix;Diretor Presidente
07.047.251/0001-70;2023-12-31;8;136509;CIA ENERGETICA DO CEARA - COELCE;Márcia Sandra Roque Vieira Silva;Diretor Presidente
07.047.251/0001-70;2023-12-31;8;136509;CIA ENERGETICA DO CEARA - COELCE;Teobaldo José Cavalcante Leal;Diretor de Relações com Investidores
07.047.251/0001-70;2023-12-31;8;136509;CIA ENERGETICA DO CEARA - COELCE;José Nunes de Almeida Neto;Diretor Presidente
07.119.838/0001-48;2023-12-31;1;127589;SECME - COMPANHIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS;Isaac Jonatans Kich Hartmann;Diretor de Relações com Investidores
07.119.838/0001-48;2023-12-31;1;127589;SECME - COMPANHIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS;Isaac Jonatans Kich Hartmann;Diretor Presidente
07.206.816/0001-15;2023-12-31;3;135587;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;Francisco Ivens de Sá Dias Branco Júnior;Diretor Presidente
07.206.816/0001-15;2023-12-31;3;135587;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;Gustavo Lopes Theodozio;Diretor de Relações com Investidores
07.237.373/0001-20;2023-12-31;20;136818;BCO NORDESTE DO BRASIL S.A.;PAULO HENRIQUE SARAIVA CÂMARA;Diretor Presidente
07.237.373/0001-20;2023-12-31;20;136818;BCO NORDESTE DO BRASIL S.A.;WANGER ANTONIO DE ALENCAR ROCHA;Diretor de Relações com Investidores
07.253.321/0001-47;2023-12-31;2;135697;CARBOMIL SA MINER. E INDUSTRIA;CANDIDO DA SILVEIRA QUINDERÉ;Diretor de Relações com Investidores
07.275.159/0001-68;2023-12-31;7;137227;PETROLEO LUB DO NORDESTE SA;MARCELO SANFORD DE BARROS FILHO;Diretor Presidente
07.282.377/0001-20;2023-12-31;5;137079;ENERGISA SUL-SUDESTE - DISTRIBUIDORA DE ENERGIA S/A;José Adriano Mendes Silva;Diretor Presidente
07.282.377/0001-20;2023-12-31;5;137079;ENERGISA SUL-SUDESTE - DISTRIBUIDORA DE ENERGIA S/A;Mauricio Perez Botelho;Diretor de Relações com Investidores
07.334.600/0001-35;2023-12-31;1;127088;MARINA DE IRACEMA PARK SA;ELISA MARIA GRADVOHL BEZERRA;Diretor de Relações com Investidores
07.334.600/0001-35;2023-12-31;1;127088;MARINA DE IRACEMA PARK SA;ANTONIO GIL FERNADES BEZERRA;Diretor Presidente
07.401.436/0001-31;2023-12-31;1;127743;ELDORADO BRASIL CELULOSE S.A.;Fernando Storchi;Diretor de Relações com Investidores
07.401.436/0001-31;2023-12-31;1;127743;ELDORADO BRASIL CELULOSE S.A.;Carmine De Siervi Neto;Diretor Presidente
07.415.333/0001-20;2023-12-31;9;136208;SIMPAR S.A.;Fernando Antonio Simões;Diretor Presidente
07.415.333/0001-20;2023-12-31;9;136208;SIMPAR S.A.;Denys Marc Ferrez;Diretor de Relações com Investidores
07.437.016/0001-05;2023-12-31;1;127753;CINESYSTEM S.A.;Cristiane dos Santos Bussioli Jorge;Diretor de Relações com Investidores
07.526.557/0001-00;2023-12-31;14;136881;AMBEV S.A.;Jean Jereissati Neto;Diretor Presidente
07.526.557/0001-00;2023-12-31;14;136881;AMBEV S.A.;Lucas Machado Lira;Diretor de Relações com Investidores
07.594.978/0001-78;2023-12-31;16;138419;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;Edgard Gomes Corona;Diretor Presidente
07.594.978/0001-78;2023-12-31;16;138419;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;Thiago Lima Borges;Diretor de Relações com Investidores
07.628.528/0001-59;2023-06-30;15;132717;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;Gustavo Javier Lopez;Diretor de Relações com Investidores
07.628.528/0001-59;2023-06-30;15;132717;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;André Guillaumon;Diretor Presidente
07.636.657/0001-99;2023-12-31;4;130244;AÇO VERDE DO BRASIL S.A;Silvia Carvalho Nascimento e Silva;Diretor Presidente
07.636.657/0001-99;2023-12-31;4;130244;AÇO VERDE DO BRASIL S.A;Gustavo Rozenbaum Bcheche;Diretor de Relações com Investidores
07.659.538/0001-51;2023-12-31;3;134603;DINAMICA ENERGIA S.A.;JOSÉ JOÃO ABDALLA FILHO;Diretor Presidente/Relações com Investidores
07.689.002/0001-89;2023-12-31;9;138085;EMBRAER S.A.;Francisco Gomes Neto;Diretor Presidente
07.689.002/0001-89;2023-12-31;9;138085;EMBRAER S.A.;Antonio Carlos Garcia;Diretor de Relações com Investidores
07.704.246/0001-93;2023-12-31;3;137029;DATORA PARTICIPAÇÕES E SERVIÇOS S.A.;Tomas Henrique Fuchs;Diretor Presidente
07.704.246/0001-93;2023-12-31;3;137029;DATORA PARTICIPAÇÕES E SERVIÇOS S.A.;Claude Andre Jensen Araripe Monteiro da Silva;Diretor de Relações com Investidores
07.718.269/0001-57;2023-12-31;9;139822;SPRINGS GLOBAL PARTICIPACOES S.A.;Alessandra Eloy Gadelha;Diretor de Relações com Investidores
07.718.269/0001-57;2023-12-31;9;139822;SPRINGS GLOBAL PARTICIPACOES S.A.;JOSUÉ CHRISTIANO GOMES DA SILVA;Diretor Presidente
07.802.794/0001-56;2023-12-31;4;134980;ESSENTIA PCHS S.A.;Leonardo Augusto Serpa;Diretor Presidente
07.802.794/0001-56;2023-12-31;4;134980;ESSENTIA PCHS S.A.;Eduardo Bechara de Rosa;Diretor de Relações com Investidores
07.816.890/0001-53;2023-12-31;7;137757;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Eduardo Kaminitz Peres;Diretor Presidente
07.816.890/0001-53;2023-12-31;7;137757;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Armando d'Almeida Neto;Diretor de Relações com Investidores
07.820.907/0001-46;2023-12-31;4;133675;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Newman Cardoso do Amaral Brito;Diretor Presidente
07.820.907/0001-46;2023-12-31;4;133675;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;NEWMAN CARDOSO DO AMARAL BRITO;Diretor de Relações com Investidores
07.823.262/0001-03;2023-12-31;2;134215;FOZ DO RIO CLARO ENERGIA S.A.;Eduardo Fucs;Diretor de Relações com Investidores
07.857.093/0001-14;2023-12-31;7;134376;AURA MINERALS INC.;Rodrigo Cardoso Barbosa;Diretor Presidente
07.857.093/0001-14;2023-12-31;7;134376;AURA MINERALS INC.;Natasha Utescher;Diretor de Relações com Investidores
07.857.850/0001-50;2023-12-31;9;134240;GP INVESTMENTS, LTD.;Antonio Carlos Augusto Ribeiro Bonchristiano;Diretor Presidente
07.857.850/0001-50;2023-12-31;9;134240;GP INVESTMENTS, LTD.;Rodrigo Boscolo;Diretor de Relações com Investidores
07.859.510/0001-68;2023-12-31;3;131289;JHSF MALLS S.A.;Robert Bruce Harley;Diretor Presidente
07.859.510/0001-68;2023-12-31;3;131289;JHSF MALLS S.A.;Mara Boaventura Dias;Diretor de Relações com Investidores
07.859.971/0001-30;2023-12-31;18;137638;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;André Augusto Telles Moreira;Diretor Presidente/Relações com Investidores
07.882.930/0001-65;2023-12-31;9;137635;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;Fabrício Mitre;Diretor Presidente
07.882.930/0001-65;2023-12-31;9;137635;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;Thaís Nogueira Alonso;Diretor de Relações com Investidores
07.976.147/0001-60;2023-12-31;3;131570;MOVIDA LOCAÇÃO DE VEÍCULOS S.A.;Gustavo Henrique Paganoto Moscatelli;Diretor Presidente/Relações com Investidores
08.065.557/0001-12;2023-12-31;13;137939;TECNISA S.A.;Fernando Tadeu Perez;Diretor Presidente
08.065.557/0001-12;2023-12-31;13;137939;TECNISA S.A.;Anderson Luis Hiraoka;Diretor de Relações com Investidores
08.070.508/0001-78;2023-03-31;8;128940;RAIZEN ENERGIA S.A.;Francis Vernon Queen Neto;Diretor Presidente
08.070.508/0001-78;2023-03-31;8;128940;RAIZEN ENERGIA S.A.;Carlos Alberto Bezerra de Moura;Diretor de Relações com Investidores
08.078.847/0001-09;2023-12-31;8;137144;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;Marcos Bulle Lopes;Diretor Presidente
08.078.847/0001-09;2023-12-31;8;137144;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;Matheus de Souza Fabricio;Diretor de Relações com Investidores
08.159.965/0001-33;2023-12-31;9;134562;IGUA SANEAMENTO S.A.;Felipe Rath Fingerl;Diretor de Relações com Investidores
08.159.965/0001-33;2023-12-31;9;134562;IGUA SANEAMENTO S.A.;Roberto Correa Barbuti;Diretor Presidente
08.170.849/0001-15;2023-12-31;17;135989;DESKTOP S.A.;Denio Alves Lindo;Diretor Presidente
08.170.849/0001-15;2023-12-31;17;135989;DESKTOP S.A.;Bruno Silva Carvalho de Souza Leão;Diretor de Relações com Investidores
08.213.823/0001-07;2023-12-31;6;135236;AURA ALMAS MINERAÇÃO S.A.;Gabriel Sapucaia dos Santos;Diretor Presidente
08.213.823/0001-07;2023-12-31;6;135236;AURA ALMAS MINERAÇÃO S.A.;Natasha Utescher;Diretor de Relações com Investidores
08.262.121/0001-13;2023-12-31;3;138147;ALUBAR METAIS E CABOS S.A.;Sr. Fabio Monte de Camargo;Diretor de Relações com Investidores
08.262.121/0001-13;2023-12-31;3;138147;ALUBAR METAIS E CABOS S.A.;Sr. Otávio Jorge Carvalho;Diretor Presidente
08.294.224/0001-65;2023-12-31;12;137694;JHSF PARTICIPACOES S.A.;Adilson Augusto Martins Junior;Diretor Presidente
