CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Orgao_Administracao;Numero_Membros;Numero_Membros_Remunerados;Valor_Maior_Remuneracao;Valor_Menor_Remuneracao;Valor_Medio_Remuneracao;Observacao
08.065.557/0001-12;2023-12-31;13;137939;TECNISA S.A.;2020-01-01;2020-12-31;Conselho Fiscal;2.00;2.00;28800.00;28800.00;28800.00;(1) de forma a permitir a comparação, as informações são apresentadas com valores com encargos sociais inclusos (2) número de membros e de membros remunerados calculado, conforme o Ofício Circular CVM/SEP/n.º 01/21, de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais (3) no exercício social de 2020 (3.a) todos os membros exerceram o cargo por menos de 12 meses, de forma que o valor da menor remuneração anual individual considera as remunerações efetivamente reconhecidas no resultado do exercício (3.b) o membro com maior remuneração individual do Conselho Fiscal exerceu o cargo por 4 meses.
08.078.847/0001-09;2023-12-31;8;137144;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;3.00;180000.00;180000.00;180000.00;
08.078.847/0001-09;2023-12-31;8;137144;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.00;5.00;3494921.71;15840.00;1846412.09;
08.078.847/0001-09;2023-12-31;8;137144;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.67;3.00;180000.00;60376.10;179958.70;
08.078.847/0001-09;2023-12-31;8;137144;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;5.00;2832764.50;14544.00;1496212.32;
08.078.847/0001-09;2023-12-31;8;137144;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;2021-01-01;2021-12-31;Conselho de Administração;6.00;3.00;180873.48;30000.00;130291.16;
08.078.847/0001-09;2023-12-31;8;137144;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;5.08;5.08;3130298.16;4400.00;1687040.70;
08.078.847/0001-09;2023-12-31;8;137144;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;2020-01-01;2020-12-31;Conselho de Administração;6.00;3.00;180849.18;105000.00;155283.06;
08.078.847/0001-09;2023-12-31;8;137144;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;5.00;5.00;2418558.83;12534.00;1025269.48;
08.159.965/0001-33;2023-12-31;9;134562;IGUA SANEAMENTO S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.00;6.00;492000.00;400000.00;442000.00;
08.159.965/0001-33;2023-12-31;9;134562;IGUA SANEAMENTO S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;6.00;6.00;1680000.00;600000.00;987930.38;
08.159.965/0001-33;2023-12-31;9;134562;IGUA SANEAMENTO S.A.;2021-01-01;2021-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;
08.159.965/0001-33;2023-12-31;9;134562;IGUA SANEAMENTO S.A.;2020-01-01;2020-12-31;Conselho de Administração;6.00;6.00;360000.00;360000.00;360000.00;
08.159.965/0001-33;2023-12-31;9;134562;IGUA SANEAMENTO S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;5.00;5.00;835730.76;687643.26;2221690.75;
08.159.965/0001-33;2023-12-31;9;134562;IGUA SANEAMENTO S.A.;2020-01-01;2020-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;
08.170.849/0001-15;2023-12-31;17;135989;DESKTOP S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;2.00;240000.00;240000.00;240000.00;Para fins do cálculo da remuneração mínima foram desconsiderados os membros da Diretoria que permaneceram menos de 12 meses no cargo.
08.170.849/0001-15;2023-12-31;17;135989;DESKTOP S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.08;5.08;2287290.00;996948.00;1578093.00;Para fins do cálculo da remuneração mínima foram desconsiderados os membros da Diretoria que permaneceram menos de 12 meses no cargo.
08.170.849/0001-15;2023-12-31;17;135989;DESKTOP S.A.;2021-01-01;2021-12-31;Conselho de Administração;6.50;1.50;135076.00;135076.00;135076.00;N/A
08.170.849/0001-15;2023-12-31;17;135989;DESKTOP S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;6.17;6.17;3230800.00;1397767.00;2314283.00;N/A
08.170.849/0001-15;2023-12-31;17;135989;DESKTOP S.A.;2020-01-01;2020-12-31;Conselho de Administração;4.58;0.00;0.00;0.00;0.00;
08.170.849/0001-15;2023-12-31;17;135989;DESKTOP S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;3.08;3.08;801568.00;126193.55;550054.05;Em 2020 tivemos 3 diretores estatutários com Pró-labore sobre 5 meses (08/2020 a 12/2020) 1 diretor estatutário com Pró-labore sobre 10 meses (03/2020 a 12/2020), com um pro rata adicional em 02/2020 e 1 recebendo sobre os 11 meses (02/2020 a 12/2020) o valor de R$72.500,00 e 1 mês o valor de R$4.068,00. Em 2020 tivemos 5 conselheiros eleitos em 23 de dezembro de 2020
08.294.224/0001-65;2023-12-31;12;137694;JHSF PARTICIPACOES S.A.;2022-01-01;2022-12-31;Conselho de Administração;8.00;8.00;1163498.86;40000.00;600437.36;
08.294.224/0001-65;2023-12-31;12;137694;JHSF PARTICIPACOES S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;5.00;8057452.76;823333.07;3450684.87;
08.294.224/0001-65;2023-12-31;12;137694;JHSF PARTICIPACOES S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;3.00;153000.00;153000.00;153000.00;
08.294.224/0001-65;2023-12-31;12;137694;JHSF PARTICIPACOES S.A.;2021-01-01;2021-12-31;Conselho de Administração;9.00;9.00;1140399.92;20000.00;564752.93;Foram excluídos dos cálculos de remuneração mínima, média, e máxima os administradores que exerceram o cargo por menos de 12 meses. Permanência no cargo do membro com maior remuneração: 12 meses.
08.294.224/0001-65;2023-12-31;12;137694;JHSF PARTICIPACOES S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;5.00;5.00;6755319.66;639724.93;3011626.26;Foram excluídos dos cálculos de remuneração mínima, média, e máxima os administradores que exerceram o cargo por menos de 12 meses. Permanência no cargo do membro com maior remuneração: 12 meses.
08.294.224/0001-65;2023-12-31;12;137694;JHSF PARTICIPACOES S.A.;2021-01-01;2021-12-31;Conselho Fiscal;3.00;3.00;153000.00;153000.00;153000.00;Foram excluídos dos cálculos de remuneração mínima, média, e máxima os administradores que exerceram o cargo por menos de 12 meses. Permanência no cargo do membro com maior remuneração: 12 meses.
08.294.224/0001-65;2023-12-31;12;137694;JHSF PARTICIPACOES S.A.;2020-01-01;2020-12-31;Conselho de Administração;9.00;7.00;7114968.86;10000.00;1540824.68;Foram excluídos dos cálculos de remuneração mínima, média, e máxima os administradores que exerceram o cargo por menos de 12 meses. Permanência no cargo do membro com maior remuneração: 12 meses.
08.294.224/0001-65;2023-12-31;12;137694;JHSF PARTICIPACOES S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;4.00;3.00;5003372.54;1036762.09;3118969.35;Foram excluídos dos cálculos de remuneração mínima, média, e máxima os administradores que exerceram o cargo por menos de 12 meses. Permanência no cargo do membro com maior remuneração: 12 meses.
08.294.224/0001-65;2023-12-31;12;137694;JHSF PARTICIPACOES S.A.;2020-01-01;2020-12-31;Conselho Fiscal;3.00;2.00;108666.00;108660.00;108660.00;Foram excluídos dos cálculos de remuneração mínima, média, e máxima os administradores que exerceram o cargo por menos de 12 meses. Permanência no cargo do membro com maior remuneração: 12 meses.
08.312.229/0001-73;2023-12-31;8;137519;EZ TEC EMPREEND. E PARTICIPACOES S.A.;2022-01-01;2022-12-31;Conselho de Administração;8.58;8.58;420000.00;180000.00;256131.70;Número total de membros e número de membros remunerados é 8,58
08.312.229/0001-73;2023-12-31;8;137519;EZ TEC EMPREEND. E PARTICIPACOES S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;8.75;8.75;3392050.00;276009.00;1384730.45;Número total de membros e número de membros remunerados é 8,75
08.312.229/0001-73;2023-12-31;8;137519;EZ TEC EMPREEND. E PARTICIPACOES S.A.;2022-01-01;2022-12-31;Conselho Fiscal;6.00;3.00;71317.04;71317.04;71317.04;
08.312.229/0001-73;2023-12-31;8;137519;EZ TEC EMPREEND. E PARTICIPACOES S.A.;2021-01-01;2021-12-31;Conselho de Administração;9.00;9.00;504000.00;216000.00;230777.78;Nos casos em que um mesmo administrador ocupe cargo na diretoria estatutária e no conselho de administração, a remuneração por ele recebida como diretor estatutário e como membro do conselho de administração foi computada de forma separadaPara o cálculo da remuneração média do Conselho de Administração, dividimos o valor total da remuneração pelo número de conselheiros, que corresponde ao número de conselheiros que auferiram remuneração. O membro com maior remuneração individual exerceu suas funções por 12 meses.
08.312.229/0001-73;2023-12-31;8;137519;EZ TEC EMPREEND. E PARTICIPACOES S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;9.00;9.00;3756120.00;263305.20;994239.44;Nos casos em que um mesmo administrador ocupe cargo na diretoria estatutária e no conselho de administração, a remuneração por ele recebida como diretor estatutário e como membro do conselho de administração foi computada de forma separada.Para o cálculo da remuneração média da Diretoria, dividimos o valor total da remuneração pelo número de conselheiros, que corresponde ao número de conselheiros que auferiram remuneração. O membro com maior remuneração individual exerceu suas funções por 12 meses.
08.312.229/0001-73;2023-12-31;8;137519;EZ TEC EMPREEND. E PARTICIPACOES S.A.;2021-01-01;2021-12-31;Conselho Fiscal;6.00;3.00;87451.20;87451.20;87451.20;A maior remuneração do Conselho Fiscal foi percebida por membro que exerceu a função durante 12 meses do exercício. O valor da menor remuneração anual individual do Conselho Fiscal foi apurado considerando as remunerações efetivamente reconhecidas no resultado do exercício. A remuneração média considera o total da remuneração anual percebida pelos membros do Conselho Fiscal dividido pelo número de membros remunerados informado no item 13.2 acima.
08.312.229/0001-73;2023-12-31;8;137519;EZ TEC EMPREEND. E PARTICIPACOES S.A.;2020-01-01;2020-12-31;Conselho de Administração;8.00;8.00;352800.00;86400.00;198875.00;Nos casos em que um mesmo administrador ocupe cargo na diretoria estatutária e no conselho de administração, a remuneração por ele recebida como diretor estatutário e como membro do conselho de administração foi computada de forma separadaPara o cálculo da remuneração média do Conselho de Administração, dividimos o valor total da remuneração pelo número de conselheiros, que corresponde ao número de conselheiros que auferiram remuneração. O membro com maior remuneração individual exerceu suas funções por 12 meses.O membro com menor remuneração individual exerceu suas funções por 4 meses.
08.312.229/0001-73;2023-12-31;8;137519;EZ TEC EMPREEND. E PARTICIPACOES S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;9.67;9.67;3566400.00;464919.60;1157033.61;Nos casos em que um mesmo administrador ocupe cargo na diretoria estatutária e no conselho de administração, a remuneração por ele recebida como diretor estatutário e como membro do conselho de administração foi computada de forma separada.Para o cálculo da remuneração média da Diretoria, dividimos o valor total da remuneração pelo número de conselheiros, que corresponde ao número de conselheiros que auferiram remuneração. O membro com maior remuneração individual exerceu suas funções por 12 meses.O membro com a menor remuneração individual exerceu suas funções por 5 meses.
08.312.229/0001-73;2023-12-31;8;137519;EZ TEC EMPREEND. E PARTICIPACOES S.A.;2020-01-01;2020-12-31;Conselho Fiscal;6.00;3.00;87451.20;87451.20;87451.20;A maior remuneração do Conselho Fiscal foi percebida por membro que exerceu a função durante 12 meses do exercício. O valor da menor remuneração anual individual do Conselho Fiscal foi apurado considerando as remunerações efetivamente reconhecidas no resultado do exercício. A remuneração média considera o total da remuneração anual percebida pelos membros do Conselho Fiscal dividido pelo número de membros remunerados informado no item 13.2 acima.
08.322.396/0001-03;2023-03-31;4;130511;CERRADINHO BIOENERGIA S.A.;2021-04-01;2022-03-31;Conselho de Administração;6.00;6.00;840000.00;253000.00;495760.00;N/A
08.322.396/0001-03;2023-03-31;4;130511;CERRADINHO BIOENERGIA S.A.;2021-04-01;2022-03-31;Diretoria Estatutária;4.00;4.00;5308770.00;1378610.00;2985960.00;N/A
08.322.396/0001-03;2023-03-31;4;130511;CERRADINHO BIOENERGIA S.A.;2021-04-01;2022-03-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;N/A
08.322.396/0001-03;2023-03-31;4;130511;CERRADINHO BIOENERGIA S.A.;2020-04-01;2021-03-31;Conselho de Administração;6.00;6.00;840000.00;260000.00;505418.00;N/A
08.322.396/0001-03;2023-03-31;4;130511;CERRADINHO BIOENERGIA S.A.;2020-04-01;2021-03-31;Diretoria Estatutária;4.33;4.33;2734624.00;927748.00;2029383.00;N/A
08.322.396/0001-03;2023-03-31;4;130511;CERRADINHO BIOENERGIA S.A.;2020-04-01;2021-03-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;N/A
08.322.396/0001-03;2023-03-31;4;130511;CERRADINHO BIOENERGIA S.A.;2019-04-01;2020-03-31;Conselho de Administração;6.00;6.00;840000.00;240000.00;505881.00;N/A
08.322.396/0001-03;2023-03-31;4;130511;CERRADINHO BIOENERGIA S.A.;2019-04-01;2020-03-31;Diretoria Estatutária;4.00;4.00;1567500.00;795877.00;1169523.00;N/A
08.322.396/0001-03;2023-03-31;4;130511;CERRADINHO BIOENERGIA S.A.;2019-04-01;2020-03-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;N/A
08.324.196/0001-81;2023-12-31;9;136190;CIA ENERGETICA DO RIO GDE NORTE - COSERN;2022-01-01;2022-12-31;Conselho de Administração;11.00;3.00;39600.00;39600.00;39563.00;O número total de membros do Conselho de Administração inclui titulares e suplentes. O número de membros remunerados do Conselho de Administração inclui os membros titulares ou suplentes em exercício, desde que não tenham renunciado à remuneração. A quantidade de membros foi apurada através de média anual do O número de membros remunerados apurado mensalmente, conforme instrução do Ofício Circular Anual 2023 CVM/SEP.O valor da maior remuneração anual individual foi apurado sem qualquer exclusão, considerando todas as remunerações reconhecidas no resultado.O valor da menor remuneração anual individual foi apurado com a exclusão de membros que exerceram o cargo por menos de 12 meses.O valor médio é o total pago no ano dividido pelo número de membros remunerados do órgão.
08.324.196/0001-81;2023-12-31;9;136190;CIA ENERGETICA DO RIO GDE NORTE - COSERN;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;1.00;1901255.00;1901255.00;1901255.00;A Companhia é responsável apenas pela remuneração de um diretor estatutário, os demais são remunerados segundo o rateio efetuado através das controladas, conforme item 8.1.d.O valor da maior remuneração anual individual foi apurado sem qualquer exclusão, considerando todas as remunerações reconhecidas no resultado.O valor da menor remuneração anual individual foi apurado com a exclusão de membros que exerceram o cargo por menos de 12 meses.O valor médio é o total pago no ano dividido pelo número de membros remunerados do órgão.
08.324.196/0001-81;2023-12-31;9;136190;CIA ENERGETICA DO RIO GDE NORTE - COSERN;2022-01-01;2022-12-31;Conselho Fiscal;9.00;5.00;27609.00;27609.00;27609.00;O número total de membros do Conselho Fiscal inclui titulares e suplentes. O número de membros remunerados do Conselho Fiscal inclui os membros titulares ou suplentes em exercício, desde que não tenham renunciado à remuneração. A quantidade de membros foi apurada através de média anual do número de membros remunerados apurado mensalmente, conforme instrução do Ofício Circular Anual 2023 CVM/SEP.O valor da maior remuneração anual individual foi apurado sem qualquer exclusão, considerando todas as remunerações reconhecidas no resultado.O valor da menor remuneração anual individual foi apurado com a exclusão de membros que exerceram o cargo por menos de 12 meses.O valor médio é o total pago no ano dividido pelo número de membros remunerados do órgão.
08.324.196/0001-81;2023-12-31;9;136190;CIA ENERGETICA DO RIO GDE NORTE - COSERN;2021-01-01;2021-12-31;Conselho de Administração;10.33;2.50;36000.00;36000.00;35480.00;O número total de membros do Conselho de Administração inclui titulares e suplentes. O número de membros remunerados do Conselho de Administração inclui os membros titulares ou suplentes em exercício, desde que não tenham renunciado à remuneração. A quantidade de membros foi apurada através de média anual do número de membros remunerados apurado mensalmente, conforme instrução do Ofício Circular Anual 2023 CVM/SEP.O valor da maior remuneração anual individual foi apurado sem qualquer exclusão, considerando todas as remunerações reconhecidas no resultado.O valor da menor remuneração anual individual foi apurado com a exclusão de membros que exerceram o cargo por menos de 12 meses.O valor médio é o total pago no ano dividido pelo número de membros remunerados do órgão.
08.324.196/0001-81;2023-12-31;9;136190;CIA ENERGETICA DO RIO GDE NORTE - COSERN;2021-01-01;2021-12-31;Diretoria Estatutária;4.33;1.33;1221326.00;1221326.00;1174507.00;A Companhia é responsável apenas pela remuneração de um diretor estatutário, os demais são remunerados segundo o rateio efetuado através das controladas, conforme item 8.1.d.O valor da maior remuneração anual individual foi apurado sem qualquer exclusão, considerando todas as remunerações reconhecidas no resultado.O valor da menor remuneração anual individual foi apurado com a exclusão de membros que exerceram o cargo por menos de 12 meses.O valor médio é o total pago no ano dividido pelo número de membros remunerados do órgão.
08.324.196/0001-81;2023-12-31;9;136190;CIA ENERGETICA DO RIO GDE NORTE - COSERN;2021-01-01;2021-12-31;Conselho Fiscal;9.00;5.00;27609.00;27609.00;27609.00;O número total de membros do Conselho Fiscal inclui titulares e suplentes. O número de membros remunerados do Conselho Fiscal inclui os membros titulares ou suplentes em exercício, desde que não tenham renunciado à remuneração. A quantidade de membros foi apurada através de média anual do número de membros remunerados apurado mensalmente, conforme instrução do Ofício Circular Anual 2023 CVM/SEP.O valor da maior remuneração anual individual foi apurado sem qualquer exclusão, considerando todas as remunerações reconhecidas no resultado.O valor da menor remuneração anual individual foi apurado com a exclusão de membros que exerceram o cargo por menos de 12 meses.O valor médio é o total pago no ano dividido pelo número de membros remunerados do órgão.
08.324.196/0001-81;2023-12-31;9;136190;CIA ENERGETICA DO RIO GDE NORTE - COSERN;2020-01-01;2020-12-31;Conselho de Administração;8.92;2.00;36000.00;36000.00;36000.00;O número total de membros do Conselho de Administração inclui titulares e suplentes. O número de membros remunerados do Conselho de Administração inclui os membros titulares ou suplentes em exercício, desde que não tenham renunciado à remuneração. A quantidade de membros foi apurada através de média anual do número de membros remunerados apurado mensalmente, conforme instrução do item Ofício Circular Anual 2023 CVM/SEP.O valor da maior remuneração anual individual foi apurado sem qualquer exclusão, considerando todas as remunerações reconhecidas no resultado.O valor da menor remuneração anual individual foi apurado com a exclusão de membros que exerceram o cargo por menos de 12 meses.O valor médio é o total pago no ano dividido pelo número de membros remunerados do órgão.
08.324.196/0001-81;2023-12-31;9;136190;CIA ENERGETICA DO RIO GDE NORTE - COSERN;2020-01-01;2020-12-31;Diretoria Estatutária;5.00;2.00;2073381.00;395124.00;1240120.00;A Companhia é responsável apenas pela remuneração de um diretor estatutário, os demais são remunerados segundo o rateio efetuado através das controladas, conforme item 8.1.d.O valor da maior remuneração anual individual foi apurado sem qualquer exclusão, considerando todas as remunerações reconhecidas no resultado.O valor da menor remuneração anual individual foi apurado com a exclusão de membros que exerceram o cargo por menos de 12 meses.O valor médio é o total pago no ano dividido pelo número de membros remunerados do órgão.
08.324.196/0001-81;2023-12-31;9;136190;CIA ENERGETICA DO RIO GDE NORTE - COSERN;2020-01-01;2020-12-31;Conselho Fiscal;7.83;4.42;27609.00;27609.00;27609.00;O número total de membros do Conselho Fiscal inclui titulares e suplentes. O número de membros remunerados do Conselho Fiscal inclui os membros titulares ou suplentes em exercício, desde que não tenham renunciado à remuneração. A quantidade de membros foi apurada através de média anual do número de membros remunerados apurado mensalmente, conforme instrução do Ofício Circular Anual 2023 CVM/SEP.O valor da maior remuneração anual individual foi apurado sem qualquer exclusão, considerando todas as remunerações reconhecidas no resultado.O valor da menor remuneração anual individual foi apurado com a exclusão de membros que exerceram o cargo por menos de 12 meses.O valor médio é o total pago no ano dividido pelo número de membros remunerados do órgão.
08.343.492/0001-20;2023-12-31;19;137479;MRV ENGENHARIA E PARTICIPACOES S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.92;6.92;9799878.00;108033.00;2015421.00;
08.343.492/0001-20;2023-12-31;19;137479;MRV ENGENHARIA E PARTICIPACOES S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;7.00;7.00;5241194.00;1124493.00;2679811.00;
08.343.492/0001-20;2023-12-31;19;137479;MRV ENGENHARIA E PARTICIPACOES S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;3.00;84078.00;78078.00;82078.00;
08.343.492/0001-20;2023-12-31;19;137479;MRV ENGENHARIA E PARTICIPACOES S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.58;7.58;9031747.00;266726.00;1654824.00;
08.343.492/0001-20;2023-12-31;19;137479;MRV ENGENHARIA E PARTICIPACOES S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;7.00;7.00;5637088.00;1280210.00;3038438.00;
08.343.492/0001-20;2023-12-31;19;137479;MRV ENGENHARIA E PARTICIPACOES S.A.;2021-01-01;2021-12-31;Conselho Fiscal;3.00;3.00;84000.00;84000.00;84000.00;
08.343.492/0001-20;2023-12-31;19;137479;MRV ENGENHARIA E PARTICIPACOES S.A.;2020-01-01;2020-12-31;Conselho de Administração;8.00;8.00;11303919.00;240000.00;1889143.00;
08.343.492/0001-20;2023-12-31;19;137479;MRV ENGENHARIA E PARTICIPACOES S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;8.00;8.00;4464174.00;1228060.00;2390124.00;
08.343.492/0001-20;2023-12-31;19;137479;MRV ENGENHARIA E PARTICIPACOES S.A.;2020-01-01;2020-12-31;Conselho Fiscal;3.00;3.00;84000.00;84000.00;84000.00;
08.364.948/0001-38;2023-12-31;7;135895;ALUPAR INVESTIMENTO S/A;2022-01-01;2022-12-31;Conselho de Administração;7.00;7.00;465600.00;138528.00;197691.00;O número de membros do Conselho de Administração da Companhia corresponde à média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais, calculada na forma especificada no Ofício-Circular/Anual-2023-CVM/SEP.
08.364.948/0001-38;2023-12-31;7;135895;ALUPAR INVESTIMENTO S/A;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;4875594.00;3195463.00;4048999.00;O número de membros da Diretoria Estatutária da Companhia corresponde à média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais, calculada na forma especificada no Ofício-Circular/Anual-2023-CVM/SEP.
08.364.948/0001-38;2023-12-31;7;135895;ALUPAR INVESTIMENTO S/A;2022-01-01;2022-12-31;Conselho Fiscal;2.25;2.25;137283.00;137283.00;137283.00;O número de membros do Conselho Fiscal da Companhia corresponde à média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais, calculada na forma especificada no Ofício-Circular/Anual-2023-CVM/SEP.
08.364.948/0001-38;2023-12-31;7;135895;ALUPAR INVESTIMENTO S/A;2021-01-01;2021-12-31;Conselho de Administração;6.91;6.91;344610.00;122717.00;165484.80;31/12/2021O número de membros do Conselho de Administração da Companhia corresponde à média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais, calculada na forma especificada no Ofício-Circular/Anual-2023-CVM/SEP.
08.397.078/0001-01;2023-12-31;6;136026;GSH CORP PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;Conselho de Administração;3.00;0.00;0.00;0.00;0.00;
08.397.078/0001-01;2023-12-31;6;136026;GSH CORP PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;7.83;7.83;1372803.48;890809.29;1127784.08;
08.397.078/0001-01;2023-12-31;6;136026;GSH CORP PARTICIPAÇÕES S.A.;2021-01-01;2021-12-31;Conselho de Administração;2.00;0.00;0.00;0.00;0.00;
08.397.078/0001-01;2023-12-31;6;136026;GSH CORP PARTICIPAÇÕES S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.00;4.00;839964.00;480000.00;756728.00;
08.397.078/0001-01;2023-12-31;6;136026;GSH CORP PARTICIPAÇÕES S.A.;2020-01-01;2020-12-31;Conselho de Administração;3.00;0.00;0.00;0.00;0.00;os administradores da Companhia não receberam remunerações nos exercícios sociais de 2020, 2019 e 2018. Para maiores informações, ver item 13.1.b.v
08.397.078/0001-01;2023-12-31;6;136026;GSH CORP PARTICIPAÇÕES S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;2.00;2.00;86375.00;86375.00;86375.00;os administradores da Companhia não receberam remunerações nos exercícios sociais de 2020, 2019 e 2018. Para maiores informações, ver item 13.1.b.v
08.402.943/0001-52;2023-12-31;3;137765;GUARARAPES CONFECCOES S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.00;5.00;899024.92;749932.32;860985.89;N/A
08.402.943/0001-52;2023-12-31;3;137765;GUARARAPES CONFECCOES S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.25;1.33;7919030.75;260281.88;6418733.16;N/A
08.402.943/0001-52;2023-12-31;3;137765;GUARARAPES CONFECCOES S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;3.00;180000.00;60000.00;131577.24;N/A
08.402.943/0001-52;2023-12-31;3;137765;GUARARAPES CONFECCOES S.A.;2021-01-01;2021-12-31;Conselho de Administração;4.33;4.33;1058000.00;609710.69;1029374.88;N/A
08.402.943/0001-52;2023-12-31;3;137765;GUARARAPES CONFECCOES S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;2.00;0.00;0.00;0.00;0.00;N/A
08.402.943/0001-52;2023-12-31;3;137765;GUARARAPES CONFECCOES S.A.;2021-01-01;2021-12-31;Conselho Fiscal;3.00;3.00;120000.00;41688.88;111599.06;N/A
08.402.943/0001-52;2023-12-31;3;137765;GUARARAPES CONFECCOES S.A.;2020-01-01;2020-12-31;Conselho de Administração;3.00;3.00;1001000.00;1001000.00;1001000.00;N/A
08.402.943/0001-52;2023-12-31;3;137765;GUARARAPES CONFECCOES S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;2.50;0.58;728414.27;728414.27;728414.27;O único membro remunerado da Diretoria permaneceu menos de 12 meses no cargo.
08.402.943/0001-52;2023-12-31;3;137765;GUARARAPES CONFECCOES S.A.;2020-01-01;2020-12-31;Conselho Fiscal;3.00;3.00;124949.14;124949.14;124949.14;N/A
08.424.178/0001-71;2023-12-31;1;127296;TECBLU TECELAGEM BLUMENAU S.A.;2022-01-01;2022-12-31;Conselho de Administração;3.00;0.00;0.00;0.00;0.00;A empresa encontra-se paralisada.
08.467.115/0001-00;2023-12-31;10;137686;CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D;2021-01-01;2021-12-31;Conselho de Administração;3.00;1.00;89066.66;44533.33;44533.33;Na apuração da menor remuneração foi considerado dentre as remunerações efetivamente econhecidas no resultado do exercício, visto que todos os membros exerceram o cargo por menos de 12 meses, conforme especificado no item 10.2.13.j do OFÍCIO CIRCULAR/ANUAL-2022-CVM/SEP O membro com maior remuneração individual exerceu o cargo por 12 meses.
08.467.115/0001-00;2023-12-31;10;137686;CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D;2021-01-01;2021-12-31;Diretoria Estatutária;5.00;2.00;401525.24;186633.61;336896.29;Na apuração da menor remuneração foi considerado dentre as remunerações efetivamente econhecidas no resultado do exercício, visto que todos os membros exerceram o cargo por menos de 12 meses, conforme especificado no item 10.2.13.j do OFÍCIO CIRCULAR/ANUAL-2022-CVM/SEP O membro com maior remuneração individual exerceu o cargo por 12 meses.
08.467.115/0001-00;2023-12-31;10;137686;CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D;2021-01-01;2021-12-31;Conselho Fiscal;2.00;2.00;50100.00;25050.00;25050.00;Na apuração da menor remuneração foi considerado dentre as remunerações efetivamente econhecidas no resultado do exercício, visto que todos os membros exerceram o cargo por menos de 12 meses, conforme especificado no item 10.2.13.j do OFÍCIO CIRCULAR/ANUAL-2022-CVM/SEP O membro com maior remuneração individual exerceu o cargo por 12 meses.
