CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Classe;Quantidade_Amarelo;Quantidade_Branco;Quantidade_Preto;Quantidade_Pardo;Quantidade_Indigena;Quantidade_Outros;Quantidade_Sem_Resposta
08.807.432/0001-10;2023-12-31;18;137953;Não-liderança;23;11533;278;1723;10;8;604
08.810.422/0001-34;2023-12-31;1;128027;Liderança;0;66;0;4;0;0;2
08.810.422/0001-34;2023-12-31;1;128027;Não-liderança;4;534;15;48;0;0;11
08.811.643/0001-27;2023-12-31;6;137607;Liderança;0;0;0;0;0;0;71
08.811.643/0001-27;2023-12-31;6;137607;Não-liderança;0;0;0;0;0;0;293
08.902.291/0001-15;2023-12-31;4;135595;Liderança;4;209;90;0;0;0;1
08.902.291/0001-15;2023-12-31;4;135595;Não-liderança;188;2912;4145;0;25;0;115
08.935.054/0001-50;2023-12-31;2;133497;Liderança;0;9;0;0;0;0;0
08.935.054/0001-50;2023-12-31;2;133497;Não-liderança;0;8;1;9;0;0;0
09.041.168/0001-10;2023-12-31;9;136085;Liderança;0;47;2;18;0;0;11
09.041.168/0001-10;2023-12-31;9;136085;Não-liderança;3;88;42;182;0;0;210
09.042.817/0001-05;2023-12-31;17;138088;Liderança;2;57;4;20;0;0;37
09.042.817/0001-05;2023-12-31;17;138088;Não-liderança;3;313;36;122;1;0;172
09.053.134/0001-45;2023-12-31;5;133317;Liderança;10;159;11;59;1;0;59
09.053.134/0001-45;2023-12-31;5;133317;Não-liderança;38;1020;237;663;7;0;565
09.054.385/0001-44;2023-12-31;1;127468;Liderança;0;123;11;23;3;0;136
09.054.385/0001-44;2023-12-31;1;127468;Não-liderança;3;340;32;129;4;0;1460
09.112.685/0001-32;2023-12-31;6;136743;Liderança;0;2;0;0;0;0;0
09.112.685/0001-32;2023-12-31;6;136743;Não-liderança;0;3;1;1;0;0;0
09.114.805/0001-30;2023-12-31;13;137832;Liderança;8;318;34;180;1;0;13
09.114.805/0001-30;2023-12-31;13;137832;Não-liderança;11;683;154;553;1;0;67
09.146.451/0001-06;2023-12-31;8;135850;Liderança;0;5;0;1;0;0;0
09.146.451/0001-06;2023-12-31;8;135850;Não-liderança;5;299;113;187;2;5;5
09.229.201/0001-30;2023-12-31;7;135939;Liderança;7;569;49;614;40;0;545
09.229.201/0001-30;2023-12-31;7;135939;Não-liderança;360;19698;5302;54716;2811;0;56072
09.257.877/0001-37;2023-12-31;9;136086;Liderança;1;12;3;21;0;0;0
09.257.877/0001-37;2023-12-31;9;136086;Não-liderança;15;154;75;456;1;0;1
09.267.996/0001-70;2023-12-31;9;137987;Liderança;0;0;0;0;0;0;30
09.267.996/0001-70;2023-12-31;9;137987;Não-liderança;0;0;0;0;0;0;40
09.288.252/0001-32;2023-12-31;15;138415;Liderança;21;936;50;374;1;0;17
09.288.252/0001-32;2023-12-31;15;138415;Não-liderança;127;10408;1116;4352;12;47;189
09.295.063/0001-97;2023-12-31;3;137795;Liderança;1;36;3;27;0;0;0
09.295.063/0001-97;2023-12-31;3;137795;Não-liderança;11;136;27;172;5;3;7
09.305.994/0001-29;2023-12-31;14;137785;Liderança;32;2409;59;393;4;1;0
09.305.994/0001-29;2023-12-31;14;137785;Não-liderança;189;7138;742;3179;28;73;0
09.346.601/0001-25;2023-12-31;17;137720;Liderança;28;443;11;48;0;0;5
09.346.601/0001-25;2023-12-31;17;137720;Não-liderança;78;1487;170;436;1;0;28
09.347.516/0001-81;2023-12-31;12;136820;Liderança;1;83;7;30;0;3;0
09.347.516/0001-81;2023-12-31;12;136820;Não-liderança;12;199;78;183;3;87;0
09.527.023/0001-23;2023-12-31;6;139422;Liderança;69;321;98;122;0;23;0
09.527.023/0001-23;2023-12-31;6;139422;Não-liderança;92;4792;771;2546;18;102;0
09.611.768/0001-76;2023-12-31;4;138011;Liderança;0;0;0;0;0;0;34
09.611.768/0001-76;2023-12-31;4;138011;Não-liderança;0;0;0;0;0;0;789
09.813.204/0001-16;2023-12-31;2;134424;Liderança;2;33;4;20;0;0;22
09.813.204/0001-16;2023-12-31;2;134424;Não-liderança;3;155;35;105;3;1;174
10.139.870/0001-08;2023-12-31;4;135927;Liderança;4;59;3;2;0;0;59
10.139.870/0001-08;2023-12-31;4;135927;Não-liderança;12;357;38;68;3;0;304
10.285.590/0001-08;2023-12-31;10;137695;Liderança;20;803;65;178;1;0;70
10.285.590/0001-08;2023-12-31;10;137695;Não-liderança;178;5742;1822;4285;25;4;783
10.324.624/0001-18;2023-12-31;5;137863;Liderança;1;110;6;50;0;0;1
10.324.624/0001-18;2023-12-31;5;137863;Não-liderança;8;867;295;813;1;0;4
10.338.320/0001-00;2023-12-31;5;135815;Liderança;0;2;0;0;0;0;0
10.338.320/0001-00;2023-12-31;5;135815;Não-liderança;0;2;2;1;0;0;0
10.488.244/0001-19;2023-12-31;2;136018;Liderança;0;1;0;0;0;0;0
10.488.244/0001-19;2023-12-31;2;136018;Não-liderança;0;1;0;0;0;0;0
10.502.676/0001-37;2023-12-31;1;127426;Liderança;0;7;1;2;0;0;0
10.502.676/0001-37;2023-12-31;1;127426;Não-liderança;0;27;0;2;0;0;0
10.571.175/0001-02;2023-12-31;10;136844;Liderança;2;45;3;13;7;0;11
10.571.175/0001-02;2023-12-31;10;136844;Não-liderança;3;91;17;231;24;0;24
10.629.105/0001-68;2023-12-31;19;136834;Liderança;0;104;4;31;0;0;0
10.629.105/0001-68;2023-12-31;19;136834;Não-liderança;4;328;48;126;0;0;0
10.635.691/0001-53;2023-12-31;1;127914;Liderança;0;0;0;0;0;0;88
10.635.691/0001-53;2023-12-31;1;127914;Não-liderança;0;0;0;0;0;0;557
10.739.356/0001-03;2023-12-31;8;133425;Liderança;4;45;1;0;0;0;0
10.739.356/0001-03;2023-12-31;8;133425;Não-liderança;1;85;6;9;0;0;0
10.760.260/0001-19;2023-12-31;23;138038;Liderança;11;288;13;48;1;0;8
10.760.260/0001-19;2023-12-31;23;138038;Não-liderança;30;1295;194;464;5;0;75
10.807.374/0001-77;2023-12-31;4;131521;Liderança;0;16;4;9;0;0;0
10.807.374/0001-77;2023-12-31;4;131521;Não-liderança;0;96;59;248;0;0;0
10.835.932/0001-08;2023-12-31;9;135992;Liderança;2;118;7;61;0;0;0
10.835.932/0001-08;2023-12-31;9;135992;Não-liderança;43;1106;329;1649;14;0;218
10.851.805/0001-00;2023-12-31;1;130805;Liderança;0;0;0;0;0;0;372
10.851.805/0001-00;2023-12-31;1;130805;Não-liderança;0;0;0;0;0;0;4315
11.257.352/0001-43;2023-12-31;2;128319;Liderança;0;2;0;0;0;0;0
11.257.352/0001-43;2023-12-31;2;128319;Não-liderança;0;2;0;0;0;0;0
11.284.204/0001-18;2023-12-31;7;135896;Liderança;1;69;2;21;0;0;0
11.284.204/0001-18;2023-12-31;7;135896;Não-liderança;1;28;5;9;0;0;0
11.421.994/0001-36;2023-12-31;18;137737;Liderança;0;28;2;13;0;0;68
11.421.994/0001-36;2023-12-31;18;137737;Não-liderança;11;311;97;470;0;0;979
11.669.021/0001-10;2023-12-31;14;135683;Liderança;0;51;2;5;0;1;2
11.669.021/0001-10;2023-12-31;14;135683;Não-liderança;1;69;11;22;0;0;3
11.716.471/0001-17;2023-12-31;1;128179;Liderança;0;0;0;0;0;0;3
11.716.471/0001-17;2023-12-31;1;128179;Não-liderança;0;0;0;0;0;0;2
11.721.921/0001-60;2023-12-31;10;136541;Liderança;5;144;5;45;0;0;8
11.721.921/0001-60;2023-12-31;10;136541;Não-liderança;7;328;49;163;1;0;14
11.725.176/0001-27;2023-12-31;5;131125;Liderança;4;126;9;14;0;19;25
11.725.176/0001-27;2023-12-31;5;131125;Não-liderança;16;561;71;165;1;83;93
11.992.680/0001-93;2023-12-31;11;137624;Liderança;1;232;24;52;5;1;5
11.992.680/0001-93;2023-12-31;11;137624;Não-liderança;16;1253;207;534;12;0;90
12.049.631/0001-84;2023-12-31;4;133256;Liderança;0;53;2;71;0;0;0
12.049.631/0001-84;2023-12-31;4;133256;Não-liderança;7;398;448;2668;0;0;0
12.091.809/0001-55;2023-12-31;26;137857;Liderança;0;47;3;19;0;0;72
12.091.809/0001-55;2023-12-31;26;137857;Não-liderança;1;107;12;63;0;0;182
12.104.241/0004-02;2023-12-31;16;137913;Liderança;4;292;30;289;0;0;80
12.104.241/0004-02;2023-12-31;16;137913;Não-liderança;90;2375;676;3022;6;53;563
12.108.897/0001-50;2023-12-31;8;137392;Liderança;2;256;54;458;0;0;6
12.108.897/0001-50;2023-12-31;8;137392;Não-liderança;38;713;398;1820;7;0;16
12.181.987/0001-77;2023-12-31;16;138479;Liderança;0;104;0;4;1;0;0
12.181.987/0001-77;2023-12-31;16;138479;Não-liderança;0;649;19;27;0;0;0
12.300.288/0001-07;2023-12-31;8;136892;Liderança;0;10;0;8;0;0;0
12.300.288/0001-07;2023-12-31;8;136892;Não-liderança;4;89;29;65;1;0;163
12.420.164/0001-57;2023-12-31;15;137746;Liderança;3;441;21;69;2;51;0
12.420.164/0001-57;2023-12-31;15;137746;Não-liderança;27;3527;312;1218;8;318;0
12.528.708/0001-07;2023-12-31;11;135653;Liderança;3;87;11;207;1;0;20
12.528.708/0001-07;2023-12-31;11;135653;Não-liderança;81;792;392;4394;144;0;168
12.648.266/0001-24;2023-12-31;14;138892;Liderança;38;1210;251;633;4;32;0
12.648.266/0001-24;2023-12-31;14;138892;Não-liderança;204;6486;1343;3394;22;168;0
12.648.327/0001-53;2023-12-31;21;137833;Liderança;0;55;0;9;0;0;0
12.648.327/0001-53;2023-12-31;21;137833;Não-liderança;3;69;7;31;0;0;0
13.009.717/0001-46;2023-12-31;9;135893;Liderança;2;76;12;268;0;0;4
13.009.717/0001-46;2023-12-31;9;135893;Não-liderança;4;158;26;298;0;0;2
13.217.485/0001-11;2023-12-31;8;137191;Liderança;44;815;118;328;2;0;168
13.217.485/0001-11;2023-12-31;8;137191;Não-liderança;162;3273;1164;2840;46;0;822
13.270.520/0001-66;2023-12-31;13;137760;Liderança;7;119;5;232;0;1;13
13.270.520/0001-66;2023-12-31;13;137760;Não-liderança;132;1521;325;6911;0;60;692
13.444.994/0001-87;2023-12-31;2;128486;Liderança;1;47;0;75;3;0;0
13.444.994/0001-87;2023-12-31;2;128486;Não-liderança;0;32;5;256;1;0;0
13.522.948/0001-59;2023-12-31;4;136618;Liderança;1;15;0;0;0;0;0
13.522.948/0001-59;2023-12-31;4;136618;Não-liderança;2;62;7;19;0;0;3
13.574.594/0001-96;2023-12-31;16;136609;Liderança;2;174;15;121;0;0;13
13.574.594/0001-96;2023-12-31;16;136609;Não-liderança;241;4155;2604;8766;75;0;358
13.584.310/0001-42;2023-12-31;3;129865;Liderança;0;0;0;0;0;0;10
13.584.310/0001-42;2023-12-31;3;129865;Não-liderança;0;0;0;0;0;0;96
13.783.221/0004-78;2023-12-31;3;134131;Liderança;0;0;0;0;0;0;1684
13.783.221/0004-78;2023-12-31;3;134131;Não-liderança;0;0;0;0;0;0;5765
14.110.585/0001-07;2023-12-31;15;137804;Liderança;2;75;3;22;0;0;1
14.110.585/0001-07;2023-12-31;15;137804;Não-liderança;10;198;28;84;4;0;14
14.127.813/0001-51;2023-12-31;26;136832;Liderança;1;24;2;1;0;0;8
14.127.813/0001-51;2023-12-31;26;136832;Não-liderança;7;88;14;33;1;0;14
14.191.427/0001-29;2023-12-31;1;128049;Liderança;0;8;0;3;0;0;0
14.191.427/0001-29;2023-12-31;1;128049;Não-liderança;0;19;2;7;0;0;0
14.388.334/0001-99;2023-12-31;11;135518;Liderança;3;58;4;0;0;8;18
14.388.334/0001-99;2023-12-31;11;135518;Não-liderança;5;217;9;0;1;37;40
14.776.142/0001-50;2023-12-31;18;136557;Liderança;4;77;6;15;0;0;10
14.776.142/0001-50;2023-12-31;18;136557;Não-liderança;17;321;50;166;0;0;39
14.785.152/0001-51;2023-12-31;8;137799;Liderança;0;22;0;2;0;0;0
14.785.152/0001-51;2023-12-31;8;137799;Não-liderança;2;31;1;11;0;0;0
14.807.945/0001-24;2023-12-31;8;137005;Liderança;17;22;3;11;0;0;0
14.807.945/0001-24;2023-12-31;8;137005;Não-liderança;46;401;239;658;3;7;10
14.882.295/0001-81;2023-12-31;8;136106;Liderança;4;220;31;133;0;0;16
14.882.295/0001-81;2023-12-31;8;136106;Não-liderança;15;589;159;500;5;0;87
14.998.371/0001-19;2023-12-31;5;136057;Liderança;1;126;13;118;0;0;1
14.998.371/0001-19;2023-12-31;5;136057;Não-liderança;5;680;316;1280;10;0;37
15.073.274/0001-88;2023-12-31;2;128440;Liderança;0;2;0;0;0;0;0
15.073.274/0001-88;2023-12-31;2;128440;Não-liderança;0;0;0;0;0;0;1
15.101.405/0001-93;2023-12-31;5;131017;Liderança;0;5;0;0;0;0;0
15.101.405/0001-93;2023-12-31;5;131017;Não-liderança;0;1;0;0;0;0;0
15.115.504/0001-24;2023-12-31;6;136974;Liderança;0;13;1;1;0;0;0
15.115.504/0001-24;2023-12-31;6;136974;Não-liderança;1;57;44;144;1;0;80
15.139.629/0001-94;2023-12-31;14;135917;Liderança;9;170;28;96;1;0;0
15.139.629/0001-94;2023-12-31;14;135917;Não-liderança;45;754;1055;3136;8;0;171
15.141.799/0001-03;2023-12-31;5;136575;Liderança;9;66;8;38;0;0;34
15.141.799/0001-03;2023-12-31;5;136575;Não-liderança;115;979;314;751;0;0;875
15.144.017/0001-90;2023-12-31;9;134209;Liderança;0;4;1;3;0;0;0
15.144.017/0001-90;2023-12-31;9;134209;Não-liderança;0;8;3;8;0;10;1
16.233.389/0001-55;2023-12-31;7;135762;Liderança;3;40;18;101;0;0;35
16.233.389/0001-55;2023-12-31;7;135762;Não-liderança;19;157;236;1082;4;2;613
16.234.171/0001-15;2023-12-31;2;129344;Liderança;0;0;0;0;0;0;7
16.234.171/0001-15;2023-12-31;2;129344;Não-liderança;0;0;0;0;0;0;64
16.404.287/0001-55;2023-12-31;12;137725;Liderança;32;836;75;379;1;0;81
16.404.287/0001-55;2023-12-31;12;137725;Não-liderança;343;6579;2068;8436;159;0;330
16.590.234/0001-76;2023-12-31;9;136975;Liderança;10;612;43;130;5;1;31
16.590.234/0001-76;2023-12-31;9;136975;Não-liderança;90;3539;781;1957;32;5;336
16.614.075/0001-00;2023-12-31;10;137670;Liderança;4;129;20;85;1;0;0
16.614.075/0001-00;2023-12-31;10;137670;Não-liderança;46;954;855;3071;6;7;154
16.670.085/0001-55;2023-12-31;16;137317;Liderança;0;0;0;0;0;0;1693
16.670.085/0001-55;2023-12-31;16;137317;Não-liderança;0;0;0;0;0;0;15859
16.676.520/0001-59;2023-12-31;9;137955;Liderança;16;143;44;120;1;1;103
16.676.520/0001-59;2023-12-31;9;137955;Não-liderança;127;1099;819;2169;15;31;3893
16.811.931/0001-00;2023-12-31;14;135498;Liderança;4;140;8;29;0;2;32
16.811.931/0001-00;2023-12-31;14;135498;Não-liderança;1;64;5;12;0;0;15
16.922.038/0001-51;2023-12-31;8;137295;Liderança;2;44;1;2;0;0;0
16.922.038/0001-51;2023-12-31;8;137295;Não-liderança;14;163;19;56;1;0;0
17.155.730/0001-64;2023-12-31;14;137237;Liderança;1;134;4;30;0;0;30
17.155.730/0001-64;2023-12-31;14;137237;Não-liderança;21;2704;279;1536;6;0;178
17.159.229/0001-76;2023-12-31;1;127979;Liderança;1;51;3;137;0;0;0
17.159.229/0001-76;2023-12-31;1;127979;Não-liderança;1;400;20;2831;0;0;2
17.161.241/0001-15;2023-12-31;1;125804;Liderança;0;14;0;9;0;0;0
17.161.241/0001-15;2023-12-31;1;125804;Não-liderança;2;165;50;220;0;0;0
17.162.082/0001-73;2023-12-31;1;127635;Liderança;0;3;0;0;0;0;0
17.162.082/0001-73;2023-12-31;1;127635;Não-liderança;0;4;1;1;0;0;0
17.167.396/0001-69;2023-12-31;13;136162;Liderança;0;0;0;0;0;0;1
17.167.396/0001-69;2023-12-31;13;136162;Não-liderança;0;0;0;0;0;0;1
17.167.412/0001-13;2023-12-31;14;135013;Liderança;1;82;2;6;0;0;0
17.167.412/0001-13;2023-12-31;14;135013;Não-liderança;3;505;33;170;0;0;0
17.184.037/0001-10;2023-12-31;9;136152;Liderança;7;476;33;172;0;0;17
17.184.037/0001-10;2023-12-31;9;136152;Não-liderança;31;1210;136;651;3;0;92
17.193.806/0001-46;2023-12-31;10;134826;Liderança;0;0;0;0;0;0;1
17.193.806/0001-46;2023-12-31;10;134826;Não-liderança;0;0;0;0;0;0;1
17.245.234/0001-00;2023-12-31;5;133727;Liderança;0;69;17;111;0;0;0
17.245.234/0001-00;2023-12-31;5;133727;Não-liderança;7;519;501;2468;8;2;0
17.281.106/0001-03;2023-12-31;23;136672;Liderança;19;535;140;582;3;0;66
17.281.106/0001-03;2023-12-31;23;136672;Não-liderança;96;3414;1082;3773;21;0;459
17.314.329/0001-20;2023-12-31;12;135495;Liderança;1;155;8;215;1;13;0
17.314.329/0001-20;2023-12-31;12;135495;Não-liderança;55;2267;586;3239;3;1174;0
17.344.597/0001-94;2023-12-31;16;137130;Liderança;0;32;0;6;0;0;0
17.344.597/0001-94;2023-12-31;16;137130;Não-liderança;4;103;2;28;0;0;0
17.359.233/0001-88;2023-12-31;3;136043;Liderança;1;117;16;139;0;0;7
17.359.233/0001-88;2023-12-31;3;136043;Não-liderança;23;560;430;1354;5;0;13
17.943.792/0001-30;2023-12-31;1;127632;Liderança;0;9;0;0;0;0;0
17.943.792/0001-30;2023-12-31;1;127632;Não-liderança;0;17;0;0;0;0;0
18.174.270/0001-84;2023-12-31;5;137310;Liderança;0;0;0;0;0;0;73
18.174.270/0001-84;2023-12-31;5;137310;Não-liderança;0;0;0;0;0;0;312
18.328.118/0001-09;2023-12-31;8;136960;Liderança;1;89;14;60;1;0;533
18.328.118/0001-09;2023-12-31;8;136960;Não-liderança;33;1107;416;1146;14;2;3897
18.483.666/0001-03;2023-12-31;5;133334;Liderança;0;10;1;2;0;0;0
18.483.666/0001-03;2023-12-31;5;133334;Não-liderança;0;23;4;9;0;0;0
18.593.815/0001-97;2023-12-31;13;137702;Liderança;0;206;60;410;0;0;23
18.593.815/0001-97;2023-12-31;13;137702;Não-liderança;10;731;448;3638;3;0;295
19.014.221/0001-47;2023-12-31;6;136189;Liderança;15;125;1;18;0;0;2
19.014.221/0001-47;2023-12-31;6;136189;Não-liderança;40;571;33;162;0;0;8
19.378.769/0001-76;2023-12-31;3;128238;Liderança;13;243;36;452;1;0;7
19.378.769/0001-76;2023-12-31;3;128238;Não-liderança;86;1689;591;4324;7;0;35
19.403.252/0001-90;2023-12-31;9;137277;Liderança;9;112;21;62;0;0;0
19.403.252/0001-90;2023-12-31;9;137277;Não-liderança;18;416;160;363;5;0;16
19.521.322/0001-04;2023-12-31;4;136508;Liderança;1;22;3;36;0;0;0
19.521.322/0001-04;2023-12-31;4;136508;Não-liderança;4;143;32;572;0;0;15
19.526.748/0001-50;2023-12-31;2;136495;Liderança;0;70;5;3;0;0;0
19.526.748/0001-50;2023-12-31;2;136495;Não-liderança;1;818;257;161;0;0;0
19.796.586/0001-70;2023-12-31;4;135488;Liderança;0;0;0;0;0;0;447
19.796.586/0001-70;2023-12-31;4;135488;Não-liderança;0;0;0;0;0;0;6456
20.247.322/0001-47;2023-12-31;10;135659;Liderança;5;303;23;103;3;0;41
20.247.322/0001-47;2023-12-31;10;135659;Não-liderança;16;430;81;209;28;0;63
20.258.278/0001-70;2023-12-31;5;136542;Liderança;0;135;3;6;0;0;5
20.258.278/0001-70;2023-12-31;5;136542;Não-liderança;2;769;72;76;0;0;91
20.512.706/0001-40;2023-12-31;14;136109;Liderança;6;709;27;101;0;3;0
20.512.706/0001-40;2023-12-31;14;136109;Não-liderança;56;6902;411;1859;17;86;0
21.110.778/0001-23;2023-12-31;6;134532;Liderança;0;30;0;5;0;0;0
21.110.778/0001-23;2023-12-31;6;134532;Não-liderança;0;194;15;64;0;0;0
21.240.146/0001-84;2023-12-31;16;136597;Liderança;8;368;13;85;0;3;0
21.240.146/0001-84;2023-12-31;16;136597;Não-liderança;42;1376;129;546;3;54;0
21.254.073/0001-80;2023-12-31;2;136116;Liderança;0;3;0;0;0;0;0
21.254.073/0001-80;2023-12-31;2;136116;Não-liderança;0;6;0;3;0;0;0
21.255.567/0001-89;2023-12-31;6;136752;Liderança;1;71;1;49;0;2;0
21.255.567/0001-89;2023-12-31;6;136752;Não-liderança;10;437;143;757;0;45;0
21.314.559/0001-66;2023-12-31;20;137252;Liderança;11;497;22;209;0;0;0
21.314.559/0001-66;2023-12-31;20;137252;Não-liderança;63;2555;475;2111;7;10;0
21.389.501/0001-81;2023-12-31;10;136680;Liderança;1;22;0;1;0;0;1
21.389.501/0001-81;2023-12-31;10;136680;Não-liderança;1;22;1;9;0;0;0
21.948.105/0001-47;2023-12-31;1;128063;Liderança;1;4;0;0;0;0;0
21.948.105/0001-47;2023-12-31;1;128063;Não-liderança;0;1;0;0;0;0;0
21.976.510/0001-79;2023-12-31;1;128064;Liderança;1;4;0;0;0;0;0
21.976.510/0001-79;2023-12-31;1;128064;Não-liderança;0;1;0;0;0;0;0
22.261.473/0001-85;2023-12-31;11;137116;Liderança;0;27;4;10;0;0;0
22.261.473/0001-85;2023-12-31;11;137116;Não-liderança;1;69;8;36;0;0;1
22.266.175/0001-88;2023-12-31;13;137810;Liderança;0;0;0;0;0;0;1
22.266.175/0001-88;2023-12-31;13;137810;Não-liderança;0;0;0;0;0;0;1510
22.543.331/0001-00;2023-12-31;9;136588;Liderança;3;43;1;18;0;0;0
22.543.331/0001-00;2023-12-31;9;136588;Não-liderança;4;35;3;21;1;0;0
22.677.520/0001-76;2023-12-31;7;136799;Liderança;0;11;0;0;0;0;0
22.677.520/0001-76;2023-12-31;7;136799;Não-liderança;0;0;0;0;0;0;1
23.041.875/0001-37;2023-12-31;5;135482;Liderança;0;0;0;0;0;0;728
23.041.875/0001-37;2023-12-31;5;135482;Não-liderança;0;0;0;0;0;0;32702
23.236.821/0001-27;2023-12-31;5;135757;Liderança;0;0;0;0;0;0;63
23.236.821/0001-27;2023-12-31;5;135757;Não-liderança;0;0;0;0;0;0;946
23.373.000/0001-32;2023-12-31;18;136159;Liderança;9;232;8;86;0;0;0
23.373.000/0001-32;2023-12-31;18;136159;Não-liderança;66;1289;242;865;25;5;0
23.438.929/0001-00;2023-12-31;6;133243;Liderança;0;187;15;198;0;0;0
23.438.929/0001-00;2023-12-31;6;133243;Não-liderança;0;547;132;944;1;0;0
24.230.275/0001-80;2023-12-31;2;136596;Liderança;5;110;4;52;0;1;0
24.230.275/0001-80;2023-12-31;2;136596;Não-liderança;7;150;29;70;0;0;1
24.396.489/0001-20;2023-12-31;10;136914;Liderança;21;534;49;324;0;0;3
24.396.489/0001-20;2023-12-31;10;136914;Não-liderança;88;2076;716;2515;11;0;13
24.410.913/0001-44;2023-12-31;3;129753;Liderança;63;1024;89;162;5;97;224
24.410.913/0001-44;2023-12-31;3;129753;Não-liderança;165;3019;848;903;46;577;827
24.921.465/0001-43;2023-12-31;3;131996;Liderança;0;30;2;11;0;0;2
24.921.465/0001-43;2023-12-31;3;131996;Não-liderança;20;685;186;694;3;0;21
24.962.466/0001-36;2023-12-31;6;135531;Liderança;3;407;9;64;0;0;2
24.962.466/0001-36;2023-12-31;6;135531;Não-liderança;65;4704;707;2303;30;0;20
24.990.777/0001-09;2023-12-31;9;137712;Liderança;5;61;25;1759;1;374;1346
24.990.777/0001-09;2023-12-31;9;137712;Não-liderança;10;288;91;13955;1;8430;20466
25.089.509/0001-83;2023-12-31;7;136127;Liderança;3;64;5;86;0;0;0
25.089.509/0001-83;2023-12-31;7;136127;Não-liderança;24;242;131;541;1;0;0
25.249.439/0001-83;2023-12-31;5;134235;Liderança;2;215;7;12;0;0;15
25.249.439/0001-83;2023-12-31;5;134235;Não-liderança;26;5336;551;1197;2;0;967
25.369.840/0001-57;2023-12-31;11;137379;Liderança;0;0;0;0;0;0;145
25.369.840/0001-57;2023-12-31;11;137379;Não-liderança;0;0;0;0;0;0;570
26.072.786/0001-46;2023-12-31;3;136118;Liderança;0;0;0;0;0;0;63
26.072.786/0001-46;2023-12-31;3;136118;Não-liderança;0;0;0;0;0;0;2983
26.345.998/0001-50;2023-12-31;11;137722;Liderança;5;70;2;17;0;0;0
26.345.998/0001-50;2023-12-31;11;137722;Não-liderança;8;171;20;38;0;5;3
26.462.693/0001-28;2023-12-31;4;136129;Liderança;7;47;0;5;0;0;0
26.462.693/0001-28;2023-12-31;4;136129;Não-liderança;8;99;24;89;1;0;0
26.659.061/0001-59;2023-12-31;12;137861;Liderança;10;492;24;224;1;0;1
26.659.061/0001-59;2023-12-31;12;137861;Não-liderança;56;2106;300;1645;4;0;4
27.093.558/0001-15;2023-12-31;9;138941;Liderança;3;146;14;47;0;1;0
27.093.558/0001-15;2023-12-31;9;138941;Não-liderança;18;848;205;624;6;41;0
27.743.642/0001-37;2023-12-31;4;132766;Liderança;0;1;0;0;0;0;0
27.743.642/0001-37;2023-12-31;4;132766;Não-liderança;0;0;0;3;0;0;0
28.127.603/0001-78;2023-12-31;15;136663;Liderança;1;279;14;152;0;0;0
28.127.603/0001-78;2023-12-31;15;136663;Não-liderança;10;1044;68;496;3;0;6
28.195.667/0001-06;2023-12-31;16;137178;Liderança;2;179;6;12;0;0;0
28.195.667/0001-06;2023-12-31;16;137178;Não-liderança;14;697;29;104;0;0;0
28.594.234/0001-23;2023-12-31;9;137267;Liderança;0;0;0;0;0;0;74
28.594.234/0001-23;2023-12-31;9;137267;Não-liderança;0;0;0;0;0;0;227
29.780.061/0001-09;2023-12-31;10;137931;Liderança;0;18;2;3;0;0;3
29.780.061/0001-09;2023-12-31;10;137931;Não-liderança;0;31;3;5;0;0;11
29.950.060/0001-57;2023-12-31;4;137893;Liderança;0;30;2;11;0;0;0
29.950.060/0001-57;2023-12-31;4;137893;Não-liderança;4;103;39;114;0;0;0
29.980.141/0001-08;2023-12-31;7;137329;Liderança;0;49;3;13;0;0;0
29.980.141/0001-08;2023-12-31;7;137329;Não-liderança;3;742;235;663;0;0;28
30.213.493/0001-09;2023-12-31;4;135143;Liderança;4;127;3;36;0;0;29
30.213.493/0001-09;2023-12-31;4;135143;Não-liderança;10;340;77;222;3;0;74
30.306.294/0001-45;2023-12-31;14;138412;Liderança;41;1540;35;157;3;0;12
30.306.294/0001-45;2023-12-31;14;138412;Não-liderança;149;3258;192;578;13;0;21
30.540.991/0001-66;2023-12-31;4;136008;Liderança;0;16;3;4;0;0;0
30.540.991/0001-66;2023-12-31;4;136008;Não-liderança;0;83;24;26;0;0;0
30.723.886/0001-62;2023-12-31;3;128855;Liderança;5;167;3;36;0;0;19
30.723.886/0001-62;2023-12-31;3;128855;Não-liderança;10;501;52;202;0;0;96
31.553.627/0001-01;2023-12-31;11;136766;Liderança;9;118;17;44;0;0;2
31.553.627/0001-01;2023-12-31;11;136766;Não-liderança;11;284;77;172;5;0;69
31.748.174/0001-60;2023-12-31;10;135631;Liderança;1;244;4;8;0;0;30
31.748.174/0001-60;2023-12-31;10;135631;Não-liderança;6;1361;137;340;7;0;432
32.021.201/0001-61;2023-12-31;12;134315;Liderança;3;54;7;52;3;1;66
32.021.201/0001-61;2023-12-31;12;134315;Não-liderança;3;110;46;130;3;0;420
32.681.371/0001-72;2023-12-31;3;134520;Liderança;8;71;38;124;3;2;10
32.681.371/0001-72;2023-12-31;3;134520;Não-liderança;286;2640;1429;4612;124;57;381
32.785.497/0001-97;2023-12-31;12;137902;Liderança;29;670;15;68;0;0;24
32.785.497/0001-97;2023-12-31;12;137902;Não-liderança;120;4491;674;2140;17;0;115
33.000.167/0001-01;2023-12-31;26;137831;Liderança;56;3050;145;817;7;0;453
