CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Local;Quantidade_Ate30Anos;Quantidade_30a50Anos;Quantidade_Acima50Anos
04.895.728/0001-80;2023-12-31;10;138025;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;Exterior;0;0;0
04.895.728/0001-80;2023-12-31;10;138025;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;Nordeste;0;0;0
04.895.728/0001-80;2023-12-31;10;138025;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;Norte;138;883;223
04.895.728/0001-80;2023-12-31;10;138025;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;Sudeste;0;0;0
04.895.728/0001-80;2023-12-31;10;138025;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;Sul;0;0;0
04.902.979/0001-44;2023-12-31;9;134451;BCO AMAZONIA S.A.;Centro-Oeste;2;34;43
04.902.979/0001-44;2023-12-31;9;134451;BCO AMAZONIA S.A.;Exterior;0;0;0
04.902.979/0001-44;2023-12-31;9;134451;BCO AMAZONIA S.A.;Nordeste;9;65;48
04.902.979/0001-44;2023-12-31;9;134451;BCO AMAZONIA S.A.;Norte;154;1457;1051
04.902.979/0001-44;2023-12-31;9;134451;BCO AMAZONIA S.A.;Sudeste;0;1;3
04.902.979/0001-44;2023-12-31;9;134451;BCO AMAZONIA S.A.;Sul;0;0;0
04.912.242/0001-02;2023-12-31;1;127238;PORTUENSE FERRAGENS S/A;Centro-Oeste;0;0;0
04.912.242/0001-02;2023-12-31;1;127238;PORTUENSE FERRAGENS S/A;Exterior;0;0;0
04.912.242/0001-02;2023-12-31;1;127238;PORTUENSE FERRAGENS S/A;Nordeste;0;0;0
04.912.242/0001-02;2023-12-31;1;127238;PORTUENSE FERRAGENS S/A;Norte;0;11;0
04.912.242/0001-02;2023-12-31;1;127238;PORTUENSE FERRAGENS S/A;Sudeste;0;0;0
04.912.242/0001-02;2023-12-31;1;127238;PORTUENSE FERRAGENS S/A;Sul;0;0;0
04.913.711/0001-08;2023-12-31;12;137750;BCO ESTADO DO PARA S.A.;Centro-Oeste;0;0;0
04.913.711/0001-08;2023-12-31;12;137750;BCO ESTADO DO PARA S.A.;Exterior;0;0;0
04.913.711/0001-08;2023-12-31;12;137750;BCO ESTADO DO PARA S.A.;Nordeste;0;0;0
04.913.711/0001-08;2023-12-31;12;137750;BCO ESTADO DO PARA S.A.;Norte;161;1829;606
04.913.711/0001-08;2023-12-31;12;137750;BCO ESTADO DO PARA S.A.;Sudeste;0;0;0
04.913.711/0001-08;2023-12-31;12;137750;BCO ESTADO DO PARA S.A.;Sul;0;0;0
04.972.092/0001-22;2023-12-31;3;134391;GRUPO FARTURA DE HORTIFRUT S.A.;Centro-Oeste;780;668;89
04.972.092/0001-22;2023-12-31;3;134391;GRUPO FARTURA DE HORTIFRUT S.A.;Exterior;0;0;0
04.972.092/0001-22;2023-12-31;3;134391;GRUPO FARTURA DE HORTIFRUT S.A.;Nordeste;0;0;0
04.972.092/0001-22;2023-12-31;3;134391;GRUPO FARTURA DE HORTIFRUT S.A.;Norte;0;0;0
04.972.092/0001-22;2023-12-31;3;134391;GRUPO FARTURA DE HORTIFRUT S.A.;Sudeste;3256;2871;436
04.972.092/0001-22;2023-12-31;3;134391;GRUPO FARTURA DE HORTIFRUT S.A.;Sul;0;0;0
04.986.320/0001-13;2023-12-31;7;137911;SER EDUCACIONAL S.A.;Centro-Oeste;14;33;13
04.986.320/0001-13;2023-12-31;7;137911;SER EDUCACIONAL S.A.;Exterior;0;0;0
04.986.320/0001-13;2023-12-31;7;137911;SER EDUCACIONAL S.A.;Nordeste;2374;5734;782
04.986.320/0001-13;2023-12-31;7;137911;SER EDUCACIONAL S.A.;Norte;663;1947;468
04.986.320/0001-13;2023-12-31;7;137911;SER EDUCACIONAL S.A.;Sudeste;215;600;251
04.986.320/0001-13;2023-12-31;7;137911;SER EDUCACIONAL S.A.;Sul;119;258;111
04.992.714/0001-84;2023-12-31;10;136720;NOVA TRANSPORTADORA DO SUDESTE S.A. - NTS;Centro-Oeste;0;0;0
04.992.714/0001-84;2023-12-31;10;136720;NOVA TRANSPORTADORA DO SUDESTE S.A. - NTS;Exterior;0;0;0
04.992.714/0001-84;2023-12-31;10;136720;NOVA TRANSPORTADORA DO SUDESTE S.A. - NTS;Nordeste;0;0;0
04.992.714/0001-84;2023-12-31;10;136720;NOVA TRANSPORTADORA DO SUDESTE S.A. - NTS;Norte;0;0;0
04.992.714/0001-84;2023-12-31;10;136720;NOVA TRANSPORTADORA DO SUDESTE S.A. - NTS;Sudeste;36;188;23
04.992.714/0001-84;2023-12-31;10;136720;NOVA TRANSPORTADORA DO SUDESTE S.A. - NTS;Sul;0;0;0
05.197.443/0001-38;2023-12-31;18;137749;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;Centro-Oeste;1199;1344;188
05.197.443/0001-38;2023-12-31;18;137749;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;Exterior;0;0;0
05.197.443/0001-38;2023-12-31;18;137749;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;Nordeste;8727;10803;1170
05.197.443/0001-38;2023-12-31;18;137749;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;Norte;1273;1822;239
05.197.443/0001-38;2023-12-31;18;137749;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;Sudeste;10714;21481;3386
05.197.443/0001-38;2023-12-31;18;137749;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;Sul;1453;3014;346
05.303.439/0001-07;2023-12-31;8;133343;UNIGEL PARTICIPAÇÕES S.A.;Centro-Oeste;0;0;0
05.303.439/0001-07;2023-12-31;8;133343;UNIGEL PARTICIPAÇÕES S.A.;Exterior;115;285;129
05.303.439/0001-07;2023-12-31;8;133343;UNIGEL PARTICIPAÇÕES S.A.;Nordeste;176;624;246
05.303.439/0001-07;2023-12-31;8;133343;UNIGEL PARTICIPAÇÕES S.A.;Norte;0;0;0
05.303.439/0001-07;2023-12-31;8;133343;UNIGEL PARTICIPAÇÕES S.A.;Sudeste;93;237;84
05.303.439/0001-07;2023-12-31;8;133343;UNIGEL PARTICIPAÇÕES S.A.;Sul;0;0;0
05.347.060/0001-07;2023-12-31;4;135611;INTERPLAYERS SOLUÇÕES INTEGRADAS S.A.;Centro-Oeste;0;8;1
05.347.060/0001-07;2023-12-31;4;135611;INTERPLAYERS SOLUÇÕES INTEGRADAS S.A.;Exterior;0;0;0
05.347.060/0001-07;2023-12-31;4;135611;INTERPLAYERS SOLUÇÕES INTEGRADAS S.A.;Nordeste;9;53;2
05.347.060/0001-07;2023-12-31;4;135611;INTERPLAYERS SOLUÇÕES INTEGRADAS S.A.;Norte;1;1;0
05.347.060/0001-07;2023-12-31;4;135611;INTERPLAYERS SOLUÇÕES INTEGRADAS S.A.;Sudeste;462;455;48
05.347.060/0001-07;2023-12-31;4;135611;INTERPLAYERS SOLUÇÕES INTEGRADAS S.A.;Sul;4;35;5
05.878.397/0001-32;2023-12-31;12;137501;ALLOS S.A.;Centro-Oeste;26;59;10
05.878.397/0001-32;2023-12-31;12;137501;ALLOS S.A.;Exterior;0;0;0
05.878.397/0001-32;2023-12-31;12;137501;ALLOS S.A.;Nordeste;177;403;65
05.878.397/0001-32;2023-12-31;12;137501;ALLOS S.A.;Norte;107;245;40
05.878.397/0001-32;2023-12-31;12;137501;ALLOS S.A.;Sudeste;393;895;144
05.878.397/0001-32;2023-12-31;12;137501;ALLOS S.A.;Sul;12;29;4
05.917.486/0001-40;2023-12-31;6;135924;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;Centro-Oeste;0;0;0
05.917.486/0001-40;2023-12-31;6;135924;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;Exterior;0;0;0
05.917.486/0001-40;2023-12-31;6;135924;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;Nordeste;27;69;10
05.917.486/0001-40;2023-12-31;6;135924;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;Norte;0;0;0
05.917.486/0001-40;2023-12-31;6;135924;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;Sudeste;69;126;18
05.917.486/0001-40;2023-12-31;6;135924;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;Sul;0;0;0
06.047.087/0001-39;2023-12-31;8;137033;REDE D'OR SÃO LUIZ S.A.;Centro-Oeste;2170;2890;367
06.047.087/0001-39;2023-12-31;8;137033;REDE D'OR SÃO LUIZ S.A.;Exterior;0;0;0
06.047.087/0001-39;2023-12-31;8;137033;REDE D'OR SÃO LUIZ S.A.;Nordeste;3343;11250;1615
06.047.087/0001-39;2023-12-31;8;137033;REDE D'OR SÃO LUIZ S.A.;Norte;222;315;17
06.047.087/0001-39;2023-12-31;8;137033;REDE D'OR SÃO LUIZ S.A.;Sudeste;14193;29189;4689
06.047.087/0001-39;2023-12-31;8;137033;REDE D'OR SÃO LUIZ S.A.;Sul;237;451;78
06.057.223/0001-71;2023-12-31;23;137036;SENDAS DISTRIBUIDORA S.A.;Centro-Oeste;3655;3168;490
06.057.223/0001-71;2023-12-31;23;137036;SENDAS DISTRIBUIDORA S.A.;Exterior;0;0;0
06.057.223/0001-71;2023-12-31;23;137036;SENDAS DISTRIBUIDORA S.A.;Nordeste;8431;10210;901
06.057.223/0001-71;2023-12-31;23;137036;SENDAS DISTRIBUIDORA S.A.;Norte;2321;2351;185
06.057.223/0001-71;2023-12-31;23;137036;SENDAS DISTRIBUIDORA S.A.;Sudeste;18852;18013;3049
06.057.223/0001-71;2023-12-31;23;137036;SENDAS DISTRIBUIDORA S.A.;Sul;1002;948;322
06.164.253/0001-87;2023-12-31;17;137756;GOL LINHAS AEREAS INTELIGENTES S.A.;Centro-Oeste;342;913;94
06.164.253/0001-87;2023-12-31;17;137756;GOL LINHAS AEREAS INTELIGENTES S.A.;Exterior;6;192;31
06.164.253/0001-87;2023-12-31;17;137756;GOL LINHAS AEREAS INTELIGENTES S.A.;Nordeste;354;794;113
06.164.253/0001-87;2023-12-31;17;137756;GOL LINHAS AEREAS INTELIGENTES S.A.;Norte;94;193;29
06.164.253/0001-87;2023-12-31;17;137756;GOL LINHAS AEREAS INTELIGENTES S.A.;Sudeste;1955;7250;1430
06.164.253/0001-87;2023-12-31;17;137756;GOL LINHAS AEREAS INTELIGENTES S.A.;Sul;216;703;115
06.272.793/0001-84;2023-12-31;8;136841;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;Centro-Oeste;2;14;0
06.272.793/0001-84;2023-12-31;8;136841;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;Exterior;0;0;0
06.272.793/0001-84;2023-12-31;8;136841;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;Nordeste;201;1138;144
06.272.793/0001-84;2023-12-31;8;136841;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;Norte;0;0;0
06.272.793/0001-84;2023-12-31;8;136841;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;Sudeste;0;0;0
06.272.793/0001-84;2023-12-31;8;136841;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;Sul;0;0;0
06.626.253/0001-51;2023-12-31;16;137001;EMPREENDIMENTOS PAGUE MENOS S.A.;Centro-Oeste;896;768;63
06.626.253/0001-51;2023-12-31;16;137001;EMPREENDIMENTOS PAGUE MENOS S.A.;Exterior;0;0;0
06.626.253/0001-51;2023-12-31;16;137001;EMPREENDIMENTOS PAGUE MENOS S.A.;Nordeste;5421;8351;732
06.626.253/0001-51;2023-12-31;16;137001;EMPREENDIMENTOS PAGUE MENOS S.A.;Norte;875;768;44
06.626.253/0001-51;2023-12-31;16;137001;EMPREENDIMENTOS PAGUE MENOS S.A.;Sudeste;1106;1315;100
06.626.253/0001-51;2023-12-31;16;137001;EMPREENDIMENTOS PAGUE MENOS S.A.;Sul;180;295;47
06.977.751/0001-49;2023-12-31;11;133016;BR PROPERTIES S.A.;Centro-Oeste;0;1;0
06.977.751/0001-49;2023-12-31;11;133016;BR PROPERTIES S.A.;Exterior;0;0;0
06.977.751/0001-49;2023-12-31;11;133016;BR PROPERTIES S.A.;Nordeste;0;0;0
06.977.751/0001-49;2023-12-31;11;133016;BR PROPERTIES S.A.;Norte;0;0;0
06.977.751/0001-49;2023-12-31;11;133016;BR PROPERTIES S.A.;Sudeste;11;52;12
06.977.751/0001-49;2023-12-31;11;133016;BR PROPERTIES S.A.;Sul;0;0;0
07.040.108/0001-57;2023-12-31;7;136578;CAGECE - CIA DE AGUA E ESGOTO DO CEARA;Centro-Oeste;0;0;0
07.040.108/0001-57;2023-12-31;7;136578;CAGECE - CIA DE AGUA E ESGOTO DO CEARA;Exterior;0;0;0
07.040.108/0001-57;2023-12-31;7;136578;CAGECE - CIA DE AGUA E ESGOTO DO CEARA;Nordeste;14;468;703
07.040.108/0001-57;2023-12-31;7;136578;CAGECE - CIA DE AGUA E ESGOTO DO CEARA;Norte;0;0;0
07.040.108/0001-57;2023-12-31;7;136578;CAGECE - CIA DE AGUA E ESGOTO DO CEARA;Sudeste;0;0;0
07.040.108/0001-57;2023-12-31;7;136578;CAGECE - CIA DE AGUA E ESGOTO DO CEARA;Sul;0;0;0
07.043.628/0001-13;2023-12-31;2;128407;CLARO TELECOM PARTICIPAÇÕES S.A.;Centro-Oeste;0;0;0
07.043.628/0001-13;2023-12-31;2;128407;CLARO TELECOM PARTICIPAÇÕES S.A.;Exterior;0;0;0
07.043.628/0001-13;2023-12-31;2;128407;CLARO TELECOM PARTICIPAÇÕES S.A.;Nordeste;0;0;0
07.043.628/0001-13;2023-12-31;2;128407;CLARO TELECOM PARTICIPAÇÕES S.A.;Norte;0;0;0
07.043.628/0001-13;2023-12-31;2;128407;CLARO TELECOM PARTICIPAÇÕES S.A.;Sudeste;0;0;2
07.043.628/0001-13;2023-12-31;2;128407;CLARO TELECOM PARTICIPAÇÕES S.A.;Sul;0;0;0
07.047.251/0001-70;2023-12-31;8;136509;CIA ENERGETICA DO CEARA - COELCE;Centro-Oeste;0;0;0
07.047.251/0001-70;2023-12-31;8;136509;CIA ENERGETICA DO CEARA - COELCE;Exterior;0;0;0
07.047.251/0001-70;2023-12-31;8;136509;CIA ENERGETICA DO CEARA - COELCE;Nordeste;108;716;160
07.047.251/0001-70;2023-12-31;8;136509;CIA ENERGETICA DO CEARA - COELCE;Norte;0;0;0
07.047.251/0001-70;2023-12-31;8;136509;CIA ENERGETICA DO CEARA - COELCE;Sudeste;6;53;6
07.047.251/0001-70;2023-12-31;8;136509;CIA ENERGETICA DO CEARA - COELCE;Sul;0;0;0
07.206.816/0001-15;2023-12-31;3;135587;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;Centro-Oeste;5;45;4
07.206.816/0001-15;2023-12-31;3;135587;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;Exterior;0;0;0
07.206.816/0001-15;2023-12-31;3;135587;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;Nordeste;2223;7425;1138
07.206.816/0001-15;2023-12-31;3;135587;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;Norte;6;55;5
07.206.816/0001-15;2023-12-31;3;135587;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;Sudeste;702;2793;645
07.206.816/0001-15;2023-12-31;3;135587;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;Sul;263;734;117
07.237.373/0001-20;2023-12-31;20;136818;BCO NORDESTE DO BRASIL S.A.;Centro-Oeste;20;262;99
07.237.373/0001-20;2023-12-31;20;136818;BCO NORDESTE DO BRASIL S.A.;Exterior;0;0;0
07.237.373/0001-20;2023-12-31;20;136818;BCO NORDESTE DO BRASIL S.A.;Nordeste;234;4213;1753
07.237.373/0001-20;2023-12-31;20;136818;BCO NORDESTE DO BRASIL S.A.;Norte;0;0;0
07.237.373/0001-20;2023-12-31;20;136818;BCO NORDESTE DO BRASIL S.A.;Sudeste;0;8;5
07.237.373/0001-20;2023-12-31;20;136818;BCO NORDESTE DO BRASIL S.A.;Sul;0;0;0
07.253.321/0001-47;2023-12-31;2;135697;CARBOMIL SA MINER. E INDUSTRIA;Centro-Oeste;0;0;0
07.253.321/0001-47;2023-12-31;2;135697;CARBOMIL SA MINER. E INDUSTRIA;Exterior;0;0;0
07.253.321/0001-47;2023-12-31;2;135697;CARBOMIL SA MINER. E INDUSTRIA;Nordeste;0;10;4
07.253.321/0001-47;2023-12-31;2;135697;CARBOMIL SA MINER. E INDUSTRIA;Norte;0;0;0
07.253.321/0001-47;2023-12-31;2;135697;CARBOMIL SA MINER. E INDUSTRIA;Sudeste;0;0;0
07.253.321/0001-47;2023-12-31;2;135697;CARBOMIL SA MINER. E INDUSTRIA;Sul;0;0;0
07.275.159/0001-68;2023-12-31;7;137227;PETROLEO LUB DO NORDESTE SA;Centro-Oeste;0;0;0
07.275.159/0001-68;2023-12-31;7;137227;PETROLEO LUB DO NORDESTE SA;Exterior;0;0;0
07.275.159/0001-68;2023-12-31;7;137227;PETROLEO LUB DO NORDESTE SA;Nordeste;0;2;0
07.275.159/0001-68;2023-12-31;7;137227;PETROLEO LUB DO NORDESTE SA;Norte;0;0;0
07.275.159/0001-68;2023-12-31;7;137227;PETROLEO LUB DO NORDESTE SA;Sudeste;0;0;0
07.275.159/0001-68;2023-12-31;7;137227;PETROLEO LUB DO NORDESTE SA;Sul;0;0;0
07.334.600/0001-35;2023-12-31;1;127088;MARINA DE IRACEMA PARK SA;Centro-Oeste;0;0;0
07.334.600/0001-35;2023-12-31;1;127088;MARINA DE IRACEMA PARK SA;Exterior;0;0;0
07.334.600/0001-35;2023-12-31;1;127088;MARINA DE IRACEMA PARK SA;Nordeste;52;132;20
07.334.600/0001-35;2023-12-31;1;127088;MARINA DE IRACEMA PARK SA;Norte;0;0;0
07.334.600/0001-35;2023-12-31;1;127088;MARINA DE IRACEMA PARK SA;Sudeste;0;0;0
07.334.600/0001-35;2023-12-31;1;127088;MARINA DE IRACEMA PARK SA;Sul;0;0;0
07.415.333/0001-20;2023-12-31;9;136208;SIMPAR S.A.;Centro-Oeste;730;1202;218
07.415.333/0001-20;2023-12-31;9;136208;SIMPAR S.A.;Exterior;0;1;0
07.415.333/0001-20;2023-12-31;9;136208;SIMPAR S.A.;Nordeste;2455;3344;588
07.415.333/0001-20;2023-12-31;9;136208;SIMPAR S.A.;Norte;491;1626;191
07.415.333/0001-20;2023-12-31;9;136208;SIMPAR S.A.;Sudeste;8906;15451;3850
07.415.333/0001-20;2023-12-31;9;136208;SIMPAR S.A.;Sul;1083;2217;513
07.437.016/0001-05;2023-12-31;1;127753;CINESYSTEM S.A.;Centro-Oeste;0;0;0
07.437.016/0001-05;2023-12-31;1;127753;CINESYSTEM S.A.;Exterior;0;0;0
07.437.016/0001-05;2023-12-31;1;127753;CINESYSTEM S.A.;Nordeste;67;38;2
07.437.016/0001-05;2023-12-31;1;127753;CINESYSTEM S.A.;Norte;30;10;0
07.437.016/0001-05;2023-12-31;1;127753;CINESYSTEM S.A.;Sudeste;144;86;11
07.437.016/0001-05;2023-12-31;1;127753;CINESYSTEM S.A.;Sul;108;79;12
07.526.557/0001-00;2023-12-31;14;136881;AMBEV S.A.;Centro-Oeste;518;815;100
07.526.557/0001-00;2023-12-31;14;136881;AMBEV S.A.;Exterior;0;0;0
07.526.557/0001-00;2023-12-31;14;136881;AMBEV S.A.;Nordeste;1399;3087;351
07.526.557/0001-00;2023-12-31;14;136881;AMBEV S.A.;Norte;291;584;74
07.526.557/0001-00;2023-12-31;14;136881;AMBEV S.A.;Sudeste;5380;10485;1108
07.526.557/0001-00;2023-12-31;14;136881;AMBEV S.A.;Sul;1320;2469;227
07.594.978/0001-78;2023-12-31;16;138419;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;Centro-Oeste;234;243;4
07.594.978/0001-78;2023-12-31;16;138419;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;Exterior;0;1;0
07.594.978/0001-78;2023-12-31;16;138419;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;Nordeste;332;445;7
07.594.978/0001-78;2023-12-31;16;138419;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;Norte;1;0;0
07.594.978/0001-78;2023-12-31;16;138419;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;Sudeste;2070;2642;79
07.594.978/0001-78;2023-12-31;16;138419;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;Sul;138;152;8
07.689.002/0001-89;2023-12-31;9;138085;EMBRAER S.A.;Centro-Oeste;0;35;4
07.689.002/0001-89;2023-12-31;9;138085;EMBRAER S.A.;Exterior;307;1294;698
07.689.002/0001-89;2023-12-31;9;138085;EMBRAER S.A.;Nordeste;0;0;0
07.689.002/0001-89;2023-12-31;9;138085;EMBRAER S.A.;Norte;0;0;0
07.689.002/0001-89;2023-12-31;9;138085;EMBRAER S.A.;Sudeste;2368;10565;1421
07.689.002/0001-89;2023-12-31;9;138085;EMBRAER S.A.;Sul;6;17;2
07.704.246/0001-93;2023-12-31;3;137029;DATORA PARTICIPAÇÕES E SERVIÇOS S.A.;Centro-Oeste;0;0;0
07.704.246/0001-93;2023-12-31;3;137029;DATORA PARTICIPAÇÕES E SERVIÇOS S.A.;Exterior;2;4;0
07.704.246/0001-93;2023-12-31;3;137029;DATORA PARTICIPAÇÕES E SERVIÇOS S.A.;Nordeste;0;0;0
07.704.246/0001-93;2023-12-31;3;137029;DATORA PARTICIPAÇÕES E SERVIÇOS S.A.;Norte;0;0;0
07.704.246/0001-93;2023-12-31;3;137029;DATORA PARTICIPAÇÕES E SERVIÇOS S.A.;Sudeste;40;154;22
07.704.246/0001-93;2023-12-31;3;137029;DATORA PARTICIPAÇÕES E SERVIÇOS S.A.;Sul;0;0;0
07.718.269/0001-57;2023-12-31;9;139822;SPRINGS GLOBAL PARTICIPACOES S.A.;Centro-Oeste;0;0;0
07.718.269/0001-57;2023-12-31;9;139822;SPRINGS GLOBAL PARTICIPACOES S.A.;Exterior;1;0;0
07.718.269/0001-57;2023-12-31;9;139822;SPRINGS GLOBAL PARTICIPACOES S.A.;Nordeste;0;0;0
07.718.269/0001-57;2023-12-31;9;139822;SPRINGS GLOBAL PARTICIPACOES S.A.;Norte;0;0;0
07.718.269/0001-57;2023-12-31;9;139822;SPRINGS GLOBAL PARTICIPACOES S.A.;Sudeste;0;2;12
07.718.269/0001-57;2023-12-31;9;139822;SPRINGS GLOBAL PARTICIPACOES S.A.;Sul;0;0;0
07.816.890/0001-53;2023-12-31;7;137757;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Centro-Oeste;0;1;0
07.816.890/0001-53;2023-12-31;7;137757;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Exterior;0;0;0
07.816.890/0001-53;2023-12-31;7;137757;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Nordeste;0;1;0
07.816.890/0001-53;2023-12-31;7;137757;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Norte;0;0;0
07.816.890/0001-53;2023-12-31;7;137757;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Sudeste;61;199;39
07.816.890/0001-53;2023-12-31;7;137757;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Sul;5;5;1
07.820.907/0001-46;2023-12-31;4;133675;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Centro-Oeste;0;0;0
07.820.907/0001-46;2023-12-31;4;133675;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Exterior;0;0;0
07.820.907/0001-46;2023-12-31;4;133675;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Nordeste;0;0;0
07.820.907/0001-46;2023-12-31;4;133675;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Norte;0;0;0
07.820.907/0001-46;2023-12-31;4;133675;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Sudeste;2;15;1
07.820.907/0001-46;2023-12-31;4;133675;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Sul;0;0;0
07.857.093/0001-14;2023-12-31;7;134376;AURA MINERALS INC.;Centro-Oeste;99;190;13
07.857.093/0001-14;2023-12-31;7;134376;AURA MINERALS INC.;Exterior;149;448;70
07.857.093/0001-14;2023-12-31;7;134376;AURA MINERALS INC.;Nordeste;0;0;0
07.857.093/0001-14;2023-12-31;7;134376;AURA MINERALS INC.;Norte;65;92;4
07.857.093/0001-14;2023-12-31;7;134376;AURA MINERALS INC.;Sudeste;4;14;1
07.857.093/0001-14;2023-12-31;7;134376;AURA MINERALS INC.;Sul;0;0;0
07.857.850/0001-50;2023-12-31;9;134240;GP INVESTMENTS, LTD.;Centro-Oeste;0;0;0
07.857.850/0001-50;2023-12-31;9;134240;GP INVESTMENTS, LTD.;Exterior;0;4;3
07.857.850/0001-50;2023-12-31;9;134240;GP INVESTMENTS, LTD.;Nordeste;0;0;0
07.857.850/0001-50;2023-12-31;9;134240;GP INVESTMENTS, LTD.;Norte;0;0;0
07.857.850/0001-50;2023-12-31;9;134240;GP INVESTMENTS, LTD.;Sudeste;14;13;3
07.857.850/0001-50;2023-12-31;9;134240;GP INVESTMENTS, LTD.;Sul;0;0;0
07.859.510/0001-68;2023-12-31;3;131289;JHSF MALLS S.A.;Centro-Oeste;0;0;0
07.859.510/0001-68;2023-12-31;3;131289;JHSF MALLS S.A.;Exterior;0;0;0
07.859.510/0001-68;2023-12-31;3;131289;JHSF MALLS S.A.;Nordeste;0;0;0
07.859.510/0001-68;2023-12-31;3;131289;JHSF MALLS S.A.;Norte;0;0;0
07.859.510/0001-68;2023-12-31;3;131289;JHSF MALLS S.A.;Sudeste;21;44;8
07.859.510/0001-68;2023-12-31;3;131289;JHSF MALLS S.A.;Sul;0;0;0
07.859.971/0001-30;2023-12-31;18;137638;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;Centro-Oeste;10;68;10
07.859.971/0001-30;2023-12-31;18;137638;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;Exterior;0;0;0
07.859.971/0001-30;2023-12-31;18;137638;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;Nordeste;11;136;15
07.859.971/0001-30;2023-12-31;18;137638;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;Norte;8;57;5
07.859.971/0001-30;2023-12-31;18;137638;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;Sudeste;57;258;43
07.859.971/0001-30;2023-12-31;18;137638;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;Sul;8;41;5
07.882.930/0001-65;2023-12-31;9;137635;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;Centro-Oeste;0;0;0
07.882.930/0001-65;2023-12-31;9;137635;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;Exterior;0;0;0
07.882.930/0001-65;2023-12-31;9;137635;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;Nordeste;0;0;0
07.882.930/0001-65;2023-12-31;9;137635;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;Norte;0;0;0
07.882.930/0001-65;2023-12-31;9;137635;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;Sudeste;267;375;41
