CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Tipo_Ativo;Descricao_Ativo;Duracao;Evento_Perda_Direito;Consequencia_Perda_Direito
07.628.528/0001-59;2023-06-30;15;132717;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;Marcas;BRASILAGRO - n°829541870;10 anos a partir da concessão;Os pedidos de registro ainda não concedidos pelo INPI podem ser indeferidos. Os registros de marca já concedidos podem ser contestados, por exemplo, por meio de processos de nulidade, na hipótese de um registro ter sido concedido em desacordo com a Lei 9.279/96 ou, ainda, por meio de requerimentos de caducidade, parcial ou total, na hipótese da marca não estar sendo utilizada tal e qual concedida e para assinalar todos os produtos ou serviços contidos no certificado de registro. No âmbito judicial, embora a Companhia seja titular do registro de diversas de suas marcas, não é possível assegurar que terceiros não venham a alegar que a Companhia está violando seus direitos de propriedade intelectual e eventualmente obtenham alguma vitória. A manutenção dos registros de marcas é realizada por meio dopagamento periódico de retribuições ao INPI. O pagamento das devidas taxas é imprescindível para evitar a extinção dos registros e a consequente cessação dos direitos do titular.;Não há como quantificar o impacto além do já descrito abaixo. A perda dos direitos sobre as marcas implica a impossibilidade de impedir terceiros de utilizar marcas idênticas ou semelhantes para assinalar, inclusive, serviços ou produtos concorrentes, uma vez que o titular deixa de deter o direito de uso exclusivo sobre o sinal. Existe ainda, a possibilidade de o titular sofrer demandas judiciais na esfera penal e cível, por uso indevido em caso de violação de direitos de terceiros podendo resultar na impossibilidade de utilizar as marcas na condução de suas atividades.
07.628.528/0001-59;2023-06-30;15;132717;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;Marcas;BRASILAGRO - COMPANHIA BRASILEIRA DE PROPRIEDADES AGRICOLAS - n° 828045100;10 anos a partir da concessão;Os pedidos de registro ainda não concedidos pelo INPI podem ser indeferidos. Os registros de marca já concedidos podem ser contestados, por exemplo, por meio de processos de nulidade, na hipótese de um registro ter sido concedido em desacordo com a Lei 9.279/96 ou, ainda, por meio de requerimentos de caducidade, parcial ou total, na hipótese da marca não estar sendo utilizada tal e qual concedida e para assinalar todos os produtos ou serviços contidos no certificado de registro. No âmbito judicial, embora a Companhia seja titular do registro de diversas de suas marcas, não é possível assegurar que terceiros não venham a alegar que a Companhia está violando seus direitos de propriedade intelectual e eventualmente obtenham alguma vitória. A manutenção dos registros de marcas é realizada por meio dopagamento periódico de retribuições ao INPI. O pagamento das devidas taxas é imprescindível para evitar a extinção dos registros e a consequente cessação dos direitos do titular.;Não há como quantificar o impacto além do já descrito abaixo. A perda dos direitos sobre as marcas implica a impossibilidade de impedir terceiros de utilizar marcas idênticas ou semelhantes para assinalar, inclusive, serviços ou produtos concorrentes, uma vez que o titular deixa de deter o direito de uso exclusivo sobre o sinal. Existe ainda, apossibilidade de o titular sofrer demandas judiciais na esfera penal e cível, por uso indevido em caso de violação de direitos de terceiros podendo resultar na impossibilidade de utilizar as marcas na condução de suas atividades.
07.628.528/0001-59;2023-06-30;15;132717;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;Marcas;BRASILAGRO - COMPANHIA BRASILEIRA DE PROPRIEDADES AGROPECUARIAS - n° 827971583;10 anos a partir da concessão;Os pedidos de registro ainda não concedidos pelo INPI podem ser indeferidos. Os registros de marca já concedidos podem ser contestados, por exemplo, por meio de processos de nulidade, na hipótese de um registro ter sido concedido em desacordo com a Lei 9.279/96 ou, ainda, por meio de requerimentos de caducidade, parcial ou total, na hipótese da marca não estar sendo utilizada tal e qual concedida e para assinalar todos os produtos ou serviços contidos no certificado de registro. No âmbito judicial, embora a Companhia seja titular do registro de diversas de suas marcas, não é possível assegurar que terceiros não venham a alegar que a Companhia está violando seus direitos de propriedade intelectual e eventualmente obtenham alguma vitória. A manutenção dos registros de marcas é realizada por meio dopagamento periódico de retribuições ao INPI. O pagamento das devidas taxas imprescindível para evitar a extinção dosregistros e a consequente cessação dos direitos do titular.;Não há como quantificar o impacto além do já descrito abaixo. A perda dos direitos sobre as marcas implica a impossibilidade de impedir terceiros de utilizar marcas idênticas ou semelhantes para assinalar, inclusive, serviços ou produtos concorrentes, uma vez que o titular deixa de deter o direito de uso exclusivo sobre o sinal. Existe ainda, apossibilidade de o titular sofrer demandas judiciais na esfera penal e cível, por uso indevido em caso de violação de direitos de terceiros podendo resultar na impossibilidade de utilizar as marcas na condução de suas atividades.
07.628.528/0001-59;2023-06-30;15;132717;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;Marcas;BRASILAGRO -COMPANHIA BRASILEIRA DE PROPRIEDADES AGROPECUARIAS - n° 827971567;10 anos a partir da concessão;Os pedidos de registro ainda não concedidos pelo INPI podem ser indeferidos. Os registros de marca já concedidos podem ser contestados, por exemplo, por meio de processos de nulidade, na hipótese de um registro ter sido concedido em desacordo com a Lei 9.279/96 ou, ainda, por meio de requerimentos de caducidade, parcial ou total, na hipótese da marca não estar sendo utilizada tal e qual concedida e para assinalar todos os produtos ou serviços contidos no certificado de registro. No âmbito judicial, embora a Companhia seja titular do registro de diversas de suas marcas, não é possível assegurar que terceiros não venham a alegar que a Companhia está violando seus direitos de propriedade intelectual e eventualmente obtenham alguma vitória. A manutenção dos registros de marcas é realizada por meio dopagamento periódico de retribuições ao INPI. O pagamento das devidas taxas é imprescindível para evitar a extinção dos registros e a consequente cessação dos direitos do titular.;Não há como quantificar o impacto além do já descrito abaixo. A perda dos direitos sobre as marcas implica a impossibilidade de impedir terceiros de utilizar marcas idênticas ou semelhantes para assinalar, inclusive, serviços ou produtos concorrentes, uma vez que o titular deixa de deter o direito de uso exclusivo sobre o sinal. Existe ainda, apossibilidade de o titular sofrer demandas judiciais na esfera penal e cível, por uso indevido em caso de violação de direitos de terceiros podendo resultar na impossibilidade de utilizar as marcas na condução de suas atividades.
07.628.528/0001-59;2023-06-30;15;132717;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;Marcas;BRASILAGRO - n° 829541853;10 anos a partir da concessão;Os pedidos de registro ainda não concedidos pelo INPI podem ser indeferidos. Os registros de marca já concedidos podem ser contestados, por exemplo, por meio de processos de nulidade, na hipótese de um registro ter sido concedido em desacordo com a Lei 9.279/96 ou, ainda, por meio de requerimentos de caducidade, parcial ou total, na hipótese da marca não estar sendo utilizada tal e qual concedida e para assinalar todos os produtos ou serviços contidos no certificado de registro. No âmbito judicial, embora a Companhia seja titular do registro de diversas de suas marcas, não é possível assegurar que terceiros não venham a alegar que a Companhia está violando seus direitos de propriedade intelectual e eventualmente obtenham alguma vitória. A manutenção dos registros de marcas é realizada por meio do pagamento periódico de retribuições ao INPI. O pagamento das devidas taxas é imprescindível para evitar a extinção dos registros e a consequente cessação dos direitos do titular.;Não há como quantificar o impacto além do já descrito abaixo. A perda dos direitos sobre as marcas implica a impossibilidade de impedir terceiros de utilizar marcas idênticas ou semelhantes para assinalar, inclusive, serviços ou produtos concorrentes, uma vez que o titular deixa de deter o direito de uso exclusivo sobre o sinal.Existe ainda, apossibilidade de o titular sofrer demandas judiciais na esfera penal e cível, por uso indevido em caso de violação de direitos de terceiros podendo resultar na impossibilidade de utilizar as marcas na condução de suas atividades.
07.628.528/0001-59;2023-06-30;15;132717;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;Marcas;BRASILAGRO -COMPANHIA BRASILEIRA DE PROPRIEDADES AGROPECUARIAS - n° 827971575;10 anos a partir da concessão;Os pedidos de registro ainda não concedidos pelo INPI podem ser indeferidos. Os registros de marca já concedidos podem ser contestados, por exemplo, por meio de processos de nulidade, na hipótese de um registro ter sido concedido em desacordo com a Lei 9.279/96 ou, ainda, por meio de requerimentos de caducidade, parcial outotal, na hipótese da marca não estar sendo utilizada tal e qual concedida e para assinalar todos os produtos ouserviços contidos no certificado de registro. No âmbito judicial, embora a Companhia seja titular do registro dediversas de suas marcas, não é possível assegurar que terceiros não venham a alegar que a Companhia está violando seus direitos de propriedade intelectual e eventualmente obtenham alguma vitória. A manutenção dos registros de marcas é realizada por meio do pagamento periódico de retribuições a INPI. O pagamento das devidas taxas é imprescindível para evitar a extinção dos registros e a consequente cessação dos direitos do titular.;Não há como quantificar o impacto além do já descrito abaixo. A perda dos direitos sobre as marcas implica a impossibilidade de impedir terceiros de utilizar marcas idênticas ou semelhantes para assinalar, inclusive, serviços ou produtos concorrentes, uma vez que o titular deixa de deter o direito de uso exclusivo sobre o sinal. Existe ainda, a possibilidade de o titular sofrer demandas judiciais na esfera penal e cível, por uso indevido em caso de violação de direitos de terceiros podendo resultar na impossibilidade de utilizar as marcas na condução de suas atividades.
07.628.528/0001-59;2023-06-30;15;132717;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;Marcas;AGRIFIRMA - nº830154620;10 anos a partir da concessão;Os pedidos de registro ainda não concedidos pelo INPI podem ser indeferidos. Os registros de marca já concedidos podem ser contestados, por exemplo, por meio de processos de nulidade, na hipótese de um registro ter sido concedido em desacordo com a Lei 9.279/96 ou, ainda, por meio de requerimentos de caducidade, parcial ou total, na hipótese da marca não estar sendo utilizada tal e qual concedida e para assinalar todos os produtos ou serviços contidos no certificado de registro. No âmbito judicial, embora a Companhia seja titular do registro de diversas de suas marcas, não é possível assegurar que terceiros não venham a alegar que a Companhia está violando seus direitos de propriedade intelectual e eventualmente obtenham alguma vitória. A manutenção dos registros de marcas é realizada por meio do pagamento periódico de retribuições a INPI. O pagamento das devidas taxas é imprescindível para evitar a extinção dos registros e a consequente cessação dos direitos do titular.;Não há como quantificar o impacto além do já descrito abaixo. A perda dos direitos sobre as marcas implica a impossibilidade de impedir terceiros de utilizar marcas idênticas ou semelhantes para assinalar, inclusive, serviços ou produtos concorrentes, uma vez que o titular deixa de deter o direito de uso exclusivo sobre o sinal. Existe ainda, a possibilidade de o titular sofrer demandas judiciais na esfera penal e cível, por uso indevido em caso de violação de direitos de terceiros podendo resultar na impossibilidade de utilizar as marcas na condução de suas atividades.
08.322.396/0001-03;2023-03-31;4;130511;CERRADINHO BIOENERGIA S.A.;Marcas;Registro nº 904494802 para a marca "C CERRADINHO BIO", na Classe NCL(10) 35;Até 29/05/2028;No âmbito administrativo (junto ao INPI), a manutenção dos registros de marcas é realizada através do pagamento periódico de retribuições ao órgão competente. A extinção da marca pode ocorrer pela expiração do prazo de vigência, pela renúncia do titular, pela caducidade do direito ou pela inobservância de algum aspecto requerido pelo INPI, de acordo com a Lei nº 9.279/96 e demais legislações correlatas. No âmbito judicial, não é possível assegurar que terceiros não venham a alegar que a Companhia está violando seus direitos de propriedade intelectual e eventualmente obtenham alguma vitória.;A eventual perda dos direitos sobre as marcas registradas acarretaria o fim do direito de uso exclusivo sobre as mesmas e a Companhia enfrentaria dificuldades para impedir terceiros de utilizar marcas idênticas ou semelhantes, inclusive para identificar produtos ou serviços concorrentes. Há ainda, a possibilidade de a Companhia sofrer demandas judiciais nas esferas penal e cível, por uso indevido de marca, em caso de violação de direitos de terceiros.
08.322.396/0001-03;2023-03-31;4;130511;CERRADINHO BIOENERGIA S.A.;Marcas;Registro nº 904494969 para a marca "C CERRADINHO BIO", na Classe NCL(10) 37;Até 15/09/2025;No âmbito administrativo (junto ao INPI), a manutenção dos registros de marcas é realizada através do pagamento periódico de retribuições ao órgão competente. A extinção da marca pode ocorrer pela expiração do prazo de vigência, pela renúncia do titular, pela caducidade do direito ou pela inobservância de algum aspecto requerido pelo INPI, de acordo com a Lei nº 9.279/96 e demais legislações correlatas. No âmbito judicial, não é possível assegurar que terceiros não venham a alegar que a Companhia está violando seus direitos de propriedade intelectual e eventualmente obtenham alguma vitória.;A eventual perda dos direitos sobre as marcas registradas acarretaria o fim do direito de uso exclusivo sobre as mesmas e a Companhia enfrentaria dificuldades para impedir terceiros de utilizar marcas idênticas ou semelhantes, inclusive para identificar produtos ou serviços concorrentes. Há ainda, a possibilidade de a Companhia sofrer demandas judiciais nas esferas penal e cível, por uso indevido de marca, em caso de violação de direitos de terceiros.
08.322.396/0001-03;2023-03-31;4;130511;CERRADINHO BIOENERGIA S.A.;Marcas;Registro nº 904495175 para a marca "C CERRADINHO BIO", na Classe NCL(10) 39;Até 24/07/2028;No âmbito administrativo (junto ao INPI), a manutenção dos registros de marcas é realizada através do pagamento periódico de retribuições ao órgão competente. A extinção da marca pode ocorrer pela expiração do prazo de vigência, pela renúncia do titular, pela caducidade do direito ou pela inobservância de algum aspecto requerido pelo INPI, de acordo com a Lei nº 9.279/96 e demais legislações correlatas. No âmbito judicial, não é possível assegurar que terceiros não venham a alegar que a Companhia está violando seus direitos de propriedade intelectual e eventualmente obtenham alguma vitória.;A eventual perda dos direitos sobre as marcas registradas acarretaria o fim do direito de uso exclusivo sobre as mesmas e a Companhia enfrentaria dificuldades para impedir terceiros de utilizar marcas idênticas ou semelhantes, inclusive para identificar produtos ou serviços concorrentes. Há ainda, a possibilidade de a Companhia sofrer demandas judiciais nas esferas penal e cível, por uso indevido de marca, em caso de violação de direitos de terceiros.
08.322.396/0001-03;2023-03-31;4;130511;CERRADINHO BIOENERGIA S.A.;Marcas;Pedido de registro nº 904495213 para a marca "C CERRADINHO BIO", na Classe NCL(10) 40;N/A;Não aplicável, trata-se de pedido de registro, que ainda pode ser indeferido pelo INPI. De acordo com a legislação brasileira, o uso exclusivo de uma marca para distinguir produtos ou serviços em todo o território nacional, com a prerrogativa de impedir quaisquer terceiros não autorizados de utilizá-la, somente é assegurado ao titular do registro validamente concedido pelo INPI. Contudo, de acordo com a LPI, a Companhia tem direito de precedência de registro sobre outras marcas idênticas ou semelhantes e ainda tem assegurado o direito de zelar pela integridade material e reputação da marca, mesmo antes de concedido o registro pelo INPI.;Não aplicável, trata-se de pedido de registro, a Companhia tem mera expectativa de direito.
08.322.396/0001-03;2023-03-31;4;130511;CERRADINHO BIOENERGIA S.A.;Marcas;Registro nº 904495230 para a marca "C CERRADINHO BIO", na Classe NCL(10) 44;Até 08/12/2025;No âmbito administrativo (junto ao INPI), a manutenção dos registros de marcas é realizada através do pagamento periódico de retribuições ao órgão competente. A extinção da marca pode ocorrer pela expiração do prazo de vigência, pela renúncia do titular, pela caducidade do direito ou pela inobservância de algum aspecto requerido pelo INPI, de acordo com a Lei nº 9.279/96 e demais legislações correlatas. No âmbito judicial, não é possível assegurar que terceiros não venham a alegar que a Companhia está violando seus direitos de propriedade intelectual e eventualmente obtenham alguma vitória.;A eventual perda dos direitos sobre as marcas registradas acarretaria o fim do direito de uso exclusivo sobre as mesmas e a Companhia enfrentaria dificuldades para impedir terceiros de utilizar marcas idênticas ou semelhantes, inclusive para identificar produtos ou serviços concorrentes. Há ainda, a possibilidade de a Companhia sofrer demandas judiciais nas esferas penal e cível, por uso indevido de marca, em caso de violação de direitos de terceiros.
08.322.396/0001-03;2023-03-31;4;130511;CERRADINHO BIOENERGIA S.A.;Marcas;Registro nº 909890277 para a marca "DA BIO", na Classe NCL(10) 04;Até 05/12/2027;No âmbito administrativo (junto ao INPI), a manutenção dos registros de marcas é realizada através do pagamento periódico de retribuições ao órgão competente. A extinção da marca pode ocorrer pela expiração do prazo de vigência, pela renúncia do titular, pela caducidade do direito ou pela inobservância de algum aspecto requerido pelo INPI, de acordo com a Lei nº 9.279/96 e demais legislações correlatas. No âmbito judicial, não é possível assegurar que terceiros não venham a alegar que a Companhia está violando seus direitos de propriedade intelectual e eventualmente obtenham alguma vitória.;A eventual perda dos direitos sobre as marcas registradas acarretaria o fim do direito de uso exclusivo sobre as mesmas e a Companhia enfrentaria dificuldades para impedir terceiros de utilizar marcas idênticas ou semelhantes, inclusive para identificar produtos ou serviços concorrentes. Há ainda, a possibilidade de a Companhia sofrer demandas judiciais nas esferas penal e cível, por uso indevido de marca, em caso de violação de direitos de terceiros.
08.322.396/0001-03;2023-03-31;4;130511;CERRADINHO BIOENERGIA S.A.;Marcas;Registro nº 909890404 para a marca "DA BIO", na Classe NCL(10) 30;Até 05/12/2027;No âmbito administrativo (junto ao INPI), a manutenção dos registros de marcas é realizada através do pagamento periódico de retribuições ao órgão competente. A extinção da marca pode ocorrer pela expiração do prazo de vigência, pela renúncia do titular, pela caducidade do direito ou pela inobservância de algum aspecto requerido pelo INPI, de acordo com a Lei nº 9.279/96 e demais legislações correlatas. No âmbito judicial, não é possível assegurar que terceiros não venham a alegar que a Companhia está violando seus direitos de propriedade intelectual e eventualmente obtenham alguma vitória.;A eventual perda dos direitos sobre as marcas registradas acarretaria o fim do direito de uso exclusivo sobre as mesmas e a Companhia enfrentaria dificuldades para impedir terceiros de utilizar marcas idênticas ou semelhantes, inclusive para identificar produtos ou serviços concorrentes. Há ainda, a possibilidade de a Companhia sofrer demandas judiciais nas esferas penal e cível, por uso indevido de marca, em caso de violação de direitos de terceiros.
08.322.396/0001-03;2023-03-31;4;130511;CERRADINHO BIOENERGIA S.A.;Marcas;Registro nº 909890420 para a marca "DA BIO", na Classe NCL(10) 31;Até 05/12/2027;No âmbito administrativo (junto ao INPI), a manutenção dos registros de marcas é realizada através do pagamento periódico de retribuições ao órgão competente. A extinção da marca pode ocorrer pela expiração do prazo de vigência, pela renúncia do titular, pela caducidade do direito ou pela inobservância de algum aspecto requerido pelo INPI, de acordo com a Lei nº 9.279/96 e demais legislações correlatas. No âmbito judicial, não é possível assegurar que terceiros não venham a alegar que a Companhia está violando seus direitos de propriedade intelectual e eventualmente obtenham alguma vitória.;A eventual perda dos direitos sobre as marcas registradas acarretaria o fim do direito de uso exclusivo sobre as mesmas e a Companhia enfrentaria dificuldades para impedir terceiros de utilizar marcas idênticas ou semelhantes, inclusive para identificar produtos ou serviços concorrentes. Há ainda, a possibilidade de a Companhia sofrer demandas judiciais nas esferas penal e cível, por uso indevido de marca, em caso de violação de direitos de terceiros.
08.322.396/0001-03;2023-03-31;4;130511;CERRADINHO BIOENERGIA S.A.;Marcas;Registro nº 909890480 para a marca "DA BIO", na Classe NCL(10) 35;Até 05/12/2027;No âmbito administrativo (junto ao INPI), a manutenção dos registros de marcas é realizada através do pagamento periódico de retribuições ao órgão competente. A extinção da marca pode ocorrer pela expiração do prazo de vigência, pela renúncia do titular, pela caducidade do direito ou pela inobservância de algum aspecto requerido pelo INPI, de acordo com a Lei nº 9.279/96 e demais legislações correlatas. No âmbito judicial, não é possível assegurar que terceiros não venham a alegar que a Companhia está violando seus direitos de propriedade intelectual e eventualmente obtenham alguma vitória.;A eventual perda dos direitos sobre as marcas registradas acarretaria o fim do direito de uso exclusivo sobre as mesmas e a Companhia enfrentaria dificuldades para impedir terceiros de utilizar marcas idênticas ou semelhantes, inclusive para identificar produtos ou serviços concorrentes. Há ainda, a possibilidade de a Companhia sofrer demandas judiciais nas esferas penal e cível, por uso indevido de marca, em caso de violação de direitos de terceiros.
08.322.396/0001-03;2023-03-31;4;130511;CERRADINHO BIOENERGIA S.A.;Marcas;Registro nº 909890510 para a marca "DA BIO", na Classe NCL(10) 40;Até 05/12/2027;No âmbito administrativo (junto ao INPI), a manutenção dos registros de marcas é realizada através do pagamento periódico de retribuições ao órgão competente. A extinção da marca pode ocorrer pela expiração do prazo de vigência, pela renúncia do titular, pela caducidade do direito ou pela inobservância de algum aspecto requerido pelo INPI, de acordo com a Lei nº 9.279/96 e demais legislações correlatas. No âmbito judicial, não é possível assegurar que terceiros não venham a alegar que a Companhia está violando seus direitos de propriedade intelectual e eventualmente obtenham alguma vitória.;A eventual perda dos direitos sobre as marcas registradas acarretaria o fim do direito de uso exclusivo sobre as mesmas e a Companhia enfrentaria dificuldades para impedir terceiros de utilizar marcas idênticas ou semelhantes, inclusive para identificar produtos ou serviços concorrentes. Há ainda, a possibilidade de a Companhia sofrer demandas judiciais nas esferas penal e cível, por uso indevido de marca, em caso de violação de direitos de terceiros.
08.322.396/0001-03;2023-03-31;4;130511;CERRADINHO BIOENERGIA S.A.;Marcas;Registro nº 820298360 para a marca "UC USINA CERRADINHO" na Classe NCL(8) 01;Até 04/11/2023;No âmbito administrativo (junto ao INPI), a manutenção dos registros de marcas é realizada através do pagamento periódico de retribuições ao órgão competente. A extinção da marca pode ocorrer pela expiração do prazo de vigência, pela renúncia do titular, pela caducidade do direito ou pela inobservância de algum aspecto requerido pelo INPI, de acordo com a Lei nº 9.279/96 e demais legislações correlatas. No âmbito judicial, não é possível assegurar que terceiros não venham a alegar que a Companhia está violando seus direitos de propriedade intelectual e eventualmente obtenham alguma vitória.;A eventual perda dos direitos sobre as marcas registradas acarretaria o fim do direito de uso exclusivo sobre as mesmas e a Companhia enfrentaria dificuldades para impedir terceiros de utilizar marcas idênticas ou semelhantes, inclusive para identificar produtos ou serviços concorrentes. Há ainda, a possibilidade de a Companhia sofrer demandas judiciais nas esferas penal e cível, por uso indevido de marca, em caso de violação de direitos de terceiros.
08.322.396/0001-03;2023-03-31;4;130511;CERRADINHO BIOENERGIA S.A.;Marcas;Registro nº 824722353 para a marca "CERRADINHO", na Classe NCL(8) 04;Até 24/04/2027;No âmbito administrativo (junto ao INPI), a manutenção dos registros de marcas é realizada através do pagamento periódico de retribuições ao órgão competente. A extinção da marca pode ocorrer pela expiração do prazo de vigência, pela renúncia do titular, pela caducidade do direito ou pela inobservância de algum aspecto requerido pelo INPI, de acordo com a Lei nº 9.279/96 e demais legislações correlatas. No âmbito judicial, não é possível assegurar que terceiros não venham a alegar que a Companhia está violando seus direitos de propriedade intelectual e eventualmente obtenham alguma vitória.;A eventual perda dos direitos sobre as marcas registradas acarretaria o fim do direito de uso exclusivo sobre as mesmas e a Companhia enfrentaria dificuldades para impedir terceiros de utilizar marcas idênticas ou semelhantes, inclusive para identificar produtos ou serviços concorrentes. Há ainda, a possibilidade de a Companhia sofrer demandas judiciais nas esferas penal e cível, por uso indevido de marca, em caso de violação de direitos de terceiros.
08.322.396/0001-03;2023-03-31;4;130511;CERRADINHO BIOENERGIA S.A.;Marcas;Registro nº 824722345 para a marca "CERRADINHO", na Classe NCL(8) 30;Até 07/10/2024;No âmbito administrativo (junto ao INPI), a manutenção dos registros de marcas é realizada através do pagamento periódico de retribuições ao órgão competente. A extinção da marca pode ocorrer pela expiração do prazo de vigência, pela renúncia do titular, pela caducidade do direito ou pela inobservância de algum aspecto requerido pelo INPI, de acordo com a Lei nº 9.279/96 e demais legislações correlatas. No âmbito judicial, não é possível assegurar que terceiros não venham a alegar que a Companhia está violando seus direitos de propriedade intelectual e eventualmente obtenham alguma vitória.;A eventual perda dos direitos sobre as marcas registradas acarretaria o fim do direito de uso exclusivo sobre as mesmas e a Companhia enfrentaria dificuldades para impedir terceiros de utilizar marcas idênticas ou semelhantes, inclusive para identificar produtos ou serviços concorrentes. Há ainda, a possibilidade de a Companhia sofrer demandas judiciais nas esferas penal e cível, por uso indevido de marca, em caso de violação de direitos de terceiros.
08.322.396/0001-03;2023-03-31;4;130511;CERRADINHO BIOENERGIA S.A.;Marcas;Registro nº 825958962 para a marca "R REFINADO LEVE", na Classe NCL(8) 30;Até 10/07/2027;No âmbito administrativo (junto ao INPI), a manutenção dos registros de marcas é realizada através do pagamento periódico de retribuições ao órgão competente. A extinção da marca pode ocorrer pela expiração do prazo de vigência, pela renúncia do titular, pela caducidade do direito ou pela inobservância de algum aspecto requerido pelo INPI, de acordo com a Lei nº 9.279/96 e demais legislações correlatas. No âmbito judicial, não é possível assegurar que terceiros não venham a alegar que a Companhia está violando seus direitos de propriedade intelectual e eventualmente obtenham alguma vitória.;A eventual perda dos direitos sobre as marcas registradas acarretaria o fim do direito de uso exclusivo sobre as mesmas e a Companhia enfrentaria dificuldades para impedir terceiros de utilizar marcas idênticas ou semelhantes, inclusive para identificar produtos ou serviços concorrentes. Há ainda, a possibilidade de a Companhia sofrer demandas judiciais nas esferas penal e cível, por uso indevido de marca, em caso de violação de direitos de terceiros.
08.322.396/0001-03;2023-03-31;4;130511;CERRADINHO BIOENERGIA S.A.;Marcas;Registro nº 827787278 para a marca "PROJETO CRIANÇA DOCE ENERGIA", na Classe NCL(8) 41;Até 20/04/2030;No âmbito administrativo (junto ao INPI), a manutenção dos registros de marcas é realizada através do pagamento periódico de retribuições ao órgão competente. A extinção da marca pode ocorrer pela expiração do prazo de vigência, pela renúncia do titular, pela caducidade do direito ou pela inobservância de algum aspecto requerido pelo INPI, de acordo com a Lei nº 9.279/96 e demais legislações correlatas. No âmbito judicial, não é possível assegurar que terceiros não venham a alegar que a Companhia está violando seus direitos de propriedade intelectual e eventualmente obtenham alguma vitória.;A eventual perda dos direitos sobre as marcas registradas acarretaria o fim do direito de uso exclusivo sobre as mesmas e a Companhia enfrentaria dificuldades para impedir terceiros de utilizar marcas idênticas ou semelhantes, inclusive para identificar produtos ou serviços concorrentes. Há ainda, a possibilidade de a Companhia sofrer demandas judiciais nas esferas penal e cível, por uso indevido de marca, em caso de violação de direitos de terceiros.
08.322.396/0001-03;2023-03-31;4;130511;CERRADINHO BIOENERGIA S.A.;Marcas;Registro nº 828271542 para a marca "AGROENERGIA AGROPECUÁRIA", na Classe NCL(8) 31;Até 01/04/2028;No âmbito administrativo (junto ao INPI), a manutenção dos registros de marcas é realizada através do pagamento periódico de retribuições ao órgão competente. A extinção da marca pode ocorrer pela expiração do prazo de vigência, pela renúncia do titular, pela caducidade do direito ou pela inobservância de algum aspecto requerido pelo INPI, de acordo com a Lei nº 9.279/96 e demais legislações correlatas. No âmbito judicial, não é possível assegurar que terceiros não venham a alegar que a Companhia está violando seus direitos de propriedade intelectual e eventualmente obtenham alguma vitória.;A eventual perda dos direitos sobre as marcas registradas acarretaria o fim do direito de uso exclusivo sobre as mesmas e a Companhia enfrentaria dificuldades para impedir terceiros de utilizar marcas idênticas ou semelhantes, inclusive para identificar produtos ou serviços concorrentes. Há ainda, a possibilidade de a Companhia sofrer demandas judiciais nas esferas penal e cível, por uso indevido de marca, em caso de violação de direitos de terceiros.
08.322.396/0001-03;2023-03-31;4;130511;CERRADINHO BIOENERGIA S.A.;Marcas;Registro nº 828271550 para a marca "AGROENERGIA AGROPECUÁRIA", na Classe NCL(8) 35;Até 01/04/2028;No âmbito administrativo (junto ao INPI), a manutenção dos registros de marcas é realizada através do pagamento periódico de retribuições ao órgão competente. A extinção da marca pode ocorrer pela expiração do prazo de vigência, pela renúncia do titular, pela caducidade do direito ou pela inobservância de algum aspecto requerido pelo INPI, de acordo com a Lei nº 9.279/96 e demais legislações correlatas. No âmbito judicial, não é possível assegurar que terceiros não venham a alegar que a Companhia está violando seus direitos de propriedade intelectual e eventualmente obtenham alguma vitória.;A eventual perda dos direitos sobre as marcas registradas acarretaria o fim do direito de uso exclusivo sobre as mesmas e a Companhia enfrentaria dificuldades para impedir terceiros de utilizar marcas idênticas ou semelhantes, inclusive para identificar produtos ou serviços concorrentes. Há ainda, a possibilidade de a Companhia sofrer demandas judiciais nas esferas penal e cível, por uso indevido de marca, em caso de violação de direitos de terceiros.
08.322.396/0001-03;2023-03-31;4;130511;CERRADINHO BIOENERGIA S.A.;Marcas;Registro nº 828271569 para a marca "AGROENERGIA AGROPECUÁRIA", na Classe NCL(8) 44;Até 01/04/2028;No âmbito administrativo (junto ao INPI), a manutenção dos registros de marcas é realizada através do pagamento periódico de retribuições ao órgão competente. A extinção da marca pode ocorrer pela expiração do prazo de vigência, pela renúncia do titular, pela caducidade do direito ou pela inobservância de algum aspecto requerido pelo INPI, de acordo com a Lei nº 9.279/96 e demais legislações correlatas. No âmbito judicial, não é possível assegurar que terceiros não venham a alegar que a Companhia está violando seus direitos de propriedade intelectual e eventualmente obtenham alguma vitória.;A eventual perda dos direitos sobre as marcas registradas acarretaria o fim do direito de uso exclusivo sobre as mesmas e a Companhia enfrentaria dificuldades para impedir terceiros de utilizar marcas idênticas ou semelhantes, inclusive para identificar produtos ou serviços concorrentes. Há ainda, a possibilidade de a Companhia sofrer demandas judiciais nas esferas penal e cível, por uso indevido de marca, em caso de violação de direitos de terceiros.
